,index,retics,balance,blob_sizes,leaf_under_reticulation_list,leaf_with_sibling_retic_list,leaf_on_side_of_triangle_list
1829,1829,2,1.0,[4],B,None,False
1830,1830,2,1.0,[4],B,None,False
1831,1831,2,1.0,[4],None,None,False
1832,1832,2,0.9544340029249649,[5],A,None,False
1833,1833,2,0.5435644431995964,[5],A,B,False
1834,1834,2,0.9544340029249649,[5],B,None,False
1835,1835,2,1.0,[5],B,None,False
1836,1836,2,1.0,[4],B,None,False
1837,1837,2,1.0,[4],B,None,False
1838,1838,2,1.0,[4],A,None,False
1839,1839,2,0.9544340029249649,[5],A,B,False
1840,1840,2,1.0,[4],B,None,False
1841,1841,2,1.0,[4],B,None,False
1842,1842,2,1.0,[4],B,None,False
1843,1843,2,1.0,[4],B,None,False
1844,1844,2,0.9544340029249649,[5],B,None,False
1845,1845,2,0.9544340029249649,[5],B,None,False
1846,1846,2,0.5435644431995964,[5],A,B,True
1847,1847,2,1.0,[4],B,None,False
1848,1848,2,1.0,[4],A,None,False
1849,1849,2,0.9544340029249649,[5],A,B,False
1850,1850,2,0.8112781244591328,[5],A,B,False
1851,1851,2,1.0,[4],None,None,False
1852,1852,2,1.0,[4],None,None,False
1853,1853,2,1.0,[4],B,None,False
1854,1854,2,0.5435644431995964,[5],A,B,True
1855,1855,2,0.5435644431995964,[5],B,A,False
1856,1856,2,1.0,[4],A,None,False
1857,1857,2,1.0,[4],A,None,False
1858,1858,2,1.0,[4],A,None,False
1859,1859,2,1.0,[4],A,None,False
1860,1860,2,1.0,[4],A,None,False
1861,1861,2,1.0,[4],A,None,False
1862,1862,2,1.0,[4],A,None,False
1863,1863,2,1.0,[4],A,None,False
1864,1864,2,0.8112781244591328,[5],A,B,False
1865,1865,2,1.0,[4],None,None,False
1866,1866,2,1.0,[4],None,None,False
1867,1867,2,0.9544340029249649,[5],B,None,False
1868,1868,2,1.0,[4],None,None,False
1869,1869,2,0.5435644431995964,[5],B,A,True
1870,1870,2,0.9544340029249649,[5],A,None,False
1871,1871,2,0.9544340029249649,[5],B,None,False
1872,1872,2,0.9544340029249649,[5],B,None,False
1873,1873,2,1.0,[5],A,None,False
1874,1874,2,0.5435644431995964,[5],B,A,False
1875,1875,2,1.0,[4],None,None,False
1876,1876,2,1.0,[4],None,None,False
1877,1877,2,0.8112781244591328,[5],B,None,False
1878,1878,1,0.8112781244591328,[3],A,B,True
1879,1879,1,0.8112781244591328,[3],B,A,True
1880,1880,2,0.9544340029249649,[5],A,None,False
1881,1881,2,0.5435644431995964,[5],B,A,False
1882,1882,2,0.9544340029249649,[5],B,A,False
1883,1883,2,0.9544340029249649,[5],B,A,False
1884,1884,2,0.8112781244591328,[5],B,A,False
1885,1885,2,0.5435644431995964,[5],A,B,True
1886,1886,2,0.9544340029249649,[5],A,None,False
1887,1887,2,1.0,[4],A,None,False
1888,1888,2,0.8112781244591328,[5],A,None,False
1889,1889,2,0.8112781244591328,[5],B,None,False
1890,1890,2,1.0,[4],B,None,False
1891,1891,1,0.8112781244591328,[3],A,B,True
1892,1892,1,0.8112781244591328,[3],B,A,True
1893,1893,0,1.0,[],None,None,False
1894,1894,2,0.9544340029249649,[5],A,B,False
1895,1895,2,0.9544340029249649,[5],A,B,False
1896,1896,2,0.9544340029249649,[5],A,B,False
1897,1897,2,0.5435644431995964,[5],B,A,True
1898,1898,2,1.0,[4],None,None,False
1899,1899,2,0.9544340029249649,[5],A,B,False
1900,1900,2,1.0,[5],B,None,False
1901,1901,1,0.8112781244591328,[3],A,B,True
1902,1902,1,0.8112781244591328,[3],B,A,True
1903,1903,1,0.8112781244591328,[3],B,A,True
1904,1904,1,0.8112781244591328,[3],B,A,True
1905,1905,2,0.5435644431995964,[5],A,B,False
1906,1906,2,0.5435644431995964,[5],B,A,True
1907,1907,2,1.0,[4],None,None,False
1908,1908,2,1.0,[4],None,None,False
1909,1909,2,0.8112781244591328,[5],A,B,False
1910,1910,2,0.5435644431995964,[5],B,A,False
1911,1911,2,0.9544340029249649,[5],A,None,False
1912,1912,2,1.0,[4],B,None,False
1913,1913,2,0.9544340029249649,[5],B,A,False
1914,1914,2,1.0,[4],None,None,False
1915,1915,2,0.8112781244591328,[5],B,None,False
1916,1916,2,1.0,[4],None,None,False
1917,1917,2,0.8112781244591328,[5],B,A,False
1918,1918,2,1.0,[4],B,None,False
1919,1919,2,0.8112781244591328,[5],B,A,False
1920,1920,2,0.9544340029249649,[5],A,None,False
1921,1921,2,1.0,[4],A,None,False
1922,1922,1,0.8112781244591328,[3],A,B,True
1923,1923,2,1.0,[4],B,None,False
1924,1924,2,1.0,[4],B,None,False
1925,1925,2,1.0,[4],B,None,False
1926,1926,2,1.0,[4],B,None,False
1927,1927,2,0.5435644431995964,[5],B,A,False
1928,1928,2,0.5435644431995964,[5],A,B,False
1929,1929,2,1.0,[4],B,None,False
1930,1930,2,1.0,[4],A,None,False
1931,1931,2,1.0,[4],A,None,False
1932,1932,2,1.0,[4],A,None,False
1933,1933,2,1.0,[4],A,None,False
1934,1934,2,1.0,[4],A,None,False
1935,1935,2,0.9544340029249649,[5],A,None,False
1936,1936,2,0.9544340029249649,[5],B,A,False
1937,1937,2,0.5435644431995964,[5],A,B,True
1938,1938,2,1.0,[4],None,None,False
1939,1939,2,1.0,[4],B,None,False
1940,1940,2,0.9544340029249649,[5],B,None,False
1941,1941,2,0.5435644431995964,[5],B,A,True
1942,1942,2,1.0,[4],None,None,False
1943,1943,2,1.0,[4],None,None,False
1944,1944,1,0.8112781244591328,[3],A,B,True
1945,1945,2,0.8112781244591328,[5],A,B,False
1946,1946,2,0.9544340029249649,[5],A,None,False
1947,1947,1,0.8112781244591328,[3],B,A,True
1948,1948,1,0.8112781244591328,[3],B,A,True
1949,1949,2,0.9544340029249649,[5],A,B,False
1950,1950,2,0.5435644431995964,[5],B,A,False
1951,1951,2,1.0,[4],None,None,False
1952,1952,2,0.9544340029249649,[5],A,None,False
1953,1953,2,1.0,[4],None,None,False
1954,1954,2,1.0,[4],None,None,False
1955,1955,1,0.8112781244591328,[3],A,B,True
1956,1956,1,0.8112781244591328,[3],A,B,True
1957,1957,1,0.8112781244591328,[3],A,B,True
1958,1958,1,0.8112781244591328,[3],B,A,True
1959,1959,1,0.8112781244591328,[3],A,B,True
1960,1960,1,0.8112781244591328,[3],B,A,True
1961,1961,2,0.5435644431995964,[5],B,A,True
1962,1962,2,1.0,[4],A,None,False
1963,1963,2,0.5435644431995964,[5],B,A,False
1964,1964,2,0.8112781244591328,[5],B,None,False
1965,1965,2,0.9544340029249649,[5],A,B,False
1966,1966,2,1.0,[4],B,None,False
1967,1967,2,0.9544340029249649,[5],A,B,False
1968,1968,2,0.5435644431995964,[5],B,A,True
1969,1969,2,0.9544340029249649,[5],A,B,False
1970,1970,2,0.5435644431995964,[5],A,B,False
1971,1971,2,1.0,[4],None,None,False
1972,1972,2,0.9544340029249649,[5],A,None,False
1973,1973,2,1.0,[4],B,None,False
1974,1974,2,1.0,[4],B,None,False
1975,1975,2,1.0,[4],B,None,False
1976,1976,2,1.0,[4],None,None,False
1977,1977,2,1.0,[4],None,None,False
1978,1978,2,1.0,[4],A,None,False
1979,1979,2,1.0,[4],None,None,False
1980,1980,2,0.5435644431995964,[5],A,B,False
1981,1981,2,1.0,[4],A,None,False
1982,1982,2,1.0,[4],None,None,False
1983,1983,2,0.9544340029249649,[5],B,A,False
1984,1984,2,1.0,[4],None,None,False
1985,1985,1,0.8112781244591328,[3],A,B,True
1986,1986,2,0.9544340029249649,[5],B,None,False
1987,1987,2,0.5435644431995964,[5],A,B,False
1988,1988,2,0.9544340029249649,[5],B,None,False
1989,1989,1,0.8112781244591328,[3],A,B,True
1990,1990,2,0.9544340029249649,[5],A,None,False
1991,1991,2,1.0,[4],None,None,False
1992,1992,2,0.5435644431995964,[5],A,B,True
1993,1993,2,0.8112781244591328,[5],B,A,False
1994,1994,2,0.8112781244591328,[5],A,None,False
1995,1995,2,0.8112781244591328,[5],B,None,False
1996,1996,2,1.0,[4],A,None,False
1997,1997,2,1.0,[4],A,None,False
1998,1998,2,0.9544340029249649,[5],A,None,False
1999,1999,1,0.8112781244591328,[3],A,B,True
2000,2000,2,1.0,[4],A,None,False
2001,2001,2,0.9544340029249649,[5],A,B,False
