,index,retics,balance,blob_sizes,leaf_under_reticulation_list,leaf_with_sibling_retic_list,leaf_on_side_of_triangle_list,has_leaf_on_bottom_of_triangle,reticulated_cherries,Iteration,Newick
602,602,2,0.5435644431995964,[5],['B'],A,False,None,0,602,"(((#H0)#R1,((B)#R0,(A,#H1))))"
603,603,2,0.5435644431995964,[5],['A'],B,True,None,0,603,"((((((A)#R1)#R0,B),#H0),#H1))"
604,604,2,1.0,[4],[],None,False,None,0,604,"(((((B,A))#R0,(#H0)#R1),#H1))"
605,605,2,1.0,[5],"['A', 'B']",None,False,None,0,605,"((((A)#R0,#H1),((B)#R1,#H0)))"
606,606,2,0.9544340029249649,[5],"['A', 'B']",None,False,B,0,606,"(((((B)#R1,(A)#R0),#H1),#H0))"
607,607,2,0.9544340029249649,[5],['A'],B,False,None,1,607,"((((A)#R1,#H0),((B,#H1))#R0))"
608,608,2,0.9544340029249649,[5],['A'],B,False,None,1,608,"((((A)#R1,#H0),((B,#H1))#R0))"
609,609,2,0.8112781244591328,[5],['B'],None,False,B,0,609,"(((#H1)#R0,(A,((B)#R1,#H0))))"
610,610,2,0.5435644431995964,[5],['B'],A,True,None,0,610,"(((((B)#R0)#R1,(A,#H1)),#H0))"
611,611,2,0.9544340029249649,[5],"['A', 'B']",None,False,B,0,611,"(((((B)#R1,#H0),#H1),(A)#R0))"
612,612,2,0.8112781244591328,[5],['B'],None,False,B,0,612,"(((A,(((B)#R1)#R0,#H1)),#H0))"
613,613,2,0.8112781244591328,[5],['A'],B,False,A,0,613,"(((#H0,#H1),(B,((A)#R1)#R0)))"
614,614,2,0.5435644431995964,[5],['B'],A,False,None,0,614,"((((B)#R1)#R0,((A,#H0),#H1)))"
615,615,2,0.5435644431995964,[5],['B'],A,False,None,1,615,"(((((B)#R0)#R1,(A,#H0)),#H1))"
616,616,2,0.9544340029249649,[5],"['A', 'B']",None,False,A,0,616,"(((((B)#R1,(A)#R0),#H0),#H1))"
617,617,2,1.0,[4],[],None,False,None,0,617,"(((((B,A))#R1)#R0,(#H0,#H1)))"
618,618,2,0.8112781244591328,[5],['A'],None,False,A,0,618,"(((B,(((A)#R1)#R0,#H1)),#H0))"
619,619,2,0.9544340029249649,[5],"['A', 'B']",None,False,A,0,619,"(((((A)#R1,(B)#R0),#H1),#H0))"
620,620,2,1.0,[4],['B'],None,False,B,0,620,"((A,((((B)#R0)#R1,#H0),#H1)))"
621,621,2,0.8112781244591328,[5],['A'],B,False,A,0,621,"(((((A)#R0)#R1,B),(#H0,#H1)))"
622,622,2,0.5435644431995964,[5],['B'],A,False,None,1,622,"((((A,(B)#R1),(#H1)#R0),#H0))"
623,623,2,0.5435644431995964,[5],['A'],B,True,None,0,623,"(((A)#R0,((B,(#H0)#R1),#H1)))"
624,624,2,0.9544340029249649,[5],"['A', 'B']",None,False,A,0,624,"(((B)#R1,((#H0,#H1),(A)#R0)))"
625,625,2,0.5435644431995964,[5],['B'],A,False,None,1,625,"((((B)#R1)#R0,((A,#H1),#H0)))"
626,626,2,0.8112781244591328,[5],['B'],None,False,B,0,626,"((((B)#R1)#R0,(A,(#H0,#H1))))"
627,627,2,0.5435644431995964,[5],['A'],B,True,None,0,627,"(((((A)#R0)#R1,(B,#H1)),#H0))"
628,628,2,1.0,[4],[],None,False,None,0,628,"((((((B,A))#R1)#R0,#H1),#H0))"
629,629,2,0.5435644431995964,[5],['B'],A,False,None,1,629,"(((#H1)#R0,(((B)#R1,A),#H0)))"
630,630,2,0.9544340029249649,[5],['B'],A,False,None,1,630,"(((((B)#R1,A))#R0,(#H0,#H1)))"
631,631,2,1.0,[4],['A'],None,False,A,0,631,"((B,(((A)#R1)#R0,(#H0,#H1))))"
632,632,2,1.0,[4],[],None,False,None,0,632,"((((#H1)#R0,((A,B))#R1),#H0))"
633,633,2,1.0,[4],[],None,False,None,0,633,"(((((A,B))#R1)#R0,(#H0,#H1)))"
634,634,2,0.5435644431995964,[5],['A'],B,False,None,0,634,"(((#H1)#R0,((A)#R1,(B,#H0))))"
635,635,2,0.5435644431995964,[5],['A'],B,False,None,1,635,"(((((A)#R1)#R0,(B,#H1)),#H0))"
636,636,2,0.8112781244591328,[5],['B'],None,False,B,0,636,"(((A,(((B)#R1)#R0,#H1)),#H0))"
637,637,2,0.5435644431995964,[5],['A'],B,False,None,0,637,"((((A)#R0,(B,#H1)),(#H0)#R1))"
638,638,2,0.5435644431995964,[5],['B'],A,False,None,1,638,"(((((B)#R0)#R1,(A,#H0)),#H1))"
639,639,2,1.0,[4],['B'],None,False,B,0,639,"((A,(((B)#R0)#R1,(#H0,#H1))))"
640,640,2,1.0,[4],['B'],None,False,B,0,640,"((((((B)#R1)#R0,#H1),#H0),A))"
641,641,2,0.5435644431995964,[5],['B'],A,True,None,0,641,"((((A,((B)#R1)#R0),#H0),#H1))"
642,642,2,1.0,[4],['B'],None,False,B,0,642,"(((((#H1)#R0,(B)#R1),#H0),A))"
643,643,2,0.5435644431995964,[5],['A'],B,True,None,0,643,"(((((A)#R0)#R1,(B,#H1)),#H0))"
644,644,2,0.5435644431995964,[5],['B'],A,True,None,0,644,"(((B)#R1,(((#H1)#R0,A),#H0)))"
645,645,2,0.8112781244591328,[5],['B'],A,False,B,0,645,"((((B)#R0,(#H0)#R1),(A,#H1)))"
646,646,2,0.5435644431995964,[5],['A'],B,True,None,0,646,"((((((A)#R0)#R1,B),#H1),#H0))"
647,647,2,1.0,[4],[],None,False,None,0,647,"(((((A,B))#R1,(#H1)#R0),#H0))"
648,648,2,0.5435644431995964,[5],['B'],A,True,None,0,648,"((((((B)#R0)#R1,A),#H1),#H0))"
649,649,2,0.5435644431995964,[5],['B'],A,False,None,0,649,"((((B)#R0,(A,#H1)),(#H0)#R1))"
650,650,2,0.5435644431995964,[5],['B'],A,True,None,0,650,"(((B)#R0,((#H0)#R1,(A,#H1))))"
651,651,2,1.0,[4],['B'],None,False,B,0,651,"((A,(((B)#R1)#R0,(#H0,#H1))))"
652,652,2,1.0,[4],['B'],None,False,B,0,652,"((A,((((B)#R1)#R0,#H1),#H0)))"
653,653,2,1.0,[5],"['A', 'B']",None,False,None,0,653,"(((#H0,#H1),((A)#R1,(B)#R0)))"
654,654,2,1.0,[4],[],None,False,None,0,654,"((((((A,B))#R1)#R0,#H1),#H0))"
655,655,2,0.5435644431995964,[5],['A'],B,False,None,1,655,"((((A)#R0)#R1,((B,#H0),#H1)))"
656,656,2,0.5435644431995964,[5],['A'],B,True,None,0,656,"(((((A)#R0)#R1,(B,#H1)),#H0))"
657,657,2,1.0,[4],['B'],None,False,B,0,657,"((A,(((B)#R0)#R1,(#H0,#H1))))"
658,658,2,0.5435644431995964,[5],['A'],B,False,None,1,658,"((((#H1)#R0,((A)#R1,B)),#H0))"
659,659,2,0.8112781244591328,[5],['A'],B,False,A,0,659,"(((B,#H1),(((A)#R0)#R1,#H0)))"
660,660,2,0.5435644431995964,[5],['B'],A,True,None,0,660,"(((((B)#R0)#R1,(A,#H1)),#H0))"
661,661,2,0.5435644431995964,[5],['B'],A,False,None,1,661,"((((B)#R0)#R1,((A,#H0),#H1)))"
662,662,2,1.0,[4],['B'],None,False,B,0,662,"((A,(((B)#R1,(#H1)#R0),#H0)))"
663,663,2,0.5435644431995964,[5],['B'],A,False,None,1,663,"((((B)#R1)#R0,((A,#H1),#H0)))"
664,664,2,0.5435644431995964,[5],['B'],A,False,None,0,664,"((((B)#R1)#R0,((A,#H0),#H1)))"
665,665,2,0.8112781244591328,[5],['B'],A,False,B,0,665,"(((((B)#R1)#R0,#H1),(A,#H0)))"
666,666,2,1.0,[5],"['A', 'B']",None,False,None,0,666,"((((A)#R1,#H0),((B)#R0,#H1)))"
667,667,2,1.0,[5],"['A', 'B']",None,False,None,0,667,"((((A)#R1,#H0),((B)#R0,#H1)))"
668,668,2,1.0,[4],['B'],None,False,B,0,668,"((A,((#H1)#R0,((B)#R1,#H0))))"
669,669,2,0.5435644431995964,[5],['A'],B,False,None,0,669,"(((#H0)#R1,((A)#R0,(B,#H1))))"
670,670,2,0.8112781244591328,[5],['A'],B,False,A,0,670,"(((((A)#R0)#R1,#H0),(B,#H1)))"
671,671,2,0.5435644431995964,[5],['B'],A,False,None,0,671,"((((B)#R0)#R1,((A,#H1),#H0)))"
672,672,2,0.9544340029249649,[5],['B'],A,False,None,1,672,"(((((A,(B)#R1))#R0,#H1),#H0))"
673,673,2,0.8112781244591328,[5],['B'],A,False,B,0,673,"(((A,((B)#R1)#R0),(#H0,#H1)))"
674,674,2,0.5435644431995964,[5],['B'],A,False,None,1,674,"(((((B)#R1)#R0,(A,#H1)),#H0))"
675,675,2,0.8112781244591328,[5],['A'],B,False,A,0,675,"((((A)#R0,#H1),(B,(#H0)#R1)))"
676,676,2,0.9544340029249649,[5],"['A', 'B']",None,False,A,0,676,"(((((A)#R1,(B)#R0),#H1),#H0))"
677,677,2,1.0,[4],['A'],None,False,A,0,677,"((B,(((A)#R0)#R1,(#H0,#H1))))"
678,678,2,0.5435644431995964,[5],['A'],B,True,None,0,678,"(((((#H1)#R0,B),#H0),(A)#R1))"
679,679,2,1.0,[4],['B'],None,False,B,0,679,"((A,(((B)#R1)#R0,(#H0,#H1))))"
680,680,2,0.8112781244591328,[5],['A'],None,False,A,0,680,"((((A)#R1)#R0,(B,(#H0,#H1))))"
681,681,2,0.5435644431995964,[5],['A'],B,False,None,1,681,"((((A)#R1)#R0,((B,#H1),#H0)))"
682,682,2,0.8112781244591328,[5],['A'],None,False,A,0,682,"((((A)#R1)#R0,(B,(#H0,#H1))))"
683,683,2,0.8112781244591328,[5],['A'],None,False,A,0,683,"(((B,(((A)#R0)#R1,#H0)),#H1))"
684,684,2,0.8112781244591328,[5],['A'],None,False,A,0,684,"(((B,((#H0)#R1,(A)#R0)),#H1))"
685,685,2,0.5435644431995964,[5],['B'],A,False,None,1,685,"(((((B)#R1,A),(#H1)#R0),#H0))"
686,686,2,0.8112781244591328,[5],['B'],A,False,B,0,686,"(((A,#H0),(((B)#R1)#R0,#H1)))"
687,687,2,0.8112781244591328,[5],['B'],A,False,B,0,687,"(((#H0,#H1),(A,((B)#R0)#R1)))"
688,688,2,0.5435644431995964,[5],['B'],A,False,None,1,688,"(((((B)#R0)#R1,(A,#H0)),#H1))"
689,689,2,0.5435644431995964,[5],['A'],B,True,None,0,689,"((((B,#H1),((A)#R0)#R1),#H0))"
690,690,2,0.5435644431995964,[5],['A'],B,True,None,0,690,"(((((A)#R1)#R0,(B,#H0)),#H1))"
691,691,2,0.9544340029249649,[5],"['A', 'B']",None,False,B,0,691,"(((((A)#R1,(B)#R0),#H0),#H1))"
692,692,2,1.0,[4],['A'],None,False,A,0,692,"((B,((#H1)#R0,((A)#R1,#H0))))"
693,693,2,0.9544340029249649,[5],"['A', 'B']",None,False,A,0,693,"(((B)#R1,(((A)#R0,#H1),#H0)))"
694,694,2,0.9544340029249649,[5],"['A', 'B']",None,False,A,0,694,"(((B)#R0,(((A)#R1,#H0),#H1)))"
695,695,2,1.0,[4],[],None,False,None,0,695,"((((((A,B))#R1)#R0,#H1),#H0))"
696,696,2,1.0,[4],['B'],None,False,B,0,696,"(((((B)#R1)#R0,(#H0,#H1)),A))"
697,697,2,0.5435644431995964,[5],['B'],A,False,None,1,697,"((((A,(B)#R0),#H1),(#H0)#R1))"
698,698,2,0.5435644431995964,[5],['A'],B,False,None,1,698,"(((((A)#R0)#R1,(B,#H0)),#H1))"
699,699,2,0.5435644431995964,[5],['A'],B,True,None,0,699,"((((((A)#R0)#R1,B),#H1),#H0))"
700,700,2,1.0,[4],['A'],None,False,A,0,700,"((B,((((A)#R1)#R0,#H1),#H0)))"
701,701,2,0.8112781244591328,[5],['A'],B,False,A,0,701,"((((A)#R1,#H0),(B,(#H1)#R0)))"
702,702,2,0.5435644431995964,[5],['B'],A,False,None,0,702,"((((((B)#R1)#R0,A),#H1),#H0))"
703,703,2,1.0,[4],['B'],None,False,B,0,703,"(((((B)#R1,(#H1)#R0),#H0),A))"
704,704,2,0.8112781244591328,[5],['A'],B,False,A,0,704,"(((B,#H0),(((A)#R1)#R0,#H1)))"
705,705,2,0.8112781244591328,[5],['A'],None,False,A,0,705,"((((A)#R1)#R0,((#H0,#H1),B)))"
706,706,2,0.5435644431995964,[5],['B'],A,False,None,0,706,"((((B)#R0,(A,#H1)),(#H0)#R1))"
707,707,2,0.5435644431995964,[5],['A'],B,False,None,0,707,"((((A)#R0)#R1,((B,#H1),#H0)))"
708,708,2,0.5435644431995964,[5],['B'],A,False,None,0,708,"((((B)#R0,((#H0)#R1,A)),#H1))"
709,709,2,0.8112781244591328,[5],['B'],None,False,B,0,709,"(((A,((#H0)#R1,(B)#R0)),#H1))"
710,710,2,0.9544340029249649,[5],"['A', 'B']",None,False,B,0,710,"(((A)#R1,(((B)#R0,#H1),#H0)))"
711,711,2,0.8112781244591328,[5],['B'],None,False,B,0,711,"(((A,(((B)#R0)#R1,#H0)),#H1))"
712,712,2,0.5435644431995964,[5],['A'],B,False,None,0,712,"((((A)#R1,((#H1)#R0,B)),#H0))"
713,713,2,0.9544340029249649,[5],['A'],B,False,None,1,713,"(((((B,(A)#R1))#R0,#H1),#H0))"
714,714,2,0.8112781244591328,[5],['A'],B,False,A,0,714,"((((#H1)#R0,B),((A)#R1,#H0)))"
715,715,2,0.9544340029249649,[5],"['A', 'B']",None,False,B,0,715,"((((B)#R0,((A)#R1,#H0)),#H1))"
716,716,2,1.0,[4],['A'],None,False,A,0,716,"((B,(((A)#R1,(#H1)#R0),#H0)))"
717,717,2,0.9544340029249649,[5],"['A', 'B']",None,False,B,0,717,"(((A)#R0,(((B)#R1,#H0),#H1)))"
718,718,2,0.5435644431995964,[5],['B'],A,True,None,0,718,"(((B)#R0,(((#H0)#R1,A),#H1)))"
719,719,2,0.9544340029249649,[5],['A'],B,False,None,1,719,"(((((B,#H1))#R0,(A)#R1),#H0))"
720,720,2,1.0,[4],[],None,False,None,0,720,"((((((B,A))#R1)#R0,#H1),#H0))"
721,721,2,0.8112781244591328,[5],['A'],None,False,A,0,721,"((((((A)#R0)#R1,#H0),B),#H1))"
722,722,2,0.5435644431995964,[5],['A'],B,True,None,0,722,"(((A)#R1,((B,(#H1)#R0),#H0)))"
723,723,2,0.5435644431995964,[5],['B'],A,False,None,0,723,"((((A,((B)#R1)#R0),#H1),#H0))"
724,724,2,0.5435644431995964,[5],['B'],A,True,None,0,724,"((((A,((B)#R1)#R0),#H0),#H1))"
725,725,2,0.5435644431995964,[5],['B'],A,False,None,1,725,"(((((B)#R1)#R0,(A,#H1)),#H0))"
726,726,2,0.5435644431995964,[5],['B'],A,False,None,0,726,"(((#H0)#R1,((A,#H1),(B)#R0)))"
727,727,2,1.0,[4],['A'],None,False,A,0,727,"((B,((((A)#R1)#R0,#H1),#H0)))"
728,728,2,0.8112781244591328,[5],['B'],A,False,B,0,728,"(((A,#H1),(((B)#R0)#R1,#H0)))"
729,729,2,0.5435644431995964,[5],['A'],B,False,None,1,729,"((((A)#R0)#R1,((B,#H0),#H1)))"
730,730,2,0.8112781244591328,[5],['A'],B,False,A,0,730,"(((((A)#R0)#R1,B),(#H0,#H1)))"
731,731,2,0.9544340029249649,[5],['A'],B,False,None,1,731,"((((B,(A)#R0))#R1,(#H0,#H1)))"
732,732,2,0.5435644431995964,[5],['A'],B,False,None,1,732,"(((((A)#R1)#R0,(B,#H1)),#H0))"
733,733,2,0.8112781244591328,[5],['A'],None,False,A,0,733,"(((((A)#R0,(#H0)#R1),B),#H1))"
734,734,2,1.0,[4],['A'],None,False,A,0,734,"(((((A)#R0)#R1,(#H0,#H1)),B))"
735,735,2,0.5435644431995964,[5],['A'],B,True,None,0,735,"(((((A)#R1)#R0,(B,#H0)),#H1))"
736,736,2,0.8112781244591328,[5],['A'],None,False,A,0,736,"((((((A)#R0)#R1,#H0),B),#H1))"
737,737,2,0.5435644431995964,[5],['B'],A,False,None,0,737,"((((B)#R1)#R0,((A,#H0),#H1)))"
738,738,2,0.5435644431995964,[5],['A'],B,False,None,0,738,"((((((A)#R0)#R1,B),#H0),#H1))"
739,739,2,0.5435644431995964,[5],['B'],A,True,None,0,739,"((((((B)#R1)#R0,A),#H0),#H1))"
740,740,2,0.8112781244591328,[5],['B'],None,False,B,0,740,"(((A,(((B)#R0)#R1,#H0)),#H1))"
741,741,2,0.5435644431995964,[5],['B'],A,True,None,0,741,"(((((B)#R0)#R1,(A,#H1)),#H0))"
742,742,2,0.8112781244591328,[5],['A'],None,False,A,0,742,"(((B,((A)#R0,(#H0)#R1)),#H1))"
743,743,2,0.5435644431995964,[5],['A'],B,True,None,0,743,"((((B,#H0),(#H1)#R0),(A)#R1))"
744,744,2,0.5435644431995964,[5],['B'],A,True,None,0,744,"((((A,((B)#R0)#R1),#H1),#H0))"
745,745,2,0.9544340029249649,[5],"['A', 'B']",None,False,A,0,745,"(((B)#R1,(((A)#R0,#H1),#H0)))"
746,746,2,1.0,[4],['A'],None,False,A,0,746,"((B,(((A)#R1)#R0,(#H0,#H1))))"
747,747,2,1.0,[4],[],None,False,None,0,747,"(((((B,A))#R1)#R0,(#H0,#H1)))"
748,748,2,0.5435644431995964,[5],['B'],A,False,None,1,748,"((((B)#R1)#R0,((A,#H1),#H0)))"
749,749,2,1.0,[4],[],None,False,None,0,749,"((((((B,A))#R1)#R0,#H1),#H0))"
750,750,2,0.8112781244591328,[5],['A'],B,False,A,0,750,"(((((A)#R0)#R1,#H0),(B,#H1)))"
751,751,2,0.8112781244591328,[5],['A'],None,False,A,0,751,"((((A)#R1)#R0,(B,(#H0,#H1))))"
752,752,2,0.9544340029249649,[5],['A'],B,False,None,1,752,"(((((B,(A)#R0))#R1,#H0),#H1))"
753,753,2,1.0,[4],['B'],None,False,B,0,753,"((A,((((B)#R1)#R0,#H1),#H0)))"
754,754,2,0.8112781244591328,[5],['B'],None,False,B,0,754,"(((#H1)#R0,(A,((B)#R1,#H0))))"
755,755,2,0.8112781244591328,[5],['A'],None,False,A,0,755,"(((#H0)#R1,(B,((A)#R0,#H1))))"
756,756,2,0.9544340029249649,[5],['A'],B,False,None,1,756,"(((((A)#R0,B))#R1,(#H0,#H1)))"
757,757,2,0.8112781244591328,[5],['A'],None,False,A,0,757,"((((((A)#R1)#R0,#H1),B),#H0))"
758,758,2,0.5435644431995964,[5],['A'],B,False,None,1,758,"(((((A)#R0)#R1,(B,#H0)),#H1))"
759,759,2,0.9544340029249649,[5],['A'],B,False,None,1,759,"((((B,(A)#R1))#R0,(#H0,#H1)))"
760,760,2,0.5435644431995964,[5],['B'],A,True,None,0,760,"((((A,((B)#R1)#R0),#H0),#H1))"
761,761,2,1.0,[4],['B'],None,False,B,0,761,"((A,(((#H1)#R0,(B)#R1),#H0)))"
762,762,2,0.8112781244591328,[5],['A'],None,False,A,0,762,"((((A)#R1)#R0,((#H0,#H1),B)))"
763,763,2,0.9544340029249649,[5],"['A', 'B']",None,False,B,0,763,"(((A)#R0,(((B)#R1,#H0),#H1)))"
764,764,2,0.9544340029249649,[5],['A'],B,False,None,1,764,"(((((A)#R0,B))#R1,(#H0,#H1)))"
765,765,2,0.9544340029249649,[5],['A'],B,False,None,1,765,"(((((B,#H0))#R1,(A)#R0),#H1))"
766,766,2,0.9544340029249649,[5],['B'],A,False,None,1,766,"(((((A,#H0))#R1,(B)#R0),#H1))"
767,767,2,0.9544340029249649,[5],"['A', 'B']",None,False,B,0,767,"(((A)#R1,(((B)#R0,#H1),#H0)))"
768,768,2,1.0,[4],['A'],None,False,A,0,768,"((B,(((#H1)#R0,(A)#R1),#H0)))"
769,769,2,0.5435644431995964,[5],['B'],A,False,None,0,769,"((((B)#R0)#R1,((A,#H1),#H0)))"
770,770,2,0.5435644431995964,[5],['B'],A,False,None,0,770,"((((A,((B)#R1)#R0),#H1),#H0))"
771,771,2,0.9544340029249649,[5],['B'],A,False,None,1,771,"((((((B)#R0,A))#R1,#H0),#H1))"
772,772,2,0.5435644431995964,[5],['B'],A,True,None,0,772,"(((B)#R1,(((#H1)#R0,A),#H0)))"
773,773,2,0.5435644431995964,[5],['B'],A,False,None,1,773,"(((#H0)#R1,(((B)#R0,A),#H1)))"
774,774,2,0.5435644431995964,[5],['B'],A,False,None,0,774,"((((((B)#R1)#R0,A),#H1),#H0))"
775,775,2,1.0,[5],"['A', 'B']",None,False,None,0,775,"((((A)#R0,#H1),((B)#R1,#H0)))"
776,776,2,0.8112781244591328,[5],['A'],None,False,A,0,776,"((((((A)#R1)#R0,#H1),B),#H0))"
777,777,2,0.5435644431995964,[5],['B'],A,True,None,0,777,"((((((B)#R1)#R0,A),#H0),#H1))"
778,778,2,0.9544340029249649,[5],"['A', 'B']",None,False,B,0,778,"(((((A)#R0,(B)#R1),#H1),#H0))"
779,779,2,1.0,[4],['A'],None,False,A,0,779,"((B,(((A)#R0,(#H0)#R1),#H1)))"
780,780,2,0.8112781244591328,[5],['B'],A,False,B,0,780,"(((A,((B)#R0)#R1),(#H0,#H1)))"
781,781,2,1.0,[5],"['A', 'B']",None,False,None,0,781,"((((A)#R1,#H0),((B)#R0,#H1)))"
782,782,2,1.0,[4],[],None,False,None,0,782,"(((((B,A))#R0)#R1,(#H0,#H1)))"
783,783,2,0.5435644431995964,[5],['B'],A,True,None,0,783,"(((((B)#R0)#R1,(A,#H1)),#H0))"
784,784,2,0.5435644431995964,[5],['B'],A,True,None,0,784,"((((A,((B)#R0)#R1),#H1),#H0))"
785,785,2,1.0,[4],['B'],None,False,B,0,785,"((A,(((B)#R0)#R1,(#H0,#H1))))"
786,786,2,0.8112781244591328,[5],['B'],A,False,B,0,786,"((((B)#R1,(#H1)#R0),(A,#H0)))"
787,787,2,1.0,[4],[],None,False,None,0,787,"(((((B,A))#R1)#R0,(#H0,#H1)))"
788,788,2,0.9544340029249649,[5],"['A', 'B']",None,False,A,0,788,"(((((A)#R1,(B)#R0),#H1),#H0))"
789,789,2,0.8112781244591328,[5],['A'],None,False,A,0,789,"((((A)#R1)#R0,((#H0,#H1),B)))"
790,790,2,0.5435644431995964,[5],['A'],B,False,None,1,790,"(((((A)#R1,B),#H0),(#H1)#R0))"
791,791,2,1.0,[4],['B'],None,False,B,0,791,"((A,((((B)#R0)#R1,#H0),#H1)))"
792,792,2,0.8112781244591328,[5],['A'],B,False,A,0,792,"(((((A)#R1)#R0,#H1),(B,#H0)))"
793,793,2,1.0,[4],['A'],None,False,A,0,793,"((((((A)#R1)#R0,#H1),#H0),B))"
794,794,2,1.0,[4],['A'],None,False,A,0,794,"((B,((((A)#R0)#R1,#H0),#H1)))"
795,795,2,0.5435644431995964,[5],['B'],A,True,None,0,795,"((((((B)#R1)#R0,A),#H0),#H1))"
796,796,2,0.5435644431995964,[5],['B'],A,False,None,1,796,"(((((B)#R0)#R1,(A,#H0)),#H1))"
797,797,2,0.9544340029249649,[5],"['A', 'B']",None,False,A,0,797,"(((B)#R1,(((A)#R0,#H1),#H0)))"
798,798,2,0.9544340029249649,[5],"['A', 'B']",None,False,A,0,798,"(((((A)#R1,(B)#R0),#H1),#H0))"
799,799,2,0.5435644431995964,[5],['A'],B,False,None,1,799,"(((((A)#R0)#R1,(B,#H0)),#H1))"
800,800,2,0.5435644431995964,[5],['B'],A,False,None,1,800,"((((B)#R0)#R1,((A,#H0),#H1)))"
801,801,2,0.9544340029249649,[5],['B'],A,False,None,1,801,"((((A,#H0))#R1,((B)#R0,#H1)))"
802,802,2,0.5435644431995964,[5],['A'],B,False,None,0,802,"((((((A)#R0)#R1,B),#H0),#H1))"
803,803,2,0.9544340029249649,[5],['A'],B,False,None,1,803,"((((((A)#R0,B))#R1,#H0),#H1))"
804,804,2,0.8112781244591328,[5],['B'],None,False,B,0,804,"((((B)#R0)#R1,(A,(#H0,#H1))))"
805,805,2,0.5435644431995964,[5],['A'],B,False,None,0,805,"((((A)#R1)#R0,((B,#H0),#H1)))"
806,806,2,0.9544340029249649,[5],"['A', 'B']",None,False,A,0,806,"(((((A)#R0,(B)#R1),#H0),#H1))"
807,807,2,0.8112781244591328,[5],['B'],None,False,B,0,807,"((((B)#R1)#R0,(A,(#H0,#H1))))"
808,808,2,0.5435644431995964,[5],['A'],B,False,None,1,808,"((((A)#R1)#R0,((B,#H1),#H0)))"
809,809,2,1.0,[4],['A'],None,False,A,0,809,"((B,((((A)#R1)#R0,#H1),#H0)))"
810,810,2,0.8112781244591328,[5],['B'],None,False,B,0,810,"(((A,(((B)#R0)#R1,#H0)),#H1))"
811,811,2,0.8112781244591328,[5],['A'],None,False,A,0,811,"(((((A)#R1,(#H1)#R0),B),#H0))"
812,812,2,0.8112781244591328,[5],['B'],None,False,B,0,812,"(((A,((#H0)#R1,(B)#R0)),#H1))"
813,813,2,0.5435644431995964,[5],['A'],B,False,None,0,813,"((((B,((A)#R1)#R0),#H1),#H0))"
814,814,2,0.9544340029249649,[5],['A'],B,False,None,1,814,"(((((B,#H0))#R1,(A)#R0),#H1))"
815,815,2,0.5435644431995964,[5],['A'],B,False,None,1,815,"(((((A)#R0)#R1,(B,#H0)),#H1))"
816,816,2,0.8112781244591328,[5],['A'],B,False,A,0,816,"(((((A)#R0)#R1,B),(#H0,#H1)))"
817,817,2,0.8112781244591328,[5],['B'],None,False,B,0,817,"(((A,(((B)#R0)#R1,#H0)),#H1))"
818,818,2,0.5435644431995964,[5],['A'],B,False,None,0,818,"((((A)#R0)#R1,((B,#H1),#H0)))"
819,819,2,0.8112781244591328,[5],['A'],None,False,A,0,819,"((((A)#R0)#R1,(B,(#H0,#H1))))"
820,820,2,0.8112781244591328,[5],['B'],None,False,B,0,820,"((((B)#R1)#R0,((#H0,#H1),A)))"
821,821,2,1.0,[4],['B'],None,False,B,0,821,"((A,(((B)#R0,(#H0)#R1),#H1)))"
822,822,2,0.5435644431995964,[5],['B'],A,True,None,0,822,"(((((B)#R1)#R0,(A,#H0)),#H1))"
823,823,2,0.9544340029249649,[5],"['A', 'B']",None,False,A,0,823,"((((A)#R0,((B)#R1,#H0)),#H1))"
824,824,2,0.9544340029249649,[5],"['A', 'B']",None,False,B,0,824,"(((A)#R0,(((B)#R1,#H0),#H1)))"
825,825,2,1.0,[4],['A'],None,False,A,0,825,"((B,(((#H0)#R1,(A)#R0),#H1)))"
826,826,2,0.5435644431995964,[5],['A'],B,False,None,0,826,"((((A)#R0,(B,(#H0)#R1)),#H1))"
827,827,2,1.0,[5],"['A', 'B']",None,False,None,0,827,"((((A)#R0,#H1),((B)#R1,#H0)))"
828,828,2,0.5435644431995964,[5],['B'],A,False,None,1,828,"((((B)#R0)#R1,((A,#H0),#H1)))"
829,829,2,0.9544340029249649,[5],"['A', 'B']",None,False,A,0,829,"(((B)#R1,((A)#R0,(#H0,#H1))))"
830,830,2,0.9544340029249649,[5],['B'],A,False,None,1,830,"((((B)#R0,((A,#H0))#R1),#H1))"
831,831,2,0.9544340029249649,[5],['A'],B,False,None,1,831,"((((A)#R0,((B,#H0))#R1),#H1))"
832,832,2,0.8112781244591328,[5],['A'],None,False,A,0,832,"(((B,((A)#R0,#H1)),(#H0)#R1))"
833,833,2,0.8112781244591328,[5],['A'],None,False,A,0,833,"((((A)#R0)#R1,(B,(#H0,#H1))))"
834,834,2,0.9544340029249649,[5],['B'],A,False,None,1,834,"((((A,#H1))#R0,((B)#R1,#H0)))"
835,835,2,0.5435644431995964,[5],['A'],B,False,None,0,835,"(((#H0)#R1,((A)#R0,(B,#H1))))"
836,836,2,0.8112781244591328,[5],['B'],None,False,B,0,836,"(((A,(((B)#R0)#R1,#H0)),#H1))"
837,837,2,0.5435644431995964,[5],['A'],B,False,None,0,837,"((((A)#R0,(B,#H1)),(#H0)#R1))"
