,index,retics,balance,blob_sizes,leaf_under_reticulation_list,leaf_with_sibling_retic_list,leaf_on_side_of_triangle_list,has_leaf_on_bottom_of_triangle,reticulated_cherries,Iteration,Newick
0,0,2,0.8112781244591328,[5],['A'],B,False,A,0,0,"((((#H0)#R1,(A)#R0),(B,#H1)))"
1,1,2,0.9544340029249649,[5],"['A', 'B']",None,False,B,0,1,"(((((A)#R0,(B)#R1),#H1),#H0))"
2,2,2,0.5435644431995964,[5],['A'],B,True,None,0,2,"((((((A)#R1)#R0,B),#H0),#H1))"
3,3,2,0.5435644431995964,[5],['A'],B,True,None,0,3,"((((B,((A)#R0)#R1),#H1),#H0))"
4,4,2,0.9544340029249649,[5],['A'],B,False,None,1,4,"(((((A)#R0,B))#R1,(#H0,#H1)))"
5,5,2,0.8112781244591328,[5],['A'],None,False,A,0,5,"(((((A)#R0,#H1),B),(#H0)#R1))"
6,6,2,0.8112781244591328,[5],['B'],A,False,B,0,6,"(((#H0,#H1),(A,((B)#R0)#R1)))"
7,7,2,0.8112781244591328,[5],['B'],None,False,B,0,7,"(((A,(((B)#R1)#R0,#H1)),#H0))"
8,8,2,0.5435644431995964,[5],['A'],B,True,None,0,8,"(((A)#R0,((#H0)#R1,(B,#H1))))"
9,9,2,0.9544340029249649,[5],"['A', 'B']",None,False,B,0,9,"(((((B)#R1,(A)#R0),#H1),#H0))"
10,10,2,0.9544340029249649,[5],"['A', 'B']",None,False,B,0,10,"(((((A)#R0,(B)#R1),#H1),#H0))"
11,11,2,0.5435644431995964,[5],['A'],B,False,None,1,11,"(((((A)#R0)#R1,(B,#H0)),#H1))"
12,12,2,0.5435644431995964,[5],['B'],A,True,None,0,12,"(((B)#R0,((A,(#H0)#R1),#H1)))"
13,13,2,0.5435644431995964,[5],['A'],B,False,None,1,13,"(((((A)#R0)#R1,(B,#H0)),#H1))"
14,14,2,0.8112781244591328,[5],['A'],None,False,A,0,14,"(((B,((#H0)#R1,(A)#R0)),#H1))"
15,15,2,0.9544340029249649,[5],"['A', 'B']",None,False,A,0,15,"(((((A)#R1,(B)#R0),#H1),#H0))"
16,16,2,1.0,[4],['A'],None,False,A,0,16,"(((((A)#R0)#R1,(#H0,#H1)),B))"
17,17,2,0.8112781244591328,[5],['A'],None,False,A,0,17,"(((B,(((A)#R1)#R0,#H1)),#H0))"
18,18,2,0.8112781244591328,[5],['B'],A,False,B,0,18,"(((((B)#R1)#R0,#H1),(A,#H0)))"
19,19,2,0.9544340029249649,[5],"['A', 'B']",None,False,A,0,19,"(((B)#R0,((A)#R1,(#H0,#H1))))"
20,20,2,0.8112781244591328,[5],['A'],B,False,A,0,20,"(((((A)#R1)#R0,#H1),(B,#H0)))"
21,21,2,0.5435644431995964,[5],['A'],B,False,None,0,21,"(((#H1)#R0,((A)#R1,(B,#H0))))"
22,22,2,0.8112781244591328,[5],['A'],B,False,A,0,22,"(((((A)#R1)#R0,B),(#H0,#H1)))"
23,23,2,0.5435644431995964,[5],['A'],B,False,None,1,23,"((((A)#R0)#R1,((B,#H0),#H1)))"
24,24,2,1.0,[4],[],None,False,None,0,24,"(((#H0)#R1,(((B,A))#R0,#H1)))"
25,25,2,0.9544340029249649,[5],['A'],B,False,None,1,25,"((((B,#H0))#R1,((A)#R0,#H1)))"
26,26,2,0.5435644431995964,[5],['A'],B,False,None,0,26,"((((A)#R1)#R0,((B,#H0),#H1)))"
27,27,2,1.0,[4],['A'],None,False,A,0,27,"(((((A)#R0,(#H0)#R1),#H1),B))"
28,28,2,0.8112781244591328,[5],['A'],B,False,A,0,28,"(((B,#H1),((#H0)#R1,(A)#R0)))"
29,29,2,0.9544340029249649,[5],['B'],A,False,None,1,29,"((((A,(B)#R0))#R1,(#H0,#H1)))"
30,30,2,0.5435644431995964,[5],['A'],B,False,None,1,30,"((((A)#R1)#R0,((B,#H1),#H0)))"
31,31,2,0.5435644431995964,[5],['A'],B,False,None,1,31,"(((((A)#R1)#R0,(B,#H1)),#H0))"
32,32,2,0.8112781244591328,[5],['A'],None,False,A,0,32,"(((B,((A)#R0,#H1)),(#H0)#R1))"
33,33,2,0.9544340029249649,[5],"['A', 'B']",None,False,A,0,33,"((((A)#R1,((B)#R0,#H1)),#H0))"
34,34,2,0.5435644431995964,[5],['A'],B,False,None,1,34,"(((#H0)#R1,((B,(A)#R0),#H1)))"
35,35,2,1.0,[4],[],None,False,None,0,35,"(((((A,B))#R1,#H0),(#H1)#R0))"
36,36,2,0.5435644431995964,[5],['B'],A,False,None,0,36,"(((#H1)#R0,((B)#R1,(A,#H0))))"
37,37,2,0.8112781244591328,[5],['B'],None,False,B,0,37,"((((((B)#R1)#R0,#H1),A),#H0))"
38,38,2,0.8112781244591328,[5],['B'],A,False,B,0,38,"((((#H0)#R1,(B)#R0),(A,#H1)))"
39,39,2,0.8112781244591328,[5],['A'],None,False,A,0,39,"((((A)#R0)#R1,((#H0,#H1),B)))"
40,40,2,0.9544340029249649,[5],['B'],A,False,None,1,40,"(((((A,#H1))#R0,(B)#R1),#H0))"
41,41,2,0.8112781244591328,[5],['B'],A,False,B,0,41,"(((((B)#R1)#R0,#H1),(A,#H0)))"
42,42,2,0.8112781244591328,[5],['A'],None,False,A,0,42,"((((A)#R0)#R1,(B,(#H0,#H1))))"
43,43,2,0.8112781244591328,[5],['A'],B,False,A,0,43,"(((((A)#R1)#R0,#H1),(B,#H0)))"
44,44,2,0.9544340029249649,[5],"['A', 'B']",None,False,B,0,44,"(((A)#R0,((B)#R1,(#H0,#H1))))"
45,45,2,0.5435644431995964,[5],['B'],A,False,None,0,45,"(((#H0)#R1,((B)#R0,(A,#H1))))"
46,46,2,0.5435644431995964,[5],['B'],A,False,None,1,46,"((((B)#R1)#R0,((A,#H1),#H0)))"
47,47,2,0.9544340029249649,[5],['A'],B,False,None,1,47,"((((B,#H1))#R0,((A)#R1,#H0)))"
48,48,2,0.5435644431995964,[5],['B'],A,False,None,0,48,"((((B)#R0)#R1,((A,#H1),#H0)))"
49,49,2,0.8112781244591328,[5],['B'],None,False,B,0,49,"(((A,((B)#R0,(#H0)#R1)),#H1))"
50,50,2,0.8112781244591328,[5],['A'],B,False,A,0,50,"(((((A)#R0)#R1,#H0),(B,#H1)))"
51,51,2,0.8112781244591328,[5],['B'],None,False,B,0,51,"(((#H0)#R1,(A,((B)#R0,#H1))))"
52,52,2,0.5435644431995964,[5],['B'],A,False,None,1,52,"(((((B)#R0)#R1,(A,#H0)),#H1))"
53,53,2,0.9544340029249649,[5],['A'],B,False,None,1,53,"((((A)#R1,((B,#H1))#R0),#H0))"
54,54,2,0.5435644431995964,[5],['A'],B,True,None,0,54,"(((A)#R0,((B,(#H0)#R1),#H1)))"
55,55,2,0.5435644431995964,[5],['B'],A,False,None,0,55,"(((#H1)#R0,((B)#R1,(A,#H0))))"
56,56,2,0.9544340029249649,[5],['A'],B,False,None,1,56,"((((B,#H1))#R0,((A)#R1,#H0)))"
57,57,2,0.8112781244591328,[5],['B'],A,False,B,0,57,"(((#H0,#H1),(((B)#R1)#R0,A)))"
58,58,2,0.8112781244591328,[5],['A'],None,False,A,0,58,"(((B,(((A)#R1)#R0,#H1)),#H0))"
59,59,2,0.9544340029249649,[5],['B'],A,False,None,1,59,"((((A,(B)#R0))#R1,(#H0,#H1)))"
60,60,2,0.5435644431995964,[5],['B'],A,False,None,1,60,"(((((B)#R0)#R1,(A,#H0)),#H1))"
61,61,2,1.0,[4],['A'],None,False,A,0,61,"((((((A)#R0)#R1,#H0),#H1),B))"
62,62,2,0.5435644431995964,[5],['A'],B,False,None,0,62,"((((B,((A)#R1)#R0),#H1),#H0))"
63,63,2,1.0,[4],[],None,False,None,0,63,"(((#H1)#R0,(((B,A))#R1,#H0)))"
64,64,2,0.8112781244591328,[5],['A'],B,False,A,0,64,"(((((A)#R0)#R1,B),(#H0,#H1)))"
65,65,2,0.8112781244591328,[5],['B'],None,False,B,0,65,"(((A,(((B)#R1)#R0,#H1)),#H0))"
66,66,2,0.8112781244591328,[5],['B'],None,False,B,0,66,"((((B)#R0)#R1,((#H0,#H1),A)))"
67,67,2,0.8112781244591328,[5],['B'],None,False,B,0,67,"(((((B)#R0,#H1),A),(#H0)#R1))"
68,68,2,0.9544340029249649,[5],['A'],B,False,None,1,68,"((((B,#H1))#R0,((A)#R1,#H0)))"
69,69,2,0.5435644431995964,[5],['B'],A,True,None,0,69,"(((((#H1)#R0,A),#H0),(B)#R1))"
70,70,2,0.5435644431995964,[5],['B'],A,False,None,1,70,"((((A,(B)#R1),#H0),(#H1)#R0))"
71,71,2,0.9544340029249649,[5],['B'],A,False,None,1,71,"((((((B)#R0,A))#R1,#H0),#H1))"
72,72,2,0.9544340029249649,[5],"['A', 'B']",None,False,A,0,72,"(((B)#R1,(((A)#R0,#H1),#H0)))"
73,73,2,0.5435644431995964,[5],['B'],A,False,None,1,73,"((((#H0)#R1,(A,(B)#R0)),#H1))"
74,74,2,0.9544340029249649,[5],"['A', 'B']",None,False,A,0,74,"(((B)#R0,(((A)#R1,#H0),#H1)))"
75,75,2,0.5435644431995964,[5],['A'],B,True,None,0,75,"(((((A)#R0)#R1,(B,#H1)),#H0))"
76,76,2,0.5435644431995964,[5],['A'],B,True,None,0,76,"(((((A)#R0)#R1,(B,#H1)),#H0))"
77,77,2,0.8112781244591328,[5],['A'],None,False,A,0,77,"(((B,(((A)#R1)#R0,#H1)),#H0))"
78,78,2,0.8112781244591328,[5],['A'],None,False,A,0,78,"(((B,(((A)#R0)#R1,#H0)),#H1))"
79,79,2,0.8112781244591328,[5],['A'],None,False,A,0,79,"(((B,(((A)#R1)#R0,#H1)),#H0))"
80,80,2,0.5435644431995964,[5],['A'],B,True,None,0,80,"((((B,((A)#R1)#R0),#H0),#H1))"
81,81,2,0.8112781244591328,[5],['A'],None,False,A,0,81,"(((B,(#H0,#H1)),((A)#R1)#R0))"
82,82,2,0.8112781244591328,[5],['B'],None,False,B,0,82,"((((B)#R0)#R1,(A,(#H0,#H1))))"
83,83,2,0.5435644431995964,[5],['B'],A,True,None,0,83,"(((((B)#R1)#R0,(A,#H0)),#H1))"
84,84,2,1.0,[5],"['A', 'B']",None,False,None,0,84,"((((B)#R0,(A)#R1),(#H0,#H1)))"
85,85,2,0.9544340029249649,[5],"['A', 'B']",None,False,B,0,85,"(((((B)#R1,(A)#R0),#H1),#H0))"
86,86,2,0.5435644431995964,[5],['B'],A,True,None,0,86,"((((A,((B)#R0)#R1),#H1),#H0))"
87,87,2,0.9544340029249649,[5],"['A', 'B']",None,False,B,0,87,"(((A)#R0,((B)#R1,(#H0,#H1))))"
88,88,2,1.0,[4],['B'],None,False,B,0,88,"((A,(((B)#R1)#R0,(#H0,#H1))))"
89,89,2,0.5435644431995964,[5],['A'],B,True,None,0,89,"((((B,((A)#R0)#R1),#H1),#H0))"
90,90,2,0.8112781244591328,[5],['B'],None,False,B,0,90,"((((B)#R0)#R1,(A,(#H0,#H1))))"
91,91,2,0.8112781244591328,[5],['B'],None,False,B,0,91,"((((((B)#R0)#R1,#H0),A),#H1))"
92,92,2,0.5435644431995964,[5],['B'],A,False,None,1,92,"(((((B)#R1)#R0,(A,#H1)),#H0))"
93,93,2,0.8112781244591328,[5],['A'],None,False,A,0,93,"(((B,(((A)#R1)#R0,#H1)),#H0))"
94,94,2,0.9544340029249649,[5],['B'],A,False,None,1,94,"((((B)#R0,((A,#H0))#R1),#H1))"
95,95,2,0.8112781244591328,[5],['B'],None,False,B,0,95,"(((A,((B)#R1,(#H1)#R0)),#H0))"
96,96,2,0.5435644431995964,[5],['B'],A,False,None,1,96,"(((((B)#R1)#R0,(A,#H1)),#H0))"
97,97,2,0.5435644431995964,[5],['A'],B,True,None,0,97,"((((B,((A)#R0)#R1),#H1),#H0))"
98,98,2,0.9544340029249649,[5],"['A', 'B']",None,False,B,0,98,"(((((B)#R1,(A)#R0),#H1),#H0))"
99,99,2,0.5435644431995964,[5],['A'],B,True,None,0,99,"(((A)#R1,((B,(#H1)#R0),#H0)))"
100,100,2,0.9544340029249649,[5],['B'],A,False,None,1,100,"((((B)#R0,((A,#H0))#R1),#H1))"
101,101,2,0.8112781244591328,[5],['B'],A,False,B,0,101,"(((A,#H0),(((B)#R1)#R0,#H1)))"
102,102,2,0.9544340029249649,[5],"['A', 'B']",None,False,B,0,102,"((((B)#R0,((A)#R1,#H0)),#H1))"
103,103,2,0.8112781244591328,[5],['A'],B,False,A,0,103,"((((A)#R1,(#H1)#R0),(B,#H0)))"
104,104,2,0.8112781244591328,[5],['A'],None,False,A,0,104,"(((B,((A)#R0,(#H0)#R1)),#H1))"
105,105,2,0.5435644431995964,[5],['B'],A,False,None,0,105,"(((#H1)#R0,((B)#R1,(A,#H0))))"
106,106,2,1.0,[4],['B'],None,False,B,0,106,"((A,((#H0)#R1,((B)#R0,#H1))))"
107,107,2,1.0,[4],[],None,False,None,0,107,"(((((A,B))#R1)#R0,(#H0,#H1)))"
108,108,2,0.8112781244591328,[5],['B'],A,False,B,0,108,"(((#H0,#H1),(((B)#R1)#R0,A)))"
109,109,2,0.9544340029249649,[5],"['A', 'B']",None,False,A,0,109,"(((B)#R0,((A)#R1,(#H0,#H1))))"
110,110,2,0.5435644431995964,[5],['B'],A,True,None,0,110,"(((B)#R0,((#H0)#R1,(A,#H1))))"
111,111,2,0.8112781244591328,[5],['A'],B,False,A,0,111,"(((#H0,#H1),(((A)#R1)#R0,B)))"
112,112,2,1.0,[4],[],None,False,None,0,112,"(((#H0)#R1,(((A,B))#R0,#H1)))"
113,113,2,0.9544340029249649,[5],"['A', 'B']",None,False,B,0,113,"((((B)#R1,((A)#R0,#H1)),#H0))"
114,114,2,0.9544340029249649,[5],['B'],A,False,None,1,114,"(((((A,#H0))#R1,(B)#R0),#H1))"
115,115,2,0.8112781244591328,[5],['B'],None,False,B,0,115,"((((B)#R0)#R1,(A,(#H0,#H1))))"
116,116,2,1.0,[4],['B'],None,False,B,0,116,"((A,((#H0)#R1,((B)#R0,#H1))))"
117,117,2,0.5435644431995964,[5],['A'],B,False,None,1,117,"((((A)#R1)#R0,((B,#H1),#H0)))"
118,118,2,0.9544340029249649,[5],"['A', 'B']",None,False,A,0,118,"(((B)#R1,((A)#R0,(#H0,#H1))))"
119,119,2,0.8112781244591328,[5],['B'],None,False,B,0,119,"((((B)#R0)#R1,(A,(#H0,#H1))))"
120,120,2,1.0,[5],"['A', 'B']",None,False,None,0,120,"(((#H0,#H1),((B)#R0,(A)#R1)))"
121,121,2,0.8112781244591328,[5],['A'],B,False,A,0,121,"(((((A)#R0)#R1,#H0),(B,#H1)))"
122,122,2,0.5435644431995964,[5],['A'],B,True,None,0,122,"(((A)#R1,(((#H1)#R0,B),#H0)))"
123,123,2,0.5435644431995964,[5],['B'],A,False,None,0,123,"((((A,#H0),#H1),((B)#R1)#R0))"
124,124,2,0.5435644431995964,[5],['A'],B,False,None,1,124,"((((B,#H1),#H0),((A)#R1)#R0))"
125,125,2,0.8112781244591328,[5],['B'],A,False,B,0,125,"(((#H0,#H1),(((B)#R1)#R0,A)))"
126,126,2,0.5435644431995964,[5],['A'],B,False,None,1,126,"((((A)#R1)#R0,((B,#H1),#H0)))"
127,127,2,0.8112781244591328,[5],['B'],A,False,B,0,127,"((((B)#R0,(#H0)#R1),(A,#H1)))"
128,128,2,0.8112781244591328,[5],['A'],B,False,A,0,128,"(((#H0,#H1),(((A)#R0)#R1,B)))"
129,129,2,0.8112781244591328,[5],['B'],None,False,B,0,129,"(((#H1)#R0,(A,((B)#R1,#H0))))"
130,130,2,0.5435644431995964,[5],['A'],B,False,None,1,130,"(((((A)#R1)#R0,(B,#H1)),#H0))"
131,131,2,0.5435644431995964,[5],['A'],B,False,None,1,131,"(((((A)#R0)#R1,(B,#H0)),#H1))"
132,132,2,0.8112781244591328,[5],['A'],None,False,A,0,132,"(((B,(((A)#R0)#R1,#H0)),#H1))"
133,133,2,0.9544340029249649,[5],['A'],B,False,None,1,133,"((((((A)#R1,B))#R0,#H1),#H0))"
134,134,2,0.8112781244591328,[5],['A'],B,False,A,0,134,"(((((A)#R0)#R1,#H0),(B,#H1)))"
135,135,2,1.0,[5],"['A', 'B']",None,False,None,0,135,"((((A)#R0,(B)#R1),(#H0,#H1)))"
136,136,2,1.0,[4],['A'],None,False,A,0,136,"((B,(((A)#R0)#R1,(#H0,#H1))))"
137,137,2,1.0,[4],['B'],None,False,B,0,137,"((A,(((#H0)#R1,(B)#R0),#H1)))"
138,138,2,0.8112781244591328,[5],['A'],B,False,A,0,138,"(((B,#H0),((A)#R1,(#H1)#R0)))"
139,139,2,0.9544340029249649,[5],"['A', 'B']",None,False,A,0,139,"((((A)#R1,(#H0,#H1)),(B)#R0))"
140,140,2,0.5435644431995964,[5],['B'],A,False,None,1,140,"(((((B)#R1)#R0,(A,#H1)),#H0))"
141,141,2,0.5435644431995964,[5],['B'],A,False,None,1,141,"(((#H0)#R1,(((B)#R0,A),#H1)))"
142,142,2,1.0,[4],['B'],None,False,B,0,142,"((A,(((B)#R1)#R0,(#H0,#H1))))"
143,143,2,0.9544340029249649,[5],['B'],A,False,None,1,143,"(((((B)#R1,A))#R0,(#H0,#H1)))"
144,144,2,0.5435644431995964,[5],['A'],B,True,None,0,144,"(((A)#R1,((B,(#H1)#R0),#H0)))"
145,145,2,0.5435644431995964,[5],['B'],A,True,None,0,145,"(((B)#R1,(((#H1)#R0,A),#H0)))"
146,146,2,1.0,[4],[],None,False,None,0,146,"((((((A,B))#R1)#R0,#H1),#H0))"
147,147,2,0.9544340029249649,[5],['A'],B,False,None,1,147,"(((((B,#H1))#R0,(A)#R1),#H0))"
148,148,2,0.9544340029249649,[5],['B'],A,False,None,1,148,"((((A,#H1))#R0,((B)#R1,#H0)))"
149,149,2,0.5435644431995964,[5],['B'],A,False,None,1,149,"((((A,#H1),#H0),((B)#R1)#R0))"
150,150,2,0.8112781244591328,[5],['A'],B,False,A,0,150,"(((((A)#R0)#R1,#H0),(B,#H1)))"
151,151,2,1.0,[4],['B'],None,False,B,0,151,"(((((B)#R0)#R1,(#H0,#H1)),A))"
152,152,2,0.5435644431995964,[5],['A'],B,False,None,1,152,"((((#H0)#R1,((A)#R0,B)),#H1))"
153,153,2,0.5435644431995964,[5],['A'],B,False,None,1,153,"((((#H0)#R1,(B,(A)#R0)),#H1))"
154,154,2,0.5435644431995964,[5],['A'],B,False,None,0,154,"((((A)#R1)#R0,((B,#H0),#H1)))"
155,155,2,1.0,[4],['B'],None,False,B,0,155,"((((((B)#R0)#R1,#H0),#H1),A))"
156,156,2,0.8112781244591328,[5],['B'],None,False,B,0,156,"((((B)#R1)#R0,(A,(#H0,#H1))))"
157,157,2,0.9544340029249649,[5],['A'],B,False,None,1,157,"((((((A)#R1,B))#R0,#H1),#H0))"
158,158,2,1.0,[4],['A'],None,False,A,0,158,"((B,((((A)#R1)#R0,#H1),#H0)))"
159,159,2,0.5435644431995964,[5],['A'],B,False,None,0,159,"(((#H0)#R1,((A)#R0,(B,#H1))))"
160,160,2,1.0,[4],['B'],None,False,B,0,160,"((A,(((#H1)#R0,(B)#R1),#H0)))"
161,161,2,0.5435644431995964,[5],['B'],A,True,None,0,161,"(((((B)#R1)#R0,(A,#H0)),#H1))"
162,162,2,1.0,[5],"['A', 'B']",None,False,None,0,162,"((((B)#R1,(A)#R0),(#H0,#H1)))"
163,163,2,0.9544340029249649,[5],"['A', 'B']",None,False,B,0,163,"(((((A)#R0,(B)#R1),#H1),#H0))"
164,164,2,0.5435644431995964,[5],['B'],A,True,None,0,164,"((((((B)#R1)#R0,A),#H0),#H1))"
165,165,2,1.0,[4],['B'],None,False,B,0,165,"((A,((((B)#R1)#R0,#H1),#H0)))"
166,166,2,0.9544340029249649,[5],['A'],B,False,None,1,166,"((((B,#H1))#R0,((A)#R1,#H0)))"
167,167,2,1.0,[4],[],None,False,None,0,167,"((((((B,A))#R1)#R0,#H1),#H0))"
168,168,2,0.5435644431995964,[5],['A'],B,False,None,1,168,"((((B,#H1),((A)#R1)#R0),#H0))"
169,169,2,0.8112781244591328,[5],['B'],None,False,B,0,169,"(((A,(((B)#R1)#R0,#H1)),#H0))"
170,170,2,0.8112781244591328,[5],['A'],None,False,A,0,170,"(((B,((#H0)#R1,(A)#R0)),#H1))"
171,171,2,0.8112781244591328,[5],['B'],A,False,B,0,171,"((((#H0)#R1,A),((B)#R0,#H1)))"
172,172,2,1.0,[4],['A'],None,False,A,0,172,"((B,((((A)#R0)#R1,#H0),#H1)))"
173,173,2,0.8112781244591328,[5],['B'],A,False,B,0,173,"(((((B)#R0)#R1,A),(#H0,#H1)))"
174,174,2,0.5435644431995964,[5],['A'],B,True,None,0,174,"((((((A)#R1)#R0,B),#H0),#H1))"
175,175,2,0.8112781244591328,[5],['B'],A,False,B,0,175,"((((B)#R1,#H0),((#H1)#R0,A)))"
176,176,2,1.0,[4],['A'],None,False,A,0,176,"(((((A)#R1,(#H1)#R0),#H0),B))"
177,177,2,1.0,[5],"['A', 'B']",None,False,None,0,177,"((((A)#R0,(B)#R1),(#H0,#H1)))"
178,178,2,0.8112781244591328,[5],['B'],A,False,B,0,178,"(((A,#H1),(((B)#R0)#R1,#H0)))"
179,179,2,0.5435644431995964,[5],['A'],B,False,None,0,179,"((((((A)#R0)#R1,B),#H0),#H1))"
180,180,2,0.5435644431995964,[5],['A'],B,True,None,0,180,"((((((A)#R0)#R1,B),#H1),#H0))"
181,181,2,1.0,[5],"['A', 'B']",None,False,None,0,181,"((((A)#R1,#H0),((B)#R0,#H1)))"
182,182,2,0.5435644431995964,[5],['A'],B,True,None,0,182,"(((((A)#R1)#R0,(B,#H0)),#H1))"
183,183,2,0.9544340029249649,[5],"['A', 'B']",None,False,A,0,183,"(((((B)#R0,(A)#R1),#H1),#H0))"
184,184,2,0.9544340029249649,[5],"['A', 'B']",None,False,B,0,184,"(((A)#R1,((B)#R0,(#H0,#H1))))"
185,185,2,0.5435644431995964,[5],['B'],A,False,None,1,185,"(((((B)#R1)#R0,(A,#H1)),#H0))"
186,186,2,0.5435644431995964,[5],['B'],A,True,None,0,186,"(((((B)#R0)#R1,(A,#H1)),#H0))"
187,187,2,0.5435644431995964,[5],['A'],B,False,None,1,187,"(((#H0)#R1,(((A)#R0,B),#H1)))"
188,188,2,1.0,[4],['B'],None,False,B,0,188,"(((((B)#R0)#R1,(#H0,#H1)),A))"
189,189,2,0.5435644431995964,[5],['A'],B,False,None,0,189,"(((#H0)#R1,((A)#R0,(B,#H1))))"
190,190,2,0.5435644431995964,[5],['B'],A,False,None,1,190,"((((A,#H0),((B)#R0)#R1),#H1))"
191,191,2,0.5435644431995964,[5],['B'],A,False,None,0,191,"((((A,((B)#R1)#R0),#H1),#H0))"
192,192,2,0.5435644431995964,[5],['B'],A,False,None,1,192,"(((((B)#R0)#R1,(A,#H0)),#H1))"
193,193,2,0.9544340029249649,[5],['A'],B,False,None,1,193,"((((B,#H1))#R0,((A)#R1,#H0)))"
194,194,2,0.9544340029249649,[5],"['A', 'B']",None,False,B,0,194,"(((A)#R0,((B)#R1,(#H0,#H1))))"
195,195,2,0.8112781244591328,[5],['A'],B,False,A,0,195,"(((((A)#R0)#R1,#H0),(B,#H1)))"
196,196,2,0.5435644431995964,[5],['A'],B,False,None,0,196,"(((#H0)#R1,((A)#R0,(B,#H1))))"
197,197,2,0.9544340029249649,[5],"['A', 'B']",None,False,A,0,197,"(((B)#R0,(((A)#R1,#H0),#H1)))"
198,198,2,0.5435644431995964,[5],['B'],A,False,None,1,198,"((((B)#R1)#R0,((A,#H1),#H0)))"
199,199,2,0.9544340029249649,[5],"['A', 'B']",None,False,B,0,199,"(((A)#R0,((B)#R1,(#H0,#H1))))"
200,200,2,0.5435644431995964,[5],['A'],B,False,None,1,200,"(((((A)#R1)#R0,(B,#H1)),#H0))"
201,201,2,0.5435644431995964,[5],['A'],B,True,None,0,201,"(((A)#R1,((#H1)#R0,(B,#H0))))"
202,202,2,0.8112781244591328,[5],['A'],None,False,A,0,202,"(((#H0)#R1,(((A)#R0,#H1),B)))"
203,203,2,0.5435644431995964,[5],['A'],B,True,None,0,203,"((((#H0)#R1,(B,#H1)),(A)#R0))"
204,204,2,1.0,[4],[],None,False,None,0,204,"((((#H0)#R1,((B,A))#R0),#H1))"
205,205,2,0.8112781244591328,[5],['B'],A,False,B,0,205,"(((((B)#R0)#R1,#H0),(A,#H1)))"
206,206,2,0.5435644431995964,[5],['B'],A,True,None,0,206,"((((((B)#R1)#R0,A),#H0),#H1))"
207,207,2,0.5435644431995964,[5],['A'],B,False,None,0,207,"((((A)#R1)#R0,((B,#H0),#H1)))"
208,208,2,0.8112781244591328,[5],['B'],None,False,B,0,208,"(((#H1)#R0,(A,((B)#R1,#H0))))"
209,209,2,0.8112781244591328,[5],['A'],None,False,A,0,209,"(((#H1)#R0,(B,((A)#R1,#H0))))"
210,210,2,1.0,[4],[],None,False,None,0,210,"((((#H0)#R1,((B,A))#R0),#H1))"
211,211,2,0.8112781244591328,[5],['A'],None,False,A,0,211,"(((B,(((A)#R0)#R1,#H0)),#H1))"
212,212,2,0.5435644431995964,[5],['A'],B,True,None,0,212,"((((((A)#R0)#R1,B),#H1),#H0))"
213,213,2,0.5435644431995964,[5],['B'],A,False,None,1,213,"((((B)#R1)#R0,((A,#H1),#H0)))"
214,214,2,0.5435644431995964,[5],['B'],A,False,None,0,214,"((((B)#R0)#R1,((A,#H1),#H0)))"
215,215,2,0.5435644431995964,[5],['B'],A,False,None,0,215,"((((A,((B)#R1)#R0),#H1),#H0))"
216,216,2,0.8112781244591328,[5],['B'],None,False,B,0,216,"((((#H0,#H1),A),((B)#R1)#R0))"
217,217,2,0.8112781244591328,[5],['A'],None,False,A,0,217,"(((#H0)#R1,(B,((A)#R0,#H1))))"
218,218,2,1.0,[4],[],None,False,None,0,218,"(((((B,A))#R0,#H1),(#H0)#R1))"
219,219,2,0.9544340029249649,[5],['B'],A,False,None,1,219,"((((A,#H1))#R0,((B)#R1,#H0)))"
220,220,2,0.8112781244591328,[5],['A'],B,False,A,0,220,"(((((A)#R1)#R0,#H1),(B,#H0)))"
221,221,2,0.9544340029249649,[5],"['A', 'B']",None,False,B,0,221,"(((A)#R1,((B)#R0,(#H0,#H1))))"
222,222,2,0.9544340029249649,[5],['A'],B,False,None,1,222,"((((B,#H1))#R0,((A)#R1,#H0)))"
223,223,2,0.8112781244591328,[5],['B'],A,False,B,0,223,"(((A,#H0),((B)#R1,(#H1)#R0)))"
224,224,2,0.8112781244591328,[5],['A'],None,False,A,0,224,"((((A)#R1)#R0,((#H0,#H1),B)))"
225,225,2,0.5435644431995964,[5],['B'],A,False,None,0,225,"((((B)#R0,(A,(#H0)#R1)),#H1))"
226,226,2,0.8112781244591328,[5],['A'],None,False,A,0,226,"(((((#H1)#R0,(A)#R1),B),#H0))"
227,227,2,0.9544340029249649,[5],['A'],B,False,None,1,227,"((((A)#R1,((B,#H1))#R0),#H0))"
228,228,2,1.0,[5],"['A', 'B']",None,False,None,0,228,"((((B)#R0,(A)#R1),(#H0,#H1)))"
229,229,2,0.8112781244591328,[5],['A'],B,False,A,0,229,"(((((A)#R1)#R0,B),(#H0,#H1)))"
230,230,2,1.0,[4],[],None,False,None,0,230,"((((((B,A))#R0)#R1,#H0),#H1))"
231,231,2,0.8112781244591328,[5],['B'],A,False,B,0,231,"(((((B)#R1)#R0,#H1),(A,#H0)))"
232,232,2,1.0,[5],"['A', 'B']",None,False,None,0,232,"((((A)#R1,#H0),((B)#R0,#H1)))"
233,233,2,1.0,[4],['B'],None,False,B,0,233,"((A,(((B)#R1)#R0,(#H0,#H1))))"
