Iteration;Newick
5822;(((A)#R1,((B)#R0,(#H0,#H1))));
5823;(((A,#H0),(((B)#R1)#R0,#H1)));
5824;(((((A)#R1,(B)#R0),#H0),#H1));
5825;((((B)#R1,((#H1)#R0,A)),#H0));
5826;((((B)#R1)#R0,((A,#H1),#H0)));
5827;(((((B)#R0)#R1,(A,#H1)),#H0));
5828;((((B)#R0,((A,#H0))#R1),#H1));
5829;(((B,#H0),((A)#R1,(#H1)#R0)));
5830;(((B,#H0),(((A)#R1)#R0,#H1)));
5831;(((((B)#R0)#R1,(A,#H1)),#H0));
5832;(((B)#R1,(((#H1)#R0,A),#H0)));
5833;((((A)#R1,#H0),((B,#H1))#R0));
5834;(((((A,B))#R0,(#H0)#R1),#H1));
5835;((((((A)#R0,B))#R1,#H0),#H1));
5836;((((A)#R0)#R1,((B,#H1),#H0)));
5837;(((((A,B))#R0)#R1,(#H0,#H1)));
5838;(((((A)#R0)#R1,(B,#H0)),#H1));
5839;((((A)#R0,((B)#R1,#H0)),#H1));
5840;((((B)#R0)#R1,(A,(#H0,#H1))));
5841;((((A)#R1,#H0),((B)#R0,#H1)));
5842;(((B)#R1,((A,#H0),(#H1)#R0)));
5843;(((((B)#R1)#R0,A),(#H0,#H1)));
5844;(((#H0,#H1),(A,((B)#R1)#R0)));
5845;((((B,#H1))#R0,((A)#R1,#H0)));
5846;((((A,#H0),#H1),((B)#R0)#R1));
5847;((((B)#R0,((A)#R1,#H0)),#H1));
5848;(((A)#R1,((B)#R0,(#H0,#H1))));
5849;((((A)#R1,((B)#R0,#H1)),#H0));
5850;((A,(((B)#R0)#R1,(#H0,#H1))));
5851;(((((B)#R0)#R1,(A,#H0)),#H1));
5852;((((B,#H0))#R1,((A)#R0,#H1)));
5853;(((((B,A))#R0,(#H0)#R1),#H1));
5854;(((A,#H1),(((B)#R0)#R1,#H0)));
5855;((((B)#R0,#H1),((A)#R1,#H0)));
5856;(((B)#R1,(((A)#R0,#H1),#H0)));
5857;(((#H0)#R1,(((B,A))#R0,#H1)));
5858;(((((A,(B)#R0))#R1,#H0),#H1));
5859;((((B,#H0))#R1,((A)#R0,#H1)));
5860;(((#H1)#R0,((B,#H0),(A)#R1)));
5861;((A,((((B)#R1)#R0,#H1),#H0)));
5862;((((B)#R1,(A,#H0)),(#H1)#R0));
5863;((B,((((A)#R1)#R0,#H1),#H0)));
5864;(((((#H0)#R1,(A)#R0),#H1),B));
5865;((((((A)#R1,B))#R0,#H1),#H0));
5866;((((B)#R1)#R0,(A,(#H0,#H1))));
5867;((((((A)#R1)#R0,B),#H0),#H1));
5868;(((((A)#R1)#R0,(B,#H0)),#H1));
5869;((A,((((B)#R1)#R0,#H1),#H0)));
5870;(((A)#R1,(((B)#R0,#H1),#H0)));
5871;(((((B)#R1)#R0,(A,#H1)),#H0));
5872;(((((A)#R0)#R1,(B,#H0)),#H1));
5873;((((B)#R1,(#H1)#R0),(A,#H0)));
5874;(((A,(((B)#R0)#R1,#H0)),#H1));
5875;(((A)#R1,(((B)#R0,#H1),#H0)));
5876;(((((A,B))#R0)#R1,(#H0,#H1)));
5877;(((((B)#R1,(A)#R0),#H0),#H1));
5878;(((((B)#R1)#R0,A),(#H0,#H1)));
5879;((((B)#R0)#R1,((A,#H0),#H1)));
5880;(((A)#R0,((B,#H1),(#H0)#R1)));
5881;((((B)#R0)#R1,((A,#H0),#H1)));
5882;(((((B)#R1)#R0,(#H0,#H1)),A));
5883;(((#H0)#R1,((A,(B)#R0),#H1)));
5884;((((A,((B)#R0)#R1),#H0),#H1));
5885;((((B)#R0)#R1,((A,#H1),#H0)));
5886;((((B)#R1)#R0,((A,#H0),#H1)));
5887;(((((B)#R0,(A)#R1),#H0),#H1));
5888;((((A)#R1)#R0,((B,#H1),#H0)));
5889;((A,(((B)#R0,(#H0)#R1),#H1)));
5890;((B,((#H1)#R0,((A)#R1,#H0))));
5891;(((B,(((A)#R0)#R1,#H0)),#H1));
5892;((((B,((A)#R0)#R1),#H0),#H1));
5893;(((((A)#R0,(B)#R1),#H1),#H0));
5894;(((((A,B))#R0)#R1,(#H0,#H1)));
5895;(((B)#R1,(((A)#R0,#H1),#H0)));
5896;((((A,#H1),#H0),((B)#R1)#R0));
5897;(((A)#R1,(((B)#R0,#H1),#H0)));
5898;(((((B,#H1))#R0,(A)#R1),#H0));
5899;(((A,#H0),(((B)#R1)#R0,#H1)));
5900;(((#H0,#H1),((B)#R0,(A)#R1)));
5901;(((((A)#R1)#R0,#H1),(B,#H0)));
5902;((((((B)#R1)#R0,A),#H0),#H1));
5903;(((#H0,#H1),(((B)#R1)#R0,A)));
5904;((((B)#R0)#R1,(A,(#H0,#H1))));
5905;((((((B)#R1)#R0,A),#H1),#H0));
5906;((((A,#H0))#R1,((B)#R0,#H1)));
5907;((((A)#R0,((B)#R1,#H0)),#H1));
5908;((B,((((A)#R0)#R1,#H0),#H1)));
5909;((((((B)#R0)#R1,A),#H0),#H1));
5910;(((((A)#R1,(#H1)#R0),#H0),B));
5911;(((((#H1)#R0,(A)#R1),#H0),B));
5912;(((((A)#R1)#R0,(B,#H1)),#H0));
5913;(((B,((A)#R0,(#H0)#R1)),#H1));
5914;(((#H1)#R0,((A)#R1,(B,#H0))));
5915;(((((B,(A)#R0))#R1,#H0),#H1));
5916;(((((A)#R1,(B)#R0),#H0),#H1));
5917;((((#H0)#R1,((A)#R0,B)),#H1));
5918;((((A)#R1)#R0,((B,#H1),#H0)));
5919;(((A,((B)#R1,(#H1)#R0)),#H0));
5920;(((((A)#R1)#R0,(B,#H1)),#H0));
5921;((((#H1)#R0,B),((A)#R1,#H0)));
5922;((((((A)#R1)#R0,#H1),#H0),B));
5923;((((A,#H0),#H1),((B)#R1)#R0));
5924;((((B)#R0,((A)#R1,#H0)),#H1));
5925;((((A,((B)#R1)#R0),#H0),#H1));
5926;((((((B)#R1,A))#R0,#H1),#H0));
5927;(((A)#R1,((B,(#H1)#R0),#H0)));
5928;((((B)#R0,((#H0)#R1,A)),#H1));
5929;((((#H0)#R1,(B)#R0),(A,#H1)));
5930;(((A)#R0,((#H0)#R1,(B,#H1))));
5931;(((((B,#H0))#R1,(A)#R0),#H1));
5932;(((((B)#R0)#R1,#H0),(A,#H1)));
5933;((((((B)#R0)#R1,A),#H0),#H1));
5934;(((((A,(B)#R0))#R1,#H0),#H1));
5935;((((B,#H1),#H0),((A)#R1)#R0));
5936;(((((B)#R0)#R1,(A,#H1)),#H0));
5937;((((A,((B)#R1)#R0),#H0),#H1));
5938;((((((A)#R0,B))#R1,#H0),#H1));
5939;(((#H0,#H1),(((B)#R0)#R1,A)));
5940;((((A)#R1)#R0,(B,(#H0,#H1))));
5941;((((#H0)#R1,(A,(B)#R0)),#H1));
5942;((((B,#H0))#R1,((A)#R0,#H1)));
5943;((((B)#R1)#R0,((A,#H0),#H1)));
5944;(((A)#R1,((B,(#H1)#R0),#H0)));
5945;((((B)#R1)#R0,((A,#H0),#H1)));
5946;((((A,#H0),#H1),((B)#R1)#R0));
5947;((((((A)#R1)#R0,B),#H1),#H0));
5948;(((((A)#R1)#R0,(B,#H0)),#H1));
5949;(((A,(((B)#R0)#R1,#H0)),#H1));
5950;((A,(((B)#R1)#R0,(#H0,#H1))));
5951;((((B,((A)#R1)#R0),#H0),#H1));
5952;((B,(((A)#R1,(#H1)#R0),#H0)));
5953;(((A,(((B)#R1)#R0,#H1)),#H0));
5954;((A,(((B)#R0,(#H0)#R1),#H1)));
5955;(((((A)#R1)#R0,(#H0,#H1)),B));
5956;(((#H0,#H1),(A,((B)#R0)#R1)));
5957;(((B,(((A)#R1)#R0,#H1)),#H0));
5958;((((A)#R0)#R1,((B,#H0),#H1)));
5959;((B,(((#H1)#R0,(A)#R1),#H0)));
5960;((((A)#R1,(B)#R0),(#H0,#H1)));
5961;((((A)#R1)#R0,((B,#H0),#H1)));
5962;((((((A)#R0)#R1,B),#H1),#H0));
5963;((((A)#R1)#R0,((B,#H0),#H1)));
5964;(((((A)#R1,(B)#R0),#H0),#H1));
5965;((((#H0)#R1,((A)#R0,B)),#H1));
5966;(((B,((A)#R0,(#H0)#R1)),#H1));
5967;((((A)#R0,#H1),((B)#R1,#H0)));
5968;((((B,((A)#R0)#R1),#H0),#H1));
5969;(((((A)#R0,B))#R1,(#H0,#H1)));
5970;((((((B)#R1)#R0,A),#H0),#H1));
5971;(((((B)#R1)#R0,A),(#H0,#H1)));
5972;((((((A)#R0)#R1,B),#H1),#H0));
5973;((((A)#R1)#R0,((B,#H1),#H0)));
5974;((B,((((A)#R0)#R1,#H0),#H1)));
5975;((((((A)#R0)#R1,B),#H1),#H0));
5976;((((((A)#R1,B))#R0,#H1),#H0));
5977;(((B)#R1,((#H1)#R0,(A,#H0))));
5978;((A,(((B)#R0,(#H0)#R1),#H1)));
5979;(((((A,(B)#R1))#R0,#H1),#H0));
5980;(((((B)#R1)#R0,(A,#H0)),#H1));
5981;(((#H0,#H1),((B)#R0,(A)#R1)));
5982;((B,(((A)#R1)#R0,(#H0,#H1))));
5983;((((((A)#R1)#R0,B),#H0),#H1));
5984;((((((B)#R1)#R0,A),#H0),#H1));
5985;(((((A)#R1)#R0,(#H0,#H1)),B));
5986;((((A)#R1)#R0,(B,(#H0,#H1))));
5987;((((B)#R1,((A)#R0,#H1)),#H0));
5988;((((((A)#R0,B))#R1,#H0),#H1));
5989;(((#H1)#R0,((A)#R1,(B,#H0))));
5990;(((B,#H0),(((A)#R1)#R0,#H1)));
5991;(((((A)#R1,#H0),#H1),(B)#R0));
5992;((((A)#R1)#R0,((B,#H0),#H1)));
5993;(((B)#R1,((A)#R0,(#H0,#H1))));
5994;(((((B)#R1)#R0,(A,#H1)),#H0));
5995;((((B)#R0)#R1,((A,#H1),#H0)));
5996;(((((B,(A)#R0))#R1,#H0),#H1));
5997;((((((B)#R1)#R0,A),#H1),#H0));
5998;((((B,(A)#R1))#R0,(#H0,#H1)));
5999;(((((A)#R0)#R1,#H0),(B,#H1)));
6000;(((((B)#R1)#R0,(#H0,#H1)),A));
6001;(((A,(((B)#R0)#R1,#H0)),#H1));
6002;((((((A)#R0)#R1,B),#H1),#H0));
6003;(((((A,B))#R1)#R0,(#H0,#H1)));
6004;((((A)#R0,(#H0,#H1)),(B)#R1));
6005;((((#H1)#R0,((B)#R1,A)),#H0));
6006;((((A,(B)#R1))#R0,(#H0,#H1)));
6007;(((((B)#R1)#R0,#H1),(A,#H0)));
6008;((((B)#R0)#R1,((A,#H0),#H1)));
6009;(((#H0,#H1),((B)#R0,(A)#R1)));
6010;((((B,#H0))#R1,((A)#R0,#H1)));
6011;((((A,#H1))#R0,((B)#R1,#H0)));
6012;((B,((((A)#R1)#R0,#H1),#H0)));
6013;((((B)#R1,(A,#H0)),(#H1)#R0));
6014;(((B)#R1,(((A)#R0,#H1),#H0)));
6015;((((A,#H1),((B)#R0)#R1),#H0));
6016;(((#H1)#R0,(B,((A)#R1,#H0))));
6017;((((((A)#R1)#R0,#H1),B),#H0));
6018;(((((B)#R1,A))#R0,(#H0,#H1)));
6019;(((((A)#R0)#R1,#H0),(B,#H1)));
6020;(((B)#R0,(((#H0)#R1,A),#H1)));
6021;((((B,#H1))#R0,((A)#R1,#H0)));
6022;(((#H1)#R0,(((B)#R1,A),#H0)));
6023;(((((A)#R1,B))#R0,(#H0,#H1)));
6024;((((((B,A))#R0)#R1,#H0),#H1));
6025;(((A)#R1,((B,(#H1)#R0),#H0)));
6026;(((((A)#R0)#R1,(B,#H1)),#H0));
6027;((((((A)#R0)#R1,B),#H0),#H1));
6028;((((((B)#R0)#R1,A),#H0),#H1));
6029;(((B)#R1,((A)#R0,(#H0,#H1))));
6030;((((A,(B)#R0),#H1),(#H0)#R1));
6031;((((A)#R1)#R0,(B,(#H0,#H1))));
6032;((((A)#R1,((B)#R0,#H1)),#H0));
6033;((A,(((#H0)#R1,(B)#R0),#H1)));
6034;(((((B)#R0,(#H0)#R1),#H1),A));
6035;(((((A)#R0)#R1,(B,#H0)),#H1));
6036;((((B)#R1,(A)#R0),(#H0,#H1)));
6037;((((A)#R1)#R0,((B,#H1),#H0)));
6038;(((((B)#R0)#R1,(A,#H1)),#H0));
6039;((((B,#H1),#H0),((A)#R0)#R1));
6040;(((((B)#R0)#R1,(A,#H0)),#H1));
6041;(((((B)#R0)#R1,(A,#H0)),#H1));
6042;(((((A)#R0)#R1,(B,#H1)),#H0));
6043;((((A,#H0),#H1),((B)#R0)#R1));
6044;((((A)#R1,((B,#H1))#R0),#H0));
6045;((((B)#R1,((#H1)#R0,A)),#H0));
6046;(((((B)#R0,(A)#R1),#H0),#H1));
6047;((((((A)#R1)#R0,B),#H0),#H1));
6048;(((B,((A)#R1)#R0),(#H0,#H1)));
6049;((((A)#R0)#R1,((B,#H1),#H0)));
6050;((((B)#R0)#R1,((A,#H1),#H0)));
6051;(((((B)#R1,(#H1)#R0),A),#H0));
6052;((((((A)#R0)#R1,B),#H0),#H1));
6053;((((((A)#R0)#R1,B),#H0),#H1));
6054;(((A)#R0,((B)#R1,(#H0,#H1))));
6055;((((((A)#R1)#R0,B),#H1),#H0));
6056;((((A)#R1,#H0),((B)#R0,#H1)));
6057;(((((A)#R1,B))#R0,(#H0,#H1)));
6058;(((((A)#R0)#R1,#H0),(B,#H1)));
6059;((((A)#R1)#R0,((B,#H0),#H1)));
6060;(((A)#R0,((B)#R1,(#H0,#H1))));
6061;((((A)#R0)#R1,((B,#H1),#H0)));
6062;(((((A)#R0,B))#R1,(#H0,#H1)));
6063;((((A)#R0)#R1,((B,#H1),#H0)));
6064;(((((A,B))#R1)#R0,(#H0,#H1)));
6065;((((#H1)#R0,(B,(A)#R1)),#H0));
6066;((((B)#R1)#R0,((A,#H1),#H0)));
6067;(((((B)#R1)#R0,(A,#H0)),#H1));
6068;(((((A)#R0,#H1),(B)#R1),#H0));
6069;((((A)#R1)#R0,((#H0,#H1),B)));
6070;((((B)#R0)#R1,((A,#H1),#H0)));
6071;((((A)#R1,#H0),((#H1)#R0,B)));
6072;(((((B)#R1)#R0,(A,#H0)),#H1));
6073;(((#H0)#R1,(((B)#R0,A),#H1)));
6074;(((((B)#R0)#R1,(#H0,#H1)),A));
6075;(((#H0,#H1),(A,((B)#R0)#R1)));
6076;(((#H1)#R0,((B)#R1,(A,#H0))));
6077;(((#H1)#R0,(((B)#R1,#H0),A)));
6078;((B,((#H0)#R1,((A)#R0,#H1))));
6079;((((A,#H0))#R1,((B)#R0,#H1)));
6080;((((#H1)#R0,B),((A)#R1,#H0)));
6081;(((#H0,#H1),(((B)#R1)#R0,A)));
6082;(((B)#R1,(((#H1)#R0,A),#H0)));
6083;((((A)#R1,((B,#H1))#R0),#H0));
6084;(((((B)#R1,(#H1)#R0),#H0),A));
6085;((((B)#R1)#R0,((A,#H0),#H1)));
6086;((((B)#R1)#R0,((A,#H1),#H0)));
6087;((((A,((B)#R1)#R0),#H0),#H1));
6088;((((A,#H1))#R0,((B)#R1,#H0)));
6089;((((#H1)#R0,(B)#R1),(A,#H0)));
6090;(((((#H1)#R0,(A)#R1),#H0),B));
6091;(((#H0,#H1),((B)#R1,(A)#R0)));
6092;(((((A)#R0)#R1,(#H0,#H1)),B));
6093;(((B)#R1,(((#H1)#R0,A),#H0)));
6094;(((((A)#R0,(B)#R1),#H1),#H0));
6095;(((((B)#R1)#R0,(A,#H0)),#H1));
6096;((((B)#R0,((A)#R1,#H0)),#H1));
6097;((((A)#R1)#R0,((#H0,#H1),B)));
6098;(((B,(((A)#R1)#R0,#H1)),#H0));
6099;((B,(((A)#R0,(#H0)#R1),#H1)));
6100;((((B)#R0)#R1,((#H0,#H1),A)));
6101;((A,(((B)#R1,(#H1)#R0),#H0)));
6102;(((#H0,#H1),(((A)#R1)#R0,B)));
6103;(((B,((#H1)#R0,(A)#R1)),#H0));
6104;(((B)#R1,((#H1)#R0,(A,#H0))));
6105;((((B)#R1)#R0,(A,(#H0,#H1))));
6106;((((B)#R1,#H0),((A)#R0,#H1)));
6107;(((A)#R1,((#H1)#R0,(B,#H0))));
6108;(((#H1)#R0,((B)#R1,(A,#H0))));
6109;(((((A)#R0,(B)#R1),#H0),#H1));
6110;(((((A,#H1))#R0,(B)#R1),#H0));
6111;(((A,((#H1)#R0,(B)#R1)),#H0));
6112;(((((A,B))#R0)#R1,(#H0,#H1)));
6113;((A,(((B)#R0)#R1,(#H0,#H1))));
6114;((((B)#R0)#R1,(A,(#H0,#H1))));
6115;((((A)#R1)#R0,((B,#H0),#H1)));
6116;(((A)#R0,(((B)#R1,#H0),#H1)));
6117;((((B)#R1)#R0,((#H0,#H1),A)));
6118;(((#H1)#R0,((A)#R1,(B,#H0))));
6119;((((A,#H0),((B)#R0)#R1),#H1));
6120;((((B)#R0)#R1,((A,#H0),#H1)));
6121;(((((B)#R1)#R0,(A,#H0)),#H1));
6122;((((A)#R1,#H0),((B)#R0,#H1)));
6123;((((#H0)#R1,((A)#R0,B)),#H1));
6124;(((((B)#R0,(A)#R1),#H0),#H1));
6125;((((B)#R0,((A)#R1,#H0)),#H1));
6126;((B,(((A)#R1)#R0,(#H0,#H1))));
6127;((((A)#R0)#R1,((B,#H0),#H1)));
6128;((((((A,B))#R1)#R0,#H1),#H0));
6129;(((#H1)#R0,((A)#R1,(B,#H0))));
6130;(((((B)#R1)#R0,(#H0,#H1)),A));
6131;(((((B)#R1)#R0,(A,#H0)),#H1));
6132;(((((A,B))#R0,(#H0)#R1),#H1));
6133;(((((B)#R1)#R0,(A,#H1)),#H0));
6134;((((A)#R1,#H0),((B)#R0,#H1)));
6135;(((A,#H0),(((B)#R1)#R0,#H1)));
6136;((((((B)#R1,A))#R0,#H1),#H0));
6137;((((A,(B)#R0))#R1,(#H0,#H1)));
6138;((((A)#R1,#H0),((B,#H1))#R0));
6139;((((A)#R0)#R1,((#H0,#H1),B)));
6140;((((A)#R0)#R1,((B,#H0),#H1)));
6141;(((#H1)#R0,(B,((A)#R1,#H0))));
6142;((((A)#R1)#R0,((#H0,#H1),B)));
6143;(((A,(((B)#R0)#R1,#H0)),#H1));
6144;(((#H0,#H1),(A,((B)#R0)#R1)));
6145;(((((B,A))#R0,(#H0)#R1),#H1));
6146;((((B)#R1)#R0,((A,#H0),#H1)));
6147;(((((A)#R1)#R0,(B,#H1)),#H0));
6148;((((A,#H1),#H0),((B)#R0)#R1));
6149;((((#H1)#R0,A),((B)#R1,#H0)));
6150;(((((B)#R1,A))#R0,(#H0,#H1)));
6151;((((A)#R1)#R0,((B,#H0),#H1)));
6152;((((B,((A)#R0)#R1),#H1),#H0));
6153;((((A)#R0,#H1),((B)#R1,#H0)));
6154;((B,(((A)#R1)#R0,(#H0,#H1))));
6155;((((((B)#R1)#R0,A),#H1),#H0));
6156;(((((B)#R0)#R1,(A,#H0)),#H1));
6157;((((A,(B)#R1))#R0,(#H0,#H1)));
6158;((((B)#R1,(A,(#H1)#R0)),#H0));
6159;(((((B)#R1)#R0,(A,#H1)),#H0));
6160;(((((A,B))#R1)#R0,(#H0,#H1)));
6161;(((((A)#R0)#R1,(#H0,#H1)),B));
6162;((((A)#R0)#R1,((B,#H1),#H0)));
6163;((((B)#R0)#R1,((A,#H1),#H0)));
6164;((B,(((A)#R0,(#H0)#R1),#H1)));
6165;(((((B)#R1)#R0,(A,#H1)),#H0));
6166;((((A)#R1,((B)#R0,#H1)),#H0));
6167;(((((B)#R1)#R0,(A,#H0)),#H1));
6168;(((((B)#R1)#R0,A),(#H0,#H1)));
6169;((((A)#R1)#R0,(B,(#H0,#H1))));
6170;((((A)#R1,(#H1)#R0),(B,#H0)));
6171;((((#H0)#R1,A),((B)#R0,#H1)));
6172;(((A)#R0,(((B)#R1,#H0),#H1)));
6173;(((((B)#R0,(#H0)#R1),A),#H1));
6174;(((#H0)#R1,((B,(A)#R0),#H1)));
6175;((((A)#R0)#R1,((B,#H0),#H1)));
6176;((((A)#R0,((B,#H0))#R1),#H1));
6177;(((B,(#H0,#H1)),((A)#R1)#R0));
6178;((((A,#H0))#R1,((B)#R0,#H1)));
6179;(((B)#R0,(((A)#R1,#H0),#H1)));
6180;(((B,#H1),(((A)#R0)#R1,#H0)));
6181;(((((A)#R0,(B)#R1),#H0),#H1));
6182;(((#H1)#R0,(((A)#R1,B),#H0)));
6183;(((B,#H1),((#H0)#R1,(A)#R0)));
6184;((((#H0)#R1,(B)#R0),(A,#H1)));
6185;((((B)#R1)#R0,((#H0,#H1),A)));
6186;(((#H0)#R1,(((A)#R0,#H1),B)));
6187;((B,((((A)#R1)#R0,#H1),#H0)));
6188;((((B,(A)#R0))#R1,(#H0,#H1)));
6189;((((B,((A)#R0)#R1),#H1),#H0));
6190;(((((A)#R0)#R1,#H0),(B,#H1)));
6191;((((((A)#R1)#R0,B),#H1),#H0));
6192;(((#H0)#R1,((A)#R0,(B,#H1))));
6193;((A,((#H1)#R0,((B)#R1,#H0))));
6194;((((A,#H1))#R0,((B)#R1,#H0)));
6195;((((A,#H0))#R1,((B)#R0,#H1)));
6196;(((B)#R1,((#H1)#R0,(A,#H0))));
6197;(((A,#H0),(((B)#R1)#R0,#H1)));
6198;((((B)#R1)#R0,((A,#H1),#H0)));
6199;((B,(((A)#R0,(#H0)#R1),#H1)));
6200;(((((B,(A)#R0))#R1,#H0),#H1));
6201;((((A)#R1)#R0,((B,#H0),#H1)));
6202;((((A)#R1,((#H1)#R0,B)),#H0));
6203;(((((B,(A)#R1))#R0,#H1),#H0));
6204;(((((A)#R0,(B)#R1),#H0),#H1));
6205;((((((A)#R0)#R1,B),#H1),#H0));
6206;(((A)#R1,((B)#R0,(#H0,#H1))));
6207;((((((A)#R1)#R0,#H1),#H0),B));
6208;((((A)#R0,#H1),((B)#R1,#H0)));
6209;((((A)#R1,(B)#R0),(#H0,#H1)));
6210;(((A)#R0,(((B)#R1,#H0),#H1)));
6211;(((#H0,#H1),((A)#R0,(B)#R1)));
6212;((((((B)#R1)#R0,A),#H0),#H1));
6213;((A,(((B)#R0)#R1,(#H0,#H1))));
6214;((((A)#R1)#R0,((B,#H1),#H0)));
6215;(((((B)#R1)#R0,(A,#H1)),#H0));
6216;(((((B)#R1,(A)#R0),#H0),#H1));
6217;((((B)#R1,(A)#R0),(#H0,#H1)));
6218;((((B)#R1,(#H1)#R0),(A,#H0)));
6219;((((((B)#R1)#R0,A),#H0),#H1));
6220;((B,(((A)#R1,(#H1)#R0),#H0)));
6221;(((A,((B)#R1,#H0)),(#H1)#R0));
6222;(((((B)#R1)#R0,(A,#H1)),#H0));
6223;(((((B,A))#R1,(#H1)#R0),#H0));
6224;(((B,#H1),(((A)#R0)#R1,#H0)));
6225;((((#H0)#R1,((A,B))#R0),#H1));
6226;(((A)#R1,((B)#R0,(#H0,#H1))));
6227;(((#H0)#R1,((B)#R0,(A,#H1))));
6228;((((A)#R1,(B)#R0),(#H0,#H1)));
6229;((B,((((A)#R1)#R0,#H1),#H0)));
6230;((((A,(B)#R0))#R1,(#H0,#H1)));
6231;((((B)#R0,(A)#R1),(#H0,#H1)));
6232;((((B)#R0,((A)#R1,#H0)),#H1));
6233;((((A,#H1),(B)#R0),(#H0)#R1));
6234;((((B,(A)#R1),#H0),(#H1)#R0));
6235;(((B,#H0),(((A)#R1)#R0,#H1)));
6236;(((#H0)#R1,(((A,B))#R0,#H1)));
6237;(((((A)#R1)#R0,(B,#H1)),#H0));
6238;(((A)#R1,(((B)#R0,#H1),#H0)));
6239;(((#H1)#R0,(((A,B))#R1,#H0)));
6240;(((((B)#R0)#R1,#H0),(A,#H1)));
6241;((((A)#R0,#H1),((#H0)#R1,B)));
6242;((((((A)#R1)#R0,B),#H0),#H1));
6243;((B,(((A)#R0)#R1,(#H0,#H1))));
6244;((((A)#R0)#R1,(B,(#H0,#H1))));
6245;((((B,(A)#R1))#R0,(#H0,#H1)));
6246;(((((B,A))#R1)#R0,(#H0,#H1)));
6247;(((((B)#R1)#R0,(A,#H0)),#H1));
6248;(((#H1)#R0,(((A)#R1,B),#H0)));
6249;(((A)#R0,(((B)#R1,#H0),#H1)));
6250;(((((A)#R0)#R1,#H0),(B,#H1)));
6251;(((B,#H1),(((A)#R0)#R1,#H0)));
6252;(((A)#R0,((#H0)#R1,(B,#H1))));
6253;(((((A)#R1)#R0,(B,#H1)),#H0));
6254;((B,(((A)#R0)#R1,(#H0,#H1))));
6255;(((((A)#R1)#R0,#H1),(B,#H0)));
6256;((((B)#R0)#R1,((A,#H0),#H1)));
6257;(((((B)#R1)#R0,(A,#H1)),#H0));
6258;((((#H0)#R1,((B,A))#R0),#H1));
6259;((((B,((A)#R0)#R1),#H0),#H1));
6260;((((A,(B)#R1))#R0,(#H0,#H1)));
6261;((((A,#H0))#R1,((B)#R0,#H1)));
6262;((B,((((A)#R1)#R0,#H1),#H0)));
6263;(((((B)#R1)#R0,(A,#H0)),#H1));
6264;(((((B)#R1)#R0,(A,#H0)),#H1));
6265;(((((B,A))#R1,(#H1)#R0),#H0));
6266;((B,((((A)#R1)#R0,#H1),#H0)));
6267;(((((A)#R0,(B)#R1),#H0),#H1));
6268;(((#H0,#H1),((B)#R1,(A)#R0)));
6269;(((A)#R0,((B)#R1,(#H0,#H1))));
6270;(((#H0,#H1),(((B)#R1)#R0,A)));
6271;((((B)#R1)#R0,(A,(#H0,#H1))));
6272;((((#H1)#R0,B),((A)#R1,#H0)));
6273;((B,((((A)#R0)#R1,#H0),#H1)));
6274;(((B)#R1,((A)#R0,(#H0,#H1))));
6275;(((A,(((B)#R1)#R0,#H1)),#H0));
6276;((((B,((A)#R1)#R0),#H0),#H1));
6277;((((B)#R0,(#H0,#H1)),(A)#R1));
6278;(((B,#H0),(((A)#R1)#R0,#H1)));
6279;(((#H0)#R1,((B)#R0,(A,#H1))));
6280;((((A)#R0,#H1),((B)#R1,#H0)));
6281;(((((B,#H0))#R1,(A)#R0),#H1));
6282;((A,(((B)#R0)#R1,(#H0,#H1))));
6283;((((((A)#R1,B))#R0,#H1),#H0));
6284;((((((A)#R0)#R1,#H0),B),#H1));
6285;(((#H1)#R0,(((A,B))#R1,#H0)));
6286;((((#H0)#R1,(A,(B)#R0)),#H1));
6287;(((((B)#R0)#R1,#H0),(A,#H1)));
6288;(((B)#R0,((A)#R1,(#H0,#H1))));
6289;((((B,((A)#R1)#R0),#H1),#H0));
6290;((((B,#H0),#H1),((A)#R0)#R1));
6291;((A,(((B)#R0)#R1,(#H0,#H1))));
6292;(((A,((#H0)#R1,(B)#R0)),#H1));
6293;(((((B)#R1)#R0,(A,#H0)),#H1));
6294;(((B,(((A)#R0)#R1,#H0)),#H1));
6295;(((A,((#H1)#R0,(B)#R1)),#H0));
6296;((((B)#R1,((A)#R0,#H1)),#H0));
6297;(((((B,(A)#R1))#R0,#H1),#H0));
6298;(((A)#R1,((B)#R0,(#H0,#H1))));
6299;(((B)#R0,(((#H0)#R1,A),#H1)));
6300;(((((B)#R1,(A)#R0),#H0),#H1));
6301;(((#H0,#H1),((A)#R1,(B)#R0)));
6302;(((B)#R1,((A)#R0,(#H0,#H1))));
6303;((((A,((B)#R0)#R1),#H1),#H0));
6304;((((A)#R1)#R0,((B,#H1),#H0)));
6305;(((((B)#R1)#R0,A),(#H0,#H1)));
6306;((((A)#R0,#H1),((B)#R1,#H0)));
6307;((((((A)#R1)#R0,B),#H0),#H1));
6308;(((#H0)#R1,(A,((B)#R0,#H1))));
6309;(((((A)#R0)#R1,(B,#H1)),#H0));
6310;((((#H0)#R1,(A)#R0),(B,#H1)));
6311;((((A)#R0,#H1),((B,#H0))#R1));
6312;(((((A)#R0)#R1,(B,#H1)),#H0));
6313;(((#H0)#R1,((A)#R0,(B,#H1))));
6314;((((B)#R1)#R0,((A,#H1),#H0)));
