Iteration;Newick
2882;(((#H0,#H1),(B,((A)#R0)#R1)));
2883;(((((B)#R1,(A)#R0),#H0),#H1));
2884;(((A)#R1,((#H1)#R0,(B,#H0))));
2885;(((B)#R1,((A)#R0,(#H0,#H1))));
2886;(((A,(((B)#R0)#R1,#H0)),#H1));
2887;(((((A,#H0))#R1,(B)#R0),#H1));
2888;((((A)#R0)#R1,((B,#H1),#H0)));
2889;(((A)#R1,((#H0,#H1),(B)#R0)));
2890;(((((A,B))#R1)#R0,(#H0,#H1)));
2891;(((((B)#R1)#R0,#H1),(A,#H0)));
2892;(((A,(((B)#R0)#R1,#H0)),#H1));
2893;((((B)#R1)#R0,((A,#H0),#H1)));
2894;((((((A)#R0)#R1,#H0),B),#H1));
2895;((((A)#R1,(B)#R0),(#H0,#H1)));
2896;((((B)#R1,(#H1)#R0),(A,#H0)));
2897;(((#H0)#R1,((B)#R0,(A,#H1))));
2898;((((A,((B)#R1)#R0),#H0),#H1));
2899;((((B)#R1,#H0),((A)#R0,#H1)));
2900;(((A)#R1,((B)#R0,(#H0,#H1))));
2901;(((((B)#R0)#R1,A),(#H0,#H1)));
2902;(((((A)#R1,(#H1)#R0),B),#H0));
2903;((B,((((A)#R0)#R1,#H0),#H1)));
2904;(((B,#H0),(((A)#R1)#R0,#H1)));
2905;((((#H1)#R0,(B)#R1),(A,#H0)));
2906;(((#H1)#R0,(((A,B))#R1,#H0)));
2907;((((((B)#R0)#R1,A),#H0),#H1));
2908;((((A)#R0)#R1,(B,(#H0,#H1))));
2909;(((((A,B))#R0,(#H0)#R1),#H1));
2910;((((B)#R0,(A)#R1),(#H0,#H1)));
2911;(((((A)#R1,(B)#R0),#H0),#H1));
2912;(((((A,(B)#R0))#R1,#H0),#H1));
2913;((((B)#R0,#H1),((A,#H0))#R1));
2914;(((B)#R0,(((#H0)#R1,A),#H1)));
2915;((((A)#R0,((B,#H0))#R1),#H1));
2916;(((#H0,#H1),(B,((A)#R1)#R0)));
2917;((((B,(A)#R0),(#H0)#R1),#H1));
2918;((((B,#H1),#H0),((A)#R1)#R0));
2919;((((A)#R0)#R1,((B,#H0),#H1)));
2920;(((((B)#R0)#R1,A),(#H0,#H1)));
2921;((((A)#R1)#R0,(B,(#H0,#H1))));
2922;((((A)#R0,#H1),(B,(#H0)#R1)));
2923;(((#H1)#R0,(((A)#R1,B),#H0)));
2924;((((B)#R1)#R0,((A,#H1),#H0)));
2925;((((A)#R0)#R1,(B,(#H0,#H1))));
2926;((((#H0)#R1,((B)#R0,A)),#H1));
2927;(((((A)#R0)#R1,(B,#H0)),#H1));
2928;((((#H1)#R0,((B)#R1,A)),#H0));
2929;((((((B)#R1)#R0,A),#H0),#H1));
2930;((((A)#R0)#R1,((B,#H0),#H1)));
2931;((((A)#R0)#R1,(B,(#H0,#H1))));
2932;((((A)#R0)#R1,((B,#H1),#H0)));
2933;((((B)#R0,#H1),((A)#R1,#H0)));
2934;((((A)#R0)#R1,((#H0,#H1),B)));
2935;((((((A)#R0)#R1,#H0),B),#H1));
2936;((((B,((A)#R1)#R0),#H0),#H1));
2937;(((((A,B))#R1,(#H1)#R0),#H0));
2938;(((A)#R0,((B)#R1,(#H0,#H1))));
2939;(((((B)#R0)#R1,#H0),(A,#H1)));
2940;(((((A)#R0)#R1,B),(#H0,#H1)));
2941;(((#H1)#R0,((A)#R1,(B,#H0))));
2942;(((A)#R1,((B)#R0,(#H0,#H1))));
2943;((((#H0)#R1,(A,(B)#R0)),#H1));
2944;((B,(((#H0)#R1,(A)#R0),#H1)));
2945;((((B)#R0,#H1),((A,#H0))#R1));
2946;((A,((#H0)#R1,((B)#R0,#H1))));
2947;(((B)#R1,((A)#R0,(#H0,#H1))));
2948;(((#H1)#R0,((B)#R1,(A,#H0))));
2949;((((A)#R0,#H1),((#H0)#R1,B)));
2950;(((B,(((A)#R0)#R1,#H0)),#H1));
2951;((((B)#R0,(A,#H1)),(#H0)#R1));
2952;((((B)#R1,(A,#H0)),(#H1)#R0));
2953;(((#H0)#R1,(((B)#R0,A),#H1)));
2954;((((A,#H1),#H0),((B)#R0)#R1));
2955;((((A)#R0,#H1),((B)#R1,#H0)));
2956;(((((A)#R0)#R1,#H0),(B,#H1)));
2957;(((((A)#R0)#R1,(#H0,#H1)),B));
2958;((B,((((A)#R0)#R1,#H0),#H1)));
2959;(((((A)#R0)#R1,(B,#H1)),#H0));
2960;(((((B)#R1)#R0,A),(#H0,#H1)));
2961;(((#H0,#H1),((A)#R0,(B)#R1)));
2962;((((A)#R1)#R0,((B,#H0),#H1)));
2963;((B,(((A)#R0,(#H0)#R1),#H1)));
2964;((((A)#R1)#R0,(B,(#H0,#H1))));
2965;((((B)#R1)#R0,((#H0,#H1),A)));
2966;(((#H0)#R1,(((B)#R0,A),#H1)));
2967;((((((A)#R0)#R1,B),#H0),#H1));
2968;(((((A)#R1,(B)#R0),#H0),#H1));
2969;((A,(((B)#R1)#R0,(#H0,#H1))));
2970;(((B)#R0,(((A)#R1,#H0),#H1)));
2971;(((#H0)#R1,((A,(B)#R0),#H1)));
2972;((((A)#R0,(#H0,#H1)),(B)#R1));
2973;(((((B)#R1,(A)#R0),#H1),#H0));
2974;(((((B)#R0)#R1,(A,#H0)),#H1));
2975;((((B)#R0,(A)#R1),(#H0,#H1)));
2976;((((B,#H1))#R0,((A)#R1,#H0)));
2977;(((#H1)#R0,((B)#R1,(A,#H0))));
2978;((((#H1)#R0,((A,B))#R1),#H0));
2979;(((((B)#R1)#R0,(A,#H1)),#H0));
2980;((A,((((B)#R0)#R1,#H0),#H1)));
2981;(((((A,B))#R1)#R0,(#H0,#H1)));
2982;((((B)#R1,(A)#R0),(#H0,#H1)));
2983;(((B)#R1,((A,#H0),(#H1)#R0)));
2984;(((A)#R0,(((B)#R1,#H0),#H1)));
2985;((((((B)#R1)#R0,A),#H1),#H0));
2986;((((A,#H0),((B)#R0)#R1),#H1));
2987;((((B)#R0)#R1,(A,(#H0,#H1))));
2988;(((B)#R1,((#H1)#R0,(A,#H0))));
2989;((((A)#R0,(B)#R1),(#H0,#H1)));
2990;((A,((#H1)#R0,((B)#R1,#H0))));
2991;((A,(((B)#R0)#R1,(#H0,#H1))));
2992;((((((A)#R1)#R0,B),#H1),#H0));
2993;((((B,((A)#R1)#R0),#H0),#H1));
2994;(((#H0,#H1),(B,((A)#R1)#R0)));
2995;(((((A)#R1)#R0,#H1),(B,#H0)));
2996;(((B,(((A)#R0)#R1,#H0)),#H1));
2997;(((B,#H1),(((A)#R0)#R1,#H0)));
2998;((((((B)#R0)#R1,A),#H1),#H0));
2999;((((#H1)#R0,A),((B)#R1,#H0)));
3000;((((((A)#R1)#R0,B),#H1),#H0));
3001;((((((B,A))#R0)#R1,#H0),#H1));
3002;((B,(((A)#R0)#R1,(#H0,#H1))));
3003;((((((A)#R0)#R1,#H0),B),#H1));
3004;((((B)#R0,#H1),((#H0)#R1,A)));
3005;(((((B,A))#R0)#R1,(#H0,#H1)));
3006;((((((A)#R0)#R1,B),#H0),#H1));
3007;((A,((((B)#R1)#R0,#H1),#H0)));
3008;(((#H1)#R0,((A)#R1,(B,#H0))));
3009;(((((A)#R1,(B)#R0),#H0),#H1));
3010;(((((A,#H0))#R1,(B)#R0),#H1));
3011;((((A)#R0,((B)#R1,#H0)),#H1));
3012;((((A)#R1,(B)#R0),(#H0,#H1)));
3013;((((A)#R1,#H0),((B)#R0,#H1)));
3014;((((B)#R1,((A)#R0,#H1)),#H0));
3015;((((((A,B))#R1)#R0,#H1),#H0));
3016;((B,((((A)#R0)#R1,#H0),#H1)));
3017;(((((A)#R0,B))#R1,(#H0,#H1)));
3018;((A,((((B)#R1)#R0,#H1),#H0)));
3019;(((((B)#R1)#R0,(A,#H0)),#H1));
3020;(((((A)#R1,(B)#R0),#H1),#H0));
3021;((((A,(B)#R1))#R0,(#H0,#H1)));
3022;((A,(((B)#R1,(#H1)#R0),#H0)));
3023;((((A,#H0))#R1,((B)#R0,#H1)));
3024;((((B)#R0)#R1,((A,#H0),#H1)));
3025;(((((A)#R0)#R1,(B,#H0)),#H1));
3026;(((((A)#R1,(B)#R0),#H1),#H0));
3027;((B,(((A)#R1,(#H1)#R0),#H0)));
3028;((((A)#R1,(B,(#H1)#R0)),#H0));
3029;(((((A)#R0)#R1,(B,#H0)),#H1));
3030;((((A)#R0)#R1,((B,#H0),#H1)));
3031;(((B,((A)#R0,(#H0)#R1)),#H1));
3032;((((((B)#R1)#R0,A),#H1),#H0));
3033;((((#H0)#R1,((B)#R0,A)),#H1));
3034;(((A)#R1,((#H1)#R0,(B,#H0))));
3035;(((A,((B)#R0,(#H0)#R1)),#H1));
3036;(((((A)#R1)#R0,(B,#H0)),#H1));
3037;(((((B)#R1)#R0,(A,#H0)),#H1));
3038;((((((A)#R0)#R1,B),#H1),#H0));
3039;(((((A)#R1,B),#H0),(#H1)#R0));
3040;((((A)#R0,((B,#H0))#R1),#H1));
3041;((((B)#R1)#R0,((A,#H1),#H0)));
3042;((((#H0)#R1,((A)#R0,B)),#H1));
3043;(((((A)#R0,(B)#R1),#H1),#H0));
3044;(((A,(((B)#R0)#R1,#H0)),#H1));
3045;((((B)#R0,(A,#H1)),(#H0)#R1));
3046;(((((B,A))#R0,(#H0)#R1),#H1));
3047;(((A)#R0,((B)#R1,(#H0,#H1))));
3048;(((#H1)#R0,(B,((A)#R1,#H0))));
3049;((B,(((A)#R0,(#H0)#R1),#H1)));
3050;(((((A,#H0))#R1,(B)#R0),#H1));
3051;(((((B)#R0,(A)#R1),#H0),#H1));
3052;((((B)#R0)#R1,((A,#H0),#H1)));
3053;(((((B,A))#R0)#R1,(#H0,#H1)));
3054;((((B)#R1,(A,#H0)),(#H1)#R0));
3055;((((((A)#R1)#R0,B),#H0),#H1));
3056;(((((A)#R1,B))#R0,(#H0,#H1)));
3057;(((B,#H0),(((A)#R1)#R0,#H1)));
3058;(((#H0,#H1),((A)#R1,(B)#R0)));
3059;(((A,((B)#R1,(#H1)#R0)),#H0));
3060;(((((A,(B)#R1))#R0,#H1),#H0));
3061;((((A)#R0)#R1,((B,#H1),#H0)));
3062;((((((B)#R1)#R0,#H1),#H0),A));
3063;((((A)#R1,#H0),((B)#R0,#H1)));
3064;(((#H1)#R0,(((B)#R1,A),#H0)));
3065;(((#H0,#H1),(((B)#R1)#R0,A)));
3066;(((B)#R0,(((#H0)#R1,A),#H1)));
3067;((((#H1)#R0,(B,(A)#R1)),#H0));
3068;(((((A,#H0))#R1,(B)#R0),#H1));
3069;(((A,#H1),((#H0)#R1,(B)#R0)));
3070;(((B)#R1,(((A)#R0,#H1),#H0)));
3071;((((B,#H1))#R0,((A)#R1,#H0)));
3072;((((#H0)#R1,(B,(A)#R0)),#H1));
3073;((((A)#R1,(B,#H0)),(#H1)#R0));
3074;((((B)#R0)#R1,(A,(#H0,#H1))));
3075;((((#H0)#R1,((B,A))#R0),#H1));
3076;(((B,(((A)#R0)#R1,#H0)),#H1));
3077;(((A)#R1,(((#H1)#R0,B),#H0)));
3078;((((((A)#R0)#R1,#H0),#H1),B));
3079;(((#H1)#R0,((A)#R1,(B,#H0))));
3080;(((((B,#H1))#R0,(A)#R1),#H0));
3081;(((((B)#R0)#R1,#H0),(A,#H1)));
3082;(((#H0)#R1,((B)#R0,(A,#H1))));
3083;(((A)#R0,(((#H0)#R1,B),#H1)));
3084;((((A,#H0),#H1),((B)#R0)#R1));
3085;(((((B)#R0,(A)#R1),#H0),#H1));
3086;(((B)#R0,((A)#R1,(#H0,#H1))));
3087;(((((A,B))#R0)#R1,(#H0,#H1)));
3088;((((B,#H1),#H0),((A)#R0)#R1));
3089;(((B)#R0,(((#H0)#R1,A),#H1)));
3090;((A,((((B)#R1)#R0,#H1),#H0)));
3091;((((#H1)#R0,(B)#R1),(A,#H0)));
3092;((((A)#R0)#R1,((B,#H0),#H1)));
3093;(((#H1)#R0,(((A)#R1,B),#H0)));
3094;(((B)#R1,((#H1)#R0,(A,#H0))));
3095;(((((B)#R1,A))#R0,(#H0,#H1)));
3096;((A,((#H0)#R1,((B)#R0,#H1))));
3097;((((A)#R1)#R0,((B,#H1),#H0)));
3098;(((((B)#R1)#R0,(A,#H1)),#H0));
3099;((((A)#R1)#R0,((B,#H0),#H1)));
3100;((((((A)#R0)#R1,B),#H1),#H0));
3101;((B,(((A)#R1)#R0,(#H0,#H1))));
3102;(((((B)#R1)#R0,(A,#H0)),#H1));
3103;((((A)#R1,((B,#H1))#R0),#H0));
3104;(((A,((B)#R0,(#H0)#R1)),#H1));
3105;(((B)#R1,(((#H1)#R0,A),#H0)));
3106;(((A)#R1,((B)#R0,(#H0,#H1))));
3107;((((((B)#R1,A))#R0,#H1),#H0));
3108;(((((B)#R1)#R0,(A,#H0)),#H1));
3109;((((B,((A)#R1)#R0),#H1),#H0));
3110;(((((B)#R1)#R0,(A,#H1)),#H0));
3111;((((((A)#R0)#R1,B),#H1),#H0));
3112;(((B)#R1,(((#H1)#R0,A),#H0)));
3113;((((((B)#R1)#R0,#H1),A),#H0));
3114;((((((B)#R0,A))#R1,#H0),#H1));
3115;((((B,((A)#R0)#R1),#H0),#H1));
3116;((((B)#R0)#R1,((A,#H1),#H0)));
3117;((((B)#R0)#R1,((A,#H0),#H1)));
3118;((B,((((A)#R0)#R1,#H0),#H1)));
3119;((((B,(A)#R1),#H0),(#H1)#R0));
3120;(((#H0)#R1,(((B)#R0,A),#H1)));
3121;((((B)#R0,((A)#R1,#H0)),#H1));
3122;((((B)#R0)#R1,((A,#H0),#H1)));
3123;(((B)#R1,((A)#R0,(#H0,#H1))));
3124;(((((A)#R0,(#H0)#R1),B),#H1));
3125;((((B)#R1)#R0,((A,#H0),#H1)));
3126;(((((A)#R0)#R1,#H0),(B,#H1)));
3127;(((((B)#R0)#R1,(#H0,#H1)),A));
3128;(((#H0,#H1),((B)#R1,(A)#R0)));
3129;((((#H1)#R0,((B)#R1,A)),#H0));
3130;(((((B)#R0,A))#R1,(#H0,#H1)));
3131;((((((B)#R0)#R1,A),#H0),#H1));
3132;((((((B)#R0)#R1,#H0),A),#H1));
3133;(((((A,B))#R1)#R0,(#H0,#H1)));
3134;(((B,((A)#R1,(#H1)#R0)),#H0));
3135;((((A,#H0))#R1,((B)#R0,#H1)));
3136;((A,((#H1)#R0,((B)#R1,#H0))));
3137;(((((B)#R1)#R0,(A,#H1)),#H0));
3138;((((A)#R0,(B)#R1),(#H0,#H1)));
3139;(((((B)#R0,(A)#R1),#H1),#H0));
3140;(((A)#R1,((#H1)#R0,(B,#H0))));
3141;(((((A)#R0)#R1,B),(#H0,#H1)));
3142;(((((A,B))#R1,(#H1)#R0),#H0));
3143;((((B)#R1)#R0,((A,#H1),#H0)));
3144;(((((B,#H0))#R1,(A)#R0),#H1));
3145;((((A)#R1,((B,#H1))#R0),#H0));
3146;((((B)#R0,#H1),((A)#R1,#H0)));
3147;(((((B)#R1)#R0,#H1),(A,#H0)));
3148;((((((B)#R0)#R1,A),#H1),#H0));
3149;((((A,#H0))#R1,((B)#R0,#H1)));
3150;((((B)#R1,((A,#H1))#R0),#H0));
3151;((((A,(B)#R0))#R1,(#H0,#H1)));
3152;(((((A)#R1)#R0,B),(#H0,#H1)));
3153;(((((A)#R0)#R1,(B,#H0)),#H1));
3154;((((#H0)#R1,(B)#R0),(A,#H1)));
3155;(((((A,B))#R1,(#H1)#R0),#H0));
3156;(((A)#R0,((B,(#H0)#R1),#H1)));
3157;(((A,(((B)#R0)#R1,#H0)),#H1));
3158;((((B)#R0)#R1,(A,(#H0,#H1))));
3159;(((((A,B))#R1,#H0),(#H1)#R0));
3160;((((B)#R0,((A,#H0))#R1),#H1));
3161;((A,((#H0)#R1,((B)#R0,#H1))));
3162;((((B)#R1)#R0,((A,#H0),#H1)));
3163;((((A)#R1)#R0,(B,(#H0,#H1))));
3164;(((((B)#R1,A))#R0,(#H0,#H1)));
3165;((B,((#H0,#H1),((A)#R0)#R1)));
3166;(((#H1)#R0,((B)#R1,(A,#H0))));
3167;(((#H0,#H1),(A,((B)#R0)#R1)));
3168;((((#H0)#R1,(B,(A)#R0)),#H1));
3169;((((B,((A)#R0)#R1),#H0),#H1));
3170;((((A)#R1,(B)#R0),(#H0,#H1)));
3171;((((#H0)#R1,(B)#R0),(A,#H1)));
3172;((((A)#R1)#R0,((B,#H0),#H1)));
3173;((((((A)#R1)#R0,#H1),#H0),B));
3174;((B,((((A)#R1)#R0,#H1),#H0)));
3175;(((((B)#R0,(A)#R1),#H0),#H1));
3176;((((B,#H1))#R0,((A)#R1,#H0)));
3177;(((#H0)#R1,((A,(B)#R0),#H1)));
3178;((A,((((B)#R0)#R1,#H0),#H1)));
3179;(((B,((A)#R0)#R1),(#H0,#H1)));
3180;(((((B)#R1,(A)#R0),#H1),#H0));
3181;(((#H0)#R1,(((A,B))#R0,#H1)));
3182;(((((B)#R1)#R0,(A,#H1)),#H0));
3183;((((A)#R0,#H1),((B)#R1,#H0)));
3184;((((B)#R1)#R0,((A,#H1),#H0)));
3185;(((B)#R1,((#H1)#R0,(A,#H0))));
3186;(((((A)#R1)#R0,#H1),(B,#H0)));
3187;((((#H0)#R1,(B,#H1)),(A)#R0));
3188;((((((B)#R1)#R0,A),#H0),#H1));
3189;(((A,#H0),((B)#R1,(#H1)#R0)));
3190;((((A)#R0)#R1,((B,#H1),#H0)));
3191;((((A)#R1,(#H0,#H1)),(B)#R0));
3192;(((#H0)#R1,(A,((B)#R0,#H1))));
3193;((((A,((B)#R0)#R1),#H0),#H1));
3194;(((((A,#H1))#R0,(B)#R1),#H0));
3195;(((((B)#R0)#R1,#H0),(A,#H1)));
3196;(((((A)#R1)#R0,(B,#H1)),#H0));
3197;((((B)#R1,((#H1)#R0,A)),#H0));
3198;(((#H0,#H1),(B,((A)#R0)#R1)));
3199;((((A)#R0,(#H0)#R1),(B,#H1)));
3200;((((((A)#R1)#R0,B),#H1),#H0));
3201;((((B)#R0,#H1),((A)#R1,#H0)));
3202;((((((A,B))#R0)#R1,#H0),#H1));
3203;(((B,((A)#R1)#R0),(#H0,#H1)));
3204;(((((A)#R1)#R0,(#H0,#H1)),B));
3205;((((((B)#R1)#R0,#H1),#H0),A));
3206;((((B,(#H1)#R0),#H0),(A)#R1));
3207;((B,((((A)#R0)#R1,#H0),#H1)));
3208;(((((A)#R1)#R0,(B,#H1)),#H0));
3209;(((#H0)#R1,((A)#R0,(B,#H1))));
3210;(((B)#R1,((#H1)#R0,(A,#H0))));
3211;((((B)#R0)#R1,((A,#H1),#H0)));
3212;((((B)#R0)#R1,((A,#H1),#H0)));
3213;(((((B)#R1,(A)#R0),#H1),#H0));
3214;(((B,#H0),((A)#R1,(#H1)#R0)));
3215;((((B)#R1,#H0),((A,#H1))#R0));
3216;((((((B)#R1)#R0,A),#H0),#H1));
3217;((A,(((B)#R1)#R0,(#H0,#H1))));
3218;(((A)#R1,(((#H1)#R0,B),#H0)));
3219;(((#H0,#H1),(A,((B)#R0)#R1)));
3220;(((((A)#R1)#R0,#H1),(B,#H0)));
3221;((((A)#R0)#R1,((B,#H1),#H0)));
3222;((((#H1)#R0,((B)#R1,#H0)),A));
3223;((((A)#R1)#R0,((B,#H1),#H0)));
3224;((((B,((A)#R0)#R1),#H0),#H1));
3225;(((#H0,#H1),(B,((A)#R0)#R1)));
3226;((((B)#R0)#R1,((A,#H1),#H0)));
3227;((((((B)#R0,A))#R1,#H0),#H1));
3228;((((B)#R1)#R0,(A,(#H0,#H1))));
3229;((((A)#R0,#H1),((B)#R1,#H0)));
3230;((((B)#R0)#R1,((A,#H1),#H0)));
3231;((((A,((B)#R1)#R0),#H1),#H0));
3232;(((#H0,#H1),((B)#R0,(A)#R1)));
3233;((((B,((A)#R0)#R1),#H1),#H0));
3234;(((#H0)#R1,((B)#R0,(A,#H1))));
3235;((((B)#R0,#H1),((A)#R1,#H0)));
3236;((((((B)#R1)#R0,A),#H0),#H1));
3237;(((A,(((B)#R0)#R1,#H0)),#H1));
3238;((((A)#R0)#R1,(B,(#H0,#H1))));
3239;(((((B)#R1)#R0,(A,#H0)),#H1));
3240;((((((B)#R1)#R0,A),#H0),#H1));
3241;((((B)#R0)#R1,((A,#H1),#H0)));
3242;((((((A)#R1)#R0,#H1),#H0),B));
3243;((((A,#H0),#H1),((B)#R0)#R1));
3244;(((((A)#R1,#H0),(B)#R0),#H1));
3245;(((((A,B))#R0,(#H0)#R1),#H1));
3246;(((((A,#H1))#R0,(B)#R1),#H0));
3247;((((#H0)#R1,((A)#R0,B)),#H1));
3248;((((((B)#R0)#R1,A),#H1),#H0));
3249;((((B,#H1))#R0,((A)#R1,#H0)));
3250;(((B)#R0,((#H0)#R1,(A,#H1))));
3251;((((A)#R0)#R1,((B,#H0),#H1)));
3252;(((((B)#R0)#R1,(A,#H1)),#H0));
3253;(((#H1)#R0,((B)#R1,(A,#H0))));
3254;((((((B)#R1)#R0,A),#H0),#H1));
3255;(((A)#R1,((B)#R0,(#H0,#H1))));
3256;((((A,((B)#R1)#R0),#H0),#H1));
3257;(((((B)#R1)#R0,(A,#H0)),#H1));
3258;(((((B)#R0)#R1,(#H0,#H1)),A));
3259;((((B)#R1)#R0,(A,(#H0,#H1))));
3260;(((#H1)#R0,((B)#R1,(A,#H0))));
3261;(((A,(((B)#R1)#R0,#H1)),#H0));
3262;((((A,#H1),#H0),((B)#R1)#R0));
3263;((A,((((B)#R1)#R0,#H1),#H0)));
3264;((((#H0)#R1,(A,(B)#R0)),#H1));
3265;((((B,#H0))#R1,((A)#R0,#H1)));
3266;(((((B)#R0,A))#R1,(#H0,#H1)));
3267;(((A,(((B)#R1)#R0,#H1)),#H0));
3268;(((B)#R0,(((A)#R1,#H0),#H1)));
3269;((((A)#R1)#R0,(B,(#H0,#H1))));
3270;((((B)#R1,#H0),((A)#R0,#H1)));
3271;(((((A,B))#R1)#R0,(#H0,#H1)));
3272;(((((B)#R1,A))#R0,(#H0,#H1)));
3273;(((((A,B))#R1,#H0),(#H1)#R0));
3274;((((((A)#R1)#R0,B),#H0),#H1));
3275;((((A)#R0,#H1),((B,#H0))#R1));
3276;((A,((((B)#R0)#R1,#H0),#H1)));
3277;(((((A,B))#R1)#R0,(#H0,#H1)));
3278;(((B)#R1,((A)#R0,(#H0,#H1))));
3279;((((((A,B))#R1)#R0,#H1),#H0));
3280;(((((B)#R1)#R0,#H1),(A,#H0)));
3281;(((((A,B))#R1,(#H1)#R0),#H0));
3282;((((B,((A)#R0)#R1),#H1),#H0));
3283;((((((A,B))#R1)#R0,#H1),#H0));
3284;((((B)#R1)#R0,((A,#H0),#H1)));
3285;(((A,(((B)#R0)#R1,#H0)),#H1));
3286;((((B)#R0)#R1,((A,#H1),#H0)));
3287;((((B)#R1)#R0,((A,#H0),#H1)));
3288;(((A)#R1,(((#H1)#R0,B),#H0)));
3289;(((A,#H0),(((B)#R1)#R0,#H1)));
3290;((((B)#R0,(A)#R1),(#H0,#H1)));
3291;((((B)#R1,((A,#H1))#R0),#H0));
3292;(((((B)#R1)#R0,(A,#H1)),#H0));
3293;((((B)#R1)#R0,(A,(#H0,#H1))));
3294;((((B)#R0)#R1,((A,#H0),#H1)));
3295;((((A)#R1)#R0,((B,#H0),#H1)));
3296;((((((B,A))#R0)#R1,#H0),#H1));
3297;((((B)#R1)#R0,((A,#H0),#H1)));
3298;((((((A,B))#R0)#R1,#H0),#H1));
3299;((((B)#R1,(A,#H0)),(#H1)#R0));
3300;((A,(((B)#R1)#R0,(#H0,#H1))));
3301;(((((A,#H1))#R0,(B)#R1),#H0));
3302;(((((B)#R1)#R0,A),(#H0,#H1)));
3303;(((((A)#R0)#R1,(B,#H0)),#H1));
3304;(((((B)#R0,(#H0)#R1),A),#H1));
3305;((((A)#R0)#R1,((B,#H0),#H1)));
3306;(((#H0,#H1),(((B)#R0,A))#R1));
3307;((((A)#R0)#R1,((B,#H0),#H1)));
3308;(((((A)#R1)#R0,(#H0,#H1)),B));
3309;(((#H0)#R1,(((B)#R0,A),#H1)));
3310;(((((A)#R1)#R0,(B,#H1)),#H0));
3311;((((((A)#R1)#R0,B),#H0),#H1));
3312;((((A,#H1))#R0,((B)#R1,#H0)));
3313;((((((B,A))#R1)#R0,#H1),#H0));
3314;((((A,((B)#R0)#R1),#H0),#H1));
3315;((((B)#R0,#H1),((A,#H0))#R1));
3316;(((B,((A)#R1)#R0),(#H0,#H1)));
3317;(((#H0,#H1),(((B,A))#R1)#R0));
3318;(((((B)#R0)#R1,(#H0,#H1)),A));
3319;(((#H0,#H1),(((B)#R0)#R1,A)));
3320;((((((B,A))#R1)#R0,#H1),#H0));
3321;(((#H0,#H1),(((A,B))#R1)#R0));
3322;(((B,#H0),(((A)#R1)#R0,#H1)));
3323;((A,(((B)#R0)#R1,(#H0,#H1))));
3324;(((#H1)#R0,((B)#R1,(A,#H0))));
3325;((((B)#R0,(#H0)#R1),(A,#H1)));
3326;((B,((((A)#R0)#R1,#H0),#H1)));
3327;((((A)#R0,((B)#R1,#H0)),#H1));
3328;(((#H0)#R1,(((A)#R0,#H1),B)));
3329;(((((A)#R0)#R1,#H0),(B,#H1)));
3330;(((#H0,#H1),(((A,B))#R0)#R1));
3331;((((((A)#R1)#R0,#H1),#H0),B));
3332;((((B)#R1,(A)#R0),(#H0,#H1)));
3333;((((((A)#R1,B))#R0,#H1),#H0));
3334;(((((A,#H1))#R0,(B)#R1),#H0));
3335;((((A)#R1)#R0,(B,(#H0,#H1))));
3336;((((B,#H1),#H0),((A)#R0)#R1));
3337;((((A)#R1,((B,#H1))#R0),#H0));
3338;((B,((((A)#R1)#R0,#H1),#H0)));
3339;(((B,(((A)#R0)#R1,#H0)),#H1));
3340;((((A)#R0)#R1,(B,(#H0,#H1))));
3341;((((((B)#R1)#R0,#H1),#H0),A));
3342;((((((A,B))#R1)#R0,#H1),#H0));
3343;(((#H1)#R0,((A)#R1,(B,#H0))));
3344;((((B)#R0,(A,(#H0)#R1)),#H1));
3345;((A,(((B)#R1)#R0,(#H0,#H1))));
3346;((((B)#R0,#H1),((A)#R1,#H0)));
3347;(((((A,B))#R0)#R1,(#H0,#H1)));
3348;(((((A,B))#R1,(#H1)#R0),#H0));
3349;((((B)#R1,#H0),((A)#R0,#H1)));
3350;((((B)#R0,#H1),((A,#H0))#R1));
3351;(((A)#R0,(((B)#R1,#H0),#H1)));
3352;((((A,(B)#R1))#R0,(#H0,#H1)));
3353;(((((A)#R0,(B)#R1),#H0),#H1));
3354;((B,((((A)#R0)#R1,#H0),#H1)));
3355;(((#H0)#R1,((A)#R0,(B,#H1))));
3356;(((((B)#R0,A))#R1,(#H0,#H1)));
3357;(((#H1)#R0,(A,((B)#R1,#H0))));
3358;(((((B)#R0,A))#R1,(#H0,#H1)));
3359;((((A)#R1,#H0),(B,(#H1)#R0)));
3360;(((((A,#H0))#R1,(B)#R0),#H1));
3361;((((A)#R0,(B)#R1),(#H0,#H1)));
3362;((((A)#R1,#H0),(B,(#H1)#R0)));
3363;((((B)#R0,#H1),((A)#R1,#H0)));
3364;(((B,#H1),(((A)#R0)#R1,#H0)));
3365;((((A,((B)#R0)#R1),#H1),#H0));
3366;((((A)#R1)#R0,(B,(#H0,#H1))));
3367;(((((#H0)#R1,B),#H1),(A)#R0));
3368;(((#H0)#R1,((A)#R0,(B,#H1))));
3369;((((((B)#R0,A))#R1,#H0),#H1));
3370;(((((A)#R0)#R1,(B,#H1)),#H0));
3371;((((B)#R0,#H1),((A)#R1,#H0)));
3372;((((((A,B))#R0)#R1,#H0),#H1));
3373;(((B)#R0,(((#H0)#R1,A),#H1)));
3374;((((A)#R0)#R1,((B,#H1),#H0)));
3375;(((((B)#R1,#H0),#H1),(A)#R0));
