Iteration;Newick
8365;(((B,(((A)#R0)#R1,#H0)),#H1));
8366;(((A)#R0,(((#H0)#R1,B),#H1)));
8367;(((((A,B))#R0)#R1,(#H0,#H1)));
8368;(((((B)#R0)#R1,A),(#H0,#H1)));
8369;(((A,(((B)#R0)#R1,#H0)),#H1));
8370;((((#H0,#H1),A),((B)#R0)#R1));
8371;((((A)#R0)#R1,((B,#H0),#H1)));
8372;(((((A)#R1)#R0,B),(#H0,#H1)));
8373;(((((B)#R1,(A)#R0),#H1),#H0));
8374;(((B,#H1),(((A)#R0)#R1,#H0)));
8375;((((B)#R0,#H1),((A,#H0))#R1));
8376;((((B,(A)#R1))#R0,(#H0,#H1)));
8377;((B,((#H0)#R1,((A)#R0,#H1))));
8378;((((B,#H0))#R1,((A)#R0,#H1)));
8379;((((((A,B))#R0)#R1,#H0),#H1));
8380;(((((A,B))#R1,(#H1)#R0),#H0));
8381;((((B,((A)#R0)#R1),#H1),#H0));
8382;((((B,(A)#R1))#R0,(#H0,#H1)));
8383;(((A)#R0,((#H0)#R1,(B,#H1))));
8384;(((((A)#R0,(B)#R1),#H0),#H1));
8385;(((((A,#H0))#R1,(B)#R0),#H1));
8386;(((((B)#R0)#R1,(A,#H1)),#H0));
8387;((((B)#R0)#R1,((A,#H1),#H0)));
8388;((((B)#R0,((A,#H0))#R1),#H1));
8389;(((B)#R0,((A)#R1,(#H0,#H1))));
8390;(((((B)#R1)#R0,(A,#H1)),#H0));
8391;(((#H0)#R1,(A,((B)#R0,#H1))));
8392;((B,(((#H0)#R1,(A)#R0),#H1)));
8393;(((((B)#R1)#R0,A),(#H0,#H1)));
8394;((((((A)#R1)#R0,B),#H1),#H0));
8395;((((((A)#R0)#R1,B),#H1),#H0));
8396;(((((A)#R0,(B)#R1),#H1),#H0));
8397;((((B)#R1)#R0,((#H0,#H1),A)));
8398;((((#H0)#R1,((B,A))#R0),#H1));
8399;((((A)#R1)#R0,(B,(#H0,#H1))));
8400;(((((B)#R1,(A)#R0),#H0),#H1));
8401;((((B)#R0)#R1,((#H0,#H1),A)));
8402;(((A)#R1,((#H1)#R0,(B,#H0))));
8403;(((#H1)#R0,(A,((B)#R1,#H0))));
8404;(((B)#R1,((#H1)#R0,(A,#H0))));
8405;(((((B)#R1,(A)#R0),#H1),#H0));
8406;((((#H1)#R0,(A,#H0)),(B)#R1));
8407;((A,(((B)#R1)#R0,(#H0,#H1))));
8408;(((((B)#R0)#R1,(#H0,#H1)),A));
8409;((((B)#R0,((A,#H0))#R1),#H1));
8410;(((A)#R1,((B)#R0,(#H0,#H1))));
8411;(((((B)#R0)#R1,#H0),(A,#H1)));
8412;((((A,#H1),#H0),((B)#R0)#R1));
8413;(((((B)#R1)#R0,(A,#H1)),#H0));
8414;((((B)#R1,#H0),((A)#R0,#H1)));
8415;(((((A)#R1)#R0,(B,#H0)),#H1));
8416;(((#H0)#R1,((B)#R0,(A,#H1))));
8417;(((((A,#H0))#R1,(B)#R0),#H1));
8418;(((A)#R0,((#H0)#R1,(B,#H1))));
8419;(((A,#H1),(((B)#R0)#R1,#H0)));
8420;((((A)#R1)#R0,(B,(#H0,#H1))));
8421;((((A)#R1)#R0,((B,#H1),#H0)));
8422;(((A,#H0),(((B)#R1)#R0,#H1)));
8423;(((((A)#R1)#R0,#H1),(B,#H0)));
8424;((((B)#R1)#R0,(A,(#H0,#H1))));
8425;(((((#H0)#R1,(B)#R0),#H1),A));
8426;(((((#H1)#R0,(A)#R1),#H0),B));
8427;((A,(((B)#R1)#R0,(#H0,#H1))));
8428;((((B)#R1,((A)#R0,#H1)),#H0));
8429;((((A)#R0)#R1,(B,(#H0,#H1))));
8430;(((#H0)#R1,(((B,A))#R0,#H1)));
8431;((((((A)#R0)#R1,B),#H1),#H0));
8432;((((B,((A)#R0)#R1),#H1),#H0));
8433;((((A)#R1,#H0),((#H1)#R0,B)));
8434;((((((B)#R0)#R1,A),#H0),#H1));
8435;(((((B)#R1)#R0,(A,#H0)),#H1));
8436;((A,(((B)#R1)#R0,(#H0,#H1))));
8437;(((#H0,#H1),(((B)#R1)#R0,A)));
8438;((((A)#R1)#R0,((B,#H1),#H0)));
8439;((((B,((A)#R0)#R1),#H0),#H1));
8440;((((B)#R0,((A,#H0))#R1),#H1));
8441;((((((B,A))#R1)#R0,#H1),#H0));
8442;((((((B)#R0)#R1,A),#H1),#H0));
8443;((((((A)#R1,B))#R0,#H1),#H0));
8444;(((B,((A)#R1)#R0),(#H0,#H1)));
8445;((((B)#R1,((A)#R0,#H1)),#H0));
8446;((((A)#R0)#R1,(B,(#H0,#H1))));
8447;(((B)#R0,(((A)#R1,#H0),#H1)));
8448;(((#H1)#R0,((A)#R1,(B,#H0))));
8449;(((((B)#R1)#R0,A),(#H0,#H1)));
8450;((((B)#R1)#R0,((A,#H1),#H0)));
8451;((((#H0)#R1,B),((A)#R0,#H1)));
8452;(((((A,#H0))#R1,(B)#R0),#H1));
8453;(((B)#R0,(((A)#R1,#H0),#H1)));
8454;(((A)#R0,((B,(#H0)#R1),#H1)));
8455;((((A)#R0)#R1,((B,#H1),#H0)));
8456;(((A,(((B)#R0)#R1,#H0)),#H1));
8457;(((#H0,#H1),(((A)#R1)#R0,B)));
8458;(((B,(((A)#R1)#R0,#H1)),#H0));
8459;(((((B)#R0)#R1,(A,#H0)),#H1));
8460;(((((B)#R0)#R1,#H0),(A,#H1)));
8461;(((#H1)#R0,(A,((B)#R1,#H0))));
8462;((((((B)#R0)#R1,A),#H0),#H1));
8463;((((B,((A)#R1)#R0),#H0),#H1));
8464;(((A,((#H1)#R0,(B)#R1)),#H0));
8465;((((A,#H1))#R0,((B)#R1,#H0)));
8466;((((((A)#R0,B))#R1,#H0),#H1));
8467;(((((A)#R0)#R1,(B,#H0)),#H1));
8468;(((B)#R1,((A)#R0,(#H0,#H1))));
8469;((((((B)#R1,A))#R0,#H1),#H0));
8470;((((A,((B)#R1)#R0),#H1),#H0));
8471;((B,((#H0)#R1,((A)#R0,#H1))));
8472;((((B)#R1,((#H1)#R0,A)),#H0));
8473;(((((B)#R0)#R1,(A,#H1)),#H0));
8474;((((#H1)#R0,(B)#R1),(A,#H0)));
8475;(((((B,A))#R1,(#H1)#R0),#H0));
8476;(((((A)#R1)#R0,(B,#H1)),#H0));
8477;(((((A,#H1))#R0,(B)#R1),#H0));
8478;((((A)#R0,(B)#R1),(#H0,#H1)));
8479;(((((B)#R1,A))#R0,(#H0,#H1)));
8480;(((#H0)#R1,(B,((A)#R0,#H1))));
8481;(((((A)#R1)#R0,(B,#H1)),#H0));
8482;((((((A)#R1)#R0,#H1),B),#H0));
8483;((((A)#R1)#R0,((B,#H1),#H0)));
8484;((B,(((A)#R1,(#H1)#R0),#H0)));
8485;((((A)#R1)#R0,(B,(#H0,#H1))));
8486;(((A,#H0),(((B)#R1)#R0,#H1)));
8487;(((((B,#H0))#R1,(A)#R0),#H1));
8488;((((A)#R1,(B)#R0),(#H0,#H1)));
8489;(((((B,A))#R1)#R0,(#H0,#H1)));
8490;((((B)#R0,(A,(#H0)#R1)),#H1));
8491;((((B)#R0,((A,#H0))#R1),#H1));
8492;(((A,(((B)#R1)#R0,#H1)),#H0));
8493;(((#H0)#R1,(((B)#R0,A),#H1)));
8494;((((B)#R1)#R0,(A,(#H0,#H1))));
8495;(((A)#R0,((#H0)#R1,(B,#H1))));
8496;(((A,(((B)#R1)#R0,#H1)),#H0));
8497;((((B)#R0,((A,#H0))#R1),#H1));
8498;((((A)#R0,#H1),((B)#R1,#H0)));
8499;(((((A)#R0,(B)#R1),#H1),#H0));
8500;(((A,(((B)#R0)#R1,#H0)),#H1));
8501;((((((A)#R1)#R0,B),#H0),#H1));
8502;(((((B)#R0)#R1,(A,#H0)),#H1));
8503;((((A)#R0)#R1,((B,#H0),#H1)));
8504;(((((B)#R0)#R1,(#H0,#H1)),A));
8505;(((((A)#R1)#R0,(B,#H1)),#H0));
8506;((((#H0)#R1,((B,A))#R0),#H1));
8507;((B,((((A)#R1)#R0,#H1),#H0)));
8508;(((#H0,#H1),(((A,B))#R1)#R0));
8509;(((((B)#R1)#R0,(A,#H1)),#H0));
8510;(((A,(#H0,#H1)),((B)#R1)#R0));
8511;(((A)#R1,((#H1)#R0,(B,#H0))));
8512;(((#H0,#H1),((B)#R1,(A)#R0)));
8513;(((((B,A))#R0)#R1,(#H0,#H1)));
8514;(((((B)#R0)#R1,#H0),(A,#H1)));
8515;((((B)#R0)#R1,((A,#H1),#H0)));
8516;((((A,(B)#R1))#R0,(#H0,#H1)));
8517;((((#H1)#R0,A),((B)#R1,#H0)));
8518;((A,(((B)#R1)#R0,(#H0,#H1))));
8519;(((#H0)#R1,(((B)#R0,A),#H1)));
8520;((B,(((A)#R1)#R0,(#H0,#H1))));
8521;(((B)#R0,(((A)#R1,#H0),#H1)));
8522;(((#H0)#R1,(((B)#R0,A),#H1)));
8523;((((((B,A))#R1)#R0,#H1),#H0));
8524;((((((B)#R0)#R1,A),#H1),#H0));
8525;((((A,#H1),#H0),((B)#R1)#R0));
8526;(((((B)#R0,(#H0)#R1),#H1),A));
8527;(((A,(#H1)#R0),((B)#R1,#H0)));
8528;(((((B)#R0)#R1,A),(#H0,#H1)));
8529;((((#H1)#R0,((B)#R1,A)),#H0));
8530;((((((B)#R0)#R1,#H0),A),#H1));
8531;(((B,((A)#R0,(#H0)#R1)),#H1));
8532;((((B)#R1)#R0,((A,#H0),#H1)));
8533;(((B)#R1,((#H1)#R0,(A,#H0))));
8534;(((((B)#R1)#R0,(A,#H1)),#H0));
8535;((((((A)#R0)#R1,B),#H1),#H0));
8536;((B,((#H0,#H1),((A)#R1)#R0)));
8537;(((#H1)#R0,(((B,A))#R1,#H0)));
8538;(((((A)#R1)#R0,(B,#H1)),#H0));
8539;((((B)#R1)#R0,((#H0,#H1),A)));
8540;((B,(((A)#R1)#R0,(#H0,#H1))));
8541;(((((A)#R0,(B)#R1),#H1),#H0));
8542;(((#H1)#R0,((B)#R1,(A,#H0))));
8543;((((B)#R0)#R1,(A,(#H0,#H1))));
8544;((B,(((A)#R1)#R0,(#H0,#H1))));
8545;(((B)#R1,((#H1)#R0,(A,#H0))));
8546;(((B)#R0,(((#H0)#R1,A),#H1)));
8547;((((B)#R0,((A,#H0))#R1),#H1));
8548;((((A)#R0,((B)#R1,#H0)),#H1));
8549;((((B)#R1)#R0,(A,(#H0,#H1))));
8550;((((#H0)#R1,A),((B)#R0,#H1)));
8551;((((B)#R1)#R0,((A,#H0),#H1)));
8552;((B,((((A)#R0)#R1,#H0),#H1)));
8553;(((((B,A))#R0)#R1,(#H0,#H1)));
8554;(((((B)#R1)#R0,(A,#H1)),#H0));
8555;((((((A)#R1)#R0,B),#H1),#H0));
8556;(((B,((A)#R0,(#H0)#R1)),#H1));
8557;((B,(((#H1)#R0,(A)#R1),#H0)));
8558;(((((B)#R0,(A)#R1),#H1),#H0));
8559;(((B,#H1),((#H0)#R1,(A)#R0)));
8560;(((((B)#R1,(A)#R0),#H1),#H0));
8561;((B,((((A)#R0)#R1,#H0),#H1)));
8562;(((((B)#R0)#R1,A),(#H0,#H1)));
8563;((((((B)#R0)#R1,A),#H1),#H0));
8564;((((B)#R1)#R0,((A,#H1),#H0)));
8565;(((A)#R0,(((B)#R1,#H0),#H1)));
8566;(((A)#R0,(((B)#R1,#H0),#H1)));
8567;((((((B)#R1)#R0,#H1),A),#H0));
8568;((B,(((A)#R1)#R0,(#H0,#H1))));
8569;((((((A)#R0)#R1,B),#H1),#H0));
8570;(((#H0)#R1,((A)#R0,(B,#H1))));
8571;(((A,#H1),(((B)#R0)#R1,#H0)));
8572;((((A,#H1))#R0,((B)#R1,#H0)));
8573;((((A)#R1)#R0,((B,#H0),#H1)));
8574;((B,(((#H0)#R1,(A)#R0),#H1)));
8575;((((A)#R0,(B)#R1),(#H0,#H1)));
8576;((((B)#R1,(#H1)#R0),(A,#H0)));
8577;((((((B)#R1)#R0,A),#H0),#H1));
8578;((((#H1)#R0,((B)#R1,A)),#H0));
8579;((((B,((A)#R1)#R0),#H0),#H1));
8580;(((((B)#R0)#R1,(A,#H0)),#H1));
8581;(((B)#R1,((#H1)#R0,(A,#H0))));
8582;((((B)#R1)#R0,((A,#H1),#H0)));
8583;(((#H1)#R0,(((B)#R1,A),#H0)));
8584;((B,((((A)#R0)#R1,#H0),#H1)));
8585;(((((A)#R1,B))#R0,(#H0,#H1)));
8586;((((A,#H1))#R0,((B)#R1,#H0)));
8587;(((((A)#R0,B))#R1,(#H0,#H1)));
8588;(((((A)#R0,(B)#R1),#H1),#H0));
8589;((((((A)#R0)#R1,B),#H0),#H1));
8590;((((A,#H0))#R1,((B)#R0,#H1)));
8591;((((((A,B))#R0)#R1,#H0),#H1));
8592;(((((B)#R0)#R1,#H0),(A,#H1)));
8593;(((A)#R1,((#H1)#R0,(B,#H0))));
8594;(((#H0,#H1),((A,(B)#R1))#R0));
8595;((((((A)#R1)#R0,B),#H1),#H0));
8596;((((A,#H0))#R1,((B)#R0,#H1)));
8597;(((((A)#R1)#R0,(B,#H1)),#H0));
8598;(((((B)#R1)#R0,(A,#H1)),#H0));
8599;((((#H0)#R1,B),((A)#R0,#H1)));
8600;((((A,((B)#R1)#R0),#H0),#H1));
8601;((((B)#R0,(#H0)#R1),(A,#H1)));
8602;(((B,(((A)#R0)#R1,#H0)),#H1));
8603;((((B)#R1)#R0,(A,(#H0,#H1))));
8604;((((A,#H0),#H1),((B)#R0)#R1));
8605;(((((A)#R1,(B)#R0),#H0),#H1));
8606;(((A)#R1,(((B)#R0,#H1),#H0)));
8607;((((((B)#R1)#R0,#H1),A),#H0));
8608;(((B)#R0,((#H0)#R1,(A,#H1))));
8609;(((A,((B)#R1,(#H1)#R0)),#H0));
8610;(((((A)#R1)#R0,#H1),(B,#H0)));
8611;((((((B)#R0)#R1,A),#H1),#H0));
8612;((((((B)#R1)#R0,A),#H0),#H1));
8613;((((B)#R0)#R1,((A,#H1),#H0)));
8614;((((B)#R0,(A,(#H0)#R1)),#H1));
8615;((B,((#H1)#R0,((A)#R1,#H0))));
8616;(((((A)#R0,B),#H1),(#H0)#R1));
8617;(((B)#R1,(((A)#R0,#H1),#H0)));
8618;(((A,#H1),(((B)#R0)#R1,#H0)));
8619;((((A)#R0,((B,#H0))#R1),#H1));
8620;((((B,#H1),(#H0)#R1),(A)#R0));
8621;((((((B)#R0)#R1,#H0),#H1),A));
8622;(((#H0)#R1,((B,(A)#R0),#H1)));
8623;((A,((((B)#R1)#R0,#H1),#H0)));
8624;(((((B)#R1)#R0,(A,#H0)),#H1));
8625;(((((B)#R0)#R1,A),(#H0,#H1)));
8626;((((((B)#R0)#R1,#H0),#H1),A));
8627;(((A)#R0,(((B)#R1,#H0),#H1)));
8628;(((((B)#R0)#R1,#H0),(A,#H1)));
8629;((((((B)#R0)#R1,A),#H1),#H0));
8630;((((((A)#R0,B))#R1,#H0),#H1));
8631;((((A)#R0,(B)#R1),(#H0,#H1)));
8632;((((#H0)#R1,(A,(B)#R0)),#H1));
8633;((((((A,B))#R0)#R1,#H0),#H1));
8634;(((#H0,#H1),(((A)#R0,B))#R1));
8635;((((((A)#R0)#R1,B),#H1),#H0));
8636;((B,(((A)#R0)#R1,(#H0,#H1))));
8637;(((A,#H0),(((B)#R1)#R0,#H1)));
8638;((((B)#R1)#R0,((A,#H1),#H0)));
8639;(((#H1)#R0,(((A,B))#R1,#H0)));
8640;((((B)#R1)#R0,((A,#H0),#H1)));
8641;((((B,#H1))#R0,((A)#R1,#H0)));
8642;((((B)#R1)#R0,((A,#H1),#H0)));
8643;((((A)#R0)#R1,(B,(#H0,#H1))));
8644;(((#H1)#R0,(((A)#R1,#H0),B)));
8645;((((B,((A)#R1)#R0),#H0),#H1));
8646;(((((A,#H1))#R0,(B)#R1),#H0));
8647;(((((B)#R1)#R0,(A,#H1)),#H0));
8648;(((#H0,#H1),(((A)#R1)#R0,B)));
8649;(((((A)#R0)#R1,(B,#H0)),#H1));
8650;((B,((((A)#R1)#R0,#H1),#H0)));
8651;(((((B)#R1)#R0,(A,#H1)),#H0));
8652;((A,(((B)#R1)#R0,(#H0,#H1))));
8653;((((#H1)#R0,((A,B))#R1),#H0));
8654;((((B,((A)#R1)#R0),#H0),#H1));
8655;(((A)#R1,(((#H1)#R0,B),#H0)));
8656;((((B)#R1)#R0,(A,(#H0,#H1))));
8657;((A,((((B)#R0)#R1,#H0),#H1)));
8658;(((A)#R0,((#H0,#H1),(B)#R1)));
8659;((((B,(A)#R1))#R0,(#H0,#H1)));
8660;((((A,#H1))#R0,((B)#R1,#H0)));
8661;(((A,((B)#R1)#R0),(#H0,#H1)));
8662;((A,(((B)#R0,(#H0)#R1),#H1)));
8663;((((B)#R1)#R0,((A,#H0),#H1)));
8664;(((A,(((B)#R0)#R1,#H0)),#H1));
8665;(((((A)#R1)#R0,(#H0,#H1)),B));
8666;(((B)#R0,((A)#R1,(#H0,#H1))));
8667;((((((A)#R1)#R0,B),#H1),#H0));
8668;(((B)#R0,((#H0)#R1,(A,#H1))));
8669;((((A)#R0)#R1,((B,#H0),#H1)));
8670;(((B,((#H0)#R1,(A)#R0)),#H1));
8671;((A,(((B)#R0)#R1,(#H0,#H1))));
8672;(((B,(#H1)#R0),((A)#R1,#H0)));
8673;((((((A)#R1)#R0,#H1),B),#H0));
8674;(((((B)#R1,(A)#R0),#H1),#H0));
8675;(((B,(((A)#R1)#R0,#H1)),#H0));
8676;((((A)#R1)#R0,((B,#H1),#H0)));
8677;(((((A)#R0)#R1,(B,#H1)),#H0));
8678;(((((A)#R0)#R1,B),(#H0,#H1)));
8679;(((A,((B)#R0,(#H0)#R1)),#H1));
8680;(((((B)#R0)#R1,(A,#H1)),#H0));
8681;((((#H1)#R0,A),((B)#R1,#H0)));
8682;(((A)#R0,((B)#R1,(#H0,#H1))));
8683;(((#H0)#R1,((B)#R0,(A,#H1))));
8684;((((A)#R1,(#H1)#R0),(B,#H0)));
8685;(((A)#R1,((B)#R0,(#H0,#H1))));
8686;(((((A)#R0)#R1,(B,#H0)),#H1));
8687;((((B,(A)#R1))#R0,(#H0,#H1)));
8688;(((B)#R1,((A)#R0,(#H0,#H1))));
8689;(((A)#R0,(((B)#R1,#H0),#H1)));
8690;((((((B)#R1)#R0,#H1),#H0),A));
8691;(((((A)#R1)#R0,(B,#H1)),#H0));
8692;((B,((((A)#R0)#R1,#H0),#H1)));
8693;((((A)#R1)#R0,((B,#H0),#H1)));
8694;(((((A)#R0)#R1,(B,#H0)),#H1));
8695;((((((A)#R0)#R1,B),#H1),#H0));
8696;((((((A,B))#R1)#R0,#H1),#H0));
8697;(((((B)#R0,A),(#H0)#R1),#H1));
8698;((B,(((#H0)#R1,(A)#R0),#H1)));
8699;(((((A)#R1)#R0,(B,#H1)),#H0));
8700;(((#H1)#R0,(A,((B)#R1,#H0))));
8701;(((((A)#R0)#R1,(B,#H0)),#H1));
8702;(((B)#R1,(((#H1)#R0,A),#H0)));
8703;(((#H0,#H1),(A,((B)#R0)#R1)));
8704;((((#H0)#R1,((A,B))#R0),#H1));
8705;(((((A,#H1))#R0,(B)#R1),#H0));
8706;((A,((#H1)#R0,((B)#R1,#H0))));
8707;(((#H0,#H1),(((B)#R1)#R0,A)));
8708;(((B)#R0,((A,(#H0)#R1),#H1)));
8709;(((A,#H1),(((B)#R0)#R1,#H0)));
8710;((((#H1)#R0,((B)#R1,A)),#H0));
8711;((((B)#R0)#R1,(A,(#H0,#H1))));
8712;((((B)#R1)#R0,((A,#H0),#H1)));
8713;(((((B)#R0)#R1,A),(#H0,#H1)));
8714;((((A,(#H1)#R0),#H0),(B)#R1));
8715;(((((B,#H1))#R0,(A)#R1),#H0));
8716;((((#H0,#H1),B),((A)#R1)#R0));
8717;(((((B)#R1)#R0,#H1),(A,#H0)));
8718;(((((B)#R1)#R0,A),(#H0,#H1)));
8719;((((B)#R1)#R0,((A,#H1),#H0)));
8720;(((A)#R1,((#H1)#R0,(B,#H0))));
8721;((((A)#R1,((B,#H1))#R0),#H0));
8722;(((B,#H0),(((A)#R1)#R0,#H1)));
8723;((((A,((B)#R1)#R0),#H1),#H0));
8724;(((A)#R0,(((B)#R1,#H0),#H1)));
8725;((((A)#R0,(B,(#H0)#R1)),#H1));
8726;(((((B,#H0))#R1,(A)#R0),#H1));
8727;((((A,#H1))#R0,((B)#R1,#H0)));
8728;((((A)#R1)#R0,((B,#H1),#H0)));
8729;(((A)#R1,(((#H1)#R0,B),#H0)));
8730;(((A,((B)#R0,(#H0)#R1)),#H1));
8731;(((A)#R0,((B)#R1,(#H0,#H1))));
8732;((B,(((A)#R1)#R0,(#H0,#H1))));
8733;((((#H1)#R0,(B,(A)#R1)),#H0));
8734;(((A)#R0,(((B)#R1,#H0),#H1)));
8735;(((((A)#R0)#R1,(B,#H0)),#H1));
8736;(((((B)#R1)#R0,#H1),(A,#H0)));
8737;((((B)#R1,(A,#H0)),(#H1)#R0));
8738;(((((B)#R0)#R1,(A,#H0)),#H1));
8739;((((A)#R0,((B,#H0))#R1),#H1));
8740;(((#H1)#R0,((A)#R1,(B,#H0))));
8741;(((((A)#R1)#R0,(B,#H0)),#H1));
8742;((((((B)#R1)#R0,A),#H0),#H1));
8743;(((B)#R0,(((A)#R1,#H0),#H1)));
8744;(((((B)#R1,A))#R0,(#H0,#H1)));
8745;(((#H1)#R0,((B)#R1,(A,#H0))));
8746;((((#H0)#R1,((A)#R0,#H1)),B));
8747;((((((B)#R1)#R0,#H1),#H0),A));
8748;(((((B)#R1)#R0,(A,#H1)),#H0));
8749;(((((A)#R0,B),(#H0)#R1),#H1));
8750;(((((A)#R0,B))#R1,(#H0,#H1)));
8751;(((A,#H1),(((B)#R0)#R1,#H0)));
8752;((A,((((B)#R1)#R0,#H1),#H0)));
8753;(((((B)#R1,A))#R0,(#H0,#H1)));
8754;(((B)#R0,((#H0)#R1,(A,#H1))));
8755;(((((A)#R0)#R1,(B,#H0)),#H1));
8756;((A,(((B)#R0)#R1,(#H0,#H1))));
8757;(((((A)#R1)#R0,(B,#H0)),#H1));
8758;((((((B)#R0)#R1,A),#H1),#H0));
8759;(((A,#H1),(((B)#R0)#R1,#H0)));
8760;(((B)#R0,(((#H0)#R1,A),#H1)));
8761;(((((A)#R1,(B)#R0),#H0),#H1));
8762;((((B)#R0)#R1,((A,#H0),#H1)));
8763;(((#H1)#R0,((A)#R1,(B,#H0))));
8764;((((A,((B)#R1)#R0),#H0),#H1));
8765;(((B)#R1,(((A)#R0,#H1),#H0)));
8766;(((B)#R1,(((#H1)#R0,A),#H0)));
8767;(((B)#R0,((A)#R1,(#H0,#H1))));
8768;(((B,((#H0)#R1,(A)#R0)),#H1));
8769;((((B,#H0),((A)#R0)#R1),#H1));
8770;((((A)#R0)#R1,((#H0,#H1),B)));
8771;(((B)#R0,((#H0,#H1),(A)#R1)));
8772;((((B)#R0)#R1,((A,#H1),#H0)));
8773;((((#H0)#R1,((A,B))#R0),#H1));
8774;(((((A)#R0)#R1,(B,#H1)),#H0));
8775;((((B)#R0)#R1,((#H0,#H1),A)));
8776;(((A,((B)#R1)#R0),(#H0,#H1)));
8777;((((A,#H0),((B)#R1)#R0),#H1));
8778;(((((A)#R1)#R0,(B,#H0)),#H1));
8779;((((#H0)#R1,(B,(A)#R0)),#H1));
8780;((((((B)#R1)#R0,A),#H1),#H0));
8781;(((A)#R1,((#H1)#R0,(B,#H0))));
8782;(((((A,#H1))#R0,(B)#R1),#H0));
8783;(((((B,(A)#R1))#R0,#H1),#H0));
8784;((((A,#H0))#R1,((B)#R0,#H1)));
8785;(((((B)#R0)#R1,(A,#H0)),#H1));
8786;(((((A,#H1))#R0,(B)#R1),#H0));
8787;((((A)#R0,(#H0)#R1),(B,#H1)));
8788;(((((A,B))#R1)#R0,(#H0,#H1)));
8789;((((((B)#R0)#R1,A),#H0),#H1));
8790;(((A,(((B)#R1)#R0,#H1)),#H0));
8791;((B,(((A)#R0,#H1),(#H0)#R1)));
8792;((((((B)#R0)#R1,A),#H0),#H1));
8793;((((((A)#R0)#R1,B),#H1),#H0));
8794;(((((A)#R1,B))#R0,(#H0,#H1)));
8795;((((((A,B))#R1)#R0,#H1),#H0));
8796;(((((B)#R1)#R0,(A,#H1)),#H0));
8797;((((A)#R0,(B)#R1),(#H0,#H1)));
8798;((((B)#R0)#R1,((A,#H0),#H1)));
8799;((B,(((A)#R0,(#H0)#R1),#H1)));
8800;(((((B)#R1)#R0,(A,#H1)),#H0));
8801;(((((#H1)#R0,(A)#R1),B),#H0));
8802;((((#H1)#R0,(B)#R1),(A,#H0)));
8803;(((((B)#R1,(A)#R0),#H1),#H0));
8804;((((((A)#R1)#R0,B),#H0),#H1));
8805;((((A,#H0))#R1,((B)#R0,#H1)));
8806;((((A)#R0)#R1,((B,#H1),#H0)));
8807;((A,((((B)#R1)#R0,#H1),#H0)));
8808;((((B)#R1,#H0),((A)#R0,#H1)));
8809;(((((A,#H1))#R0,(B)#R1),#H0));
8810;(((B,((A)#R1)#R0),(#H0,#H1)));
8811;(((((B)#R1)#R0,(#H0,#H1)),A));
8812;(((B,((#H1)#R0,(A)#R1)),#H0));
8813;((((B)#R1,(A,#H0)),(#H1)#R0));
8814;(((((A,(B)#R1))#R0,#H1),#H0));
8815;(((((B)#R1)#R0,#H1),(A,#H0)));
8816;((((B)#R0)#R1,((A,#H1),#H0)));
8817;(((A)#R1,((B)#R0,(#H0,#H1))));
8818;((((A)#R0,((#H0)#R1,B)),#H1));
8819;(((A,(((B)#R0)#R1,#H0)),#H1));
8820;((B,(((A)#R1)#R0,(#H0,#H1))));
8821;((((((B,A))#R1)#R0,#H1),#H0));
8822;(((B,#H1),((A)#R0,(#H0)#R1)));
8823;(((((A)#R1,(B)#R0),#H0),#H1));
8824;(((((B)#R0)#R1,#H0),(A,#H1)));
8825;(((((B)#R0)#R1,(A,#H1)),#H0));
8826;((B,((((A)#R0)#R1,#H0),#H1)));
8827;((((B)#R0)#R1,((A,#H0),#H1)));
8828;(((#H0,#H1),(((B)#R0)#R1,A)));
8829;(((#H0)#R1,((B)#R0,(A,#H1))));
8830;(((((#H0)#R1,(A)#R0),#H1),B));
8831;(((A)#R0,((B)#R1,(#H0,#H1))));
8832;(((((A)#R0,(#H0)#R1),B),#H1));
8833;((((A)#R0,#H1),((B)#R1,#H0)));
8834;((((B)#R1,((A)#R0,#H1)),#H0));
8835;(((A,#H0),((B)#R1,(#H1)#R0)));
8836;((A,(((B)#R1)#R0,(#H0,#H1))));
8837;(((A)#R0,((B)#R1,(#H0,#H1))));
8838;((((B)#R0,(A)#R1),(#H0,#H1)));
8839;((((((A,B))#R0)#R1,#H0),#H1));
8840;((((((B,A))#R0)#R1,#H0),#H1));
8841;((B,((((A)#R1)#R0,#H1),#H0)));
8842;((((((A)#R1)#R0,#H1),B),#H0));
8843;((((#H1)#R0,((B,A))#R1),#H0));
8844;((((((B)#R1)#R0,A),#H0),#H1));
8845;(((B)#R1,((A)#R0,(#H0,#H1))));
8846;((((A)#R1,#H0),((B,#H1))#R0));
8847;(((A,((#H0)#R1,(B)#R0)),#H1));
8848;((((((A)#R1,B))#R0,#H1),#H0));
8849;(((B)#R0,(((#H0)#R1,A),#H1)));
8850;((((A)#R1,(#H1)#R0),(B,#H0)));
8851;((((B,#H1))#R0,((A)#R1,#H0)));
8852;((((A)#R0)#R1,(B,(#H0,#H1))));
8853;((((A)#R1,((B,#H1))#R0),#H0));
8854;((((B)#R1)#R0,((A,#H0),#H1)));
8855;((B,(((A)#R0)#R1,(#H0,#H1))));
8856;((((A)#R1,((B,#H1))#R0),#H0));
8857;(((B)#R1,((#H1)#R0,(A,#H0))));
