Iteration;Newick
1321;((((((B)#R0)#R1,#H0),A),#H1));
1322;((A,(((B)#R0)#R1,(#H0,#H1))));
1323;(((((B)#R0)#R1,(A,#H0)),#H1));
1324;(((((A)#R0)#R1,(#H0,#H1)),B));
1325;((((B,#H1))#R0,((A)#R1,#H0)));
1326;(((((B)#R1)#R0,(A,#H1)),#H0));
1327;((((B)#R1)#R0,((A,#H1),#H0)));
1328;((((#H1)#R0,((A)#R1,B)),#H0));
1329;((((B)#R1)#R0,((A,#H0),#H1)));
1330;(((A)#R1,((B,(#H1)#R0),#H0)));
1331;(((B)#R0,((A)#R1,(#H0,#H1))));
1332;(((((B)#R1,(#H1)#R0),#H0),A));
1333;((((B)#R1,#H0),((#H1)#R0,A)));
1334;((((B)#R1,((A,#H1))#R0),#H0));
1335;(((((#H1)#R0,(B)#R1),A),#H0));
1336;(((B)#R1,(((A)#R0,#H1),#H0)));
1337;((((((B,A))#R1)#R0,#H1),#H0));
1338;(((B,(((A)#R0)#R1,#H0)),#H1));
1339;((((((A,B))#R1)#R0,#H1),#H0));
1340;((((#H1)#R0,(A,#H0)),(B)#R1));
1341;(((#H1)#R0,((B)#R1,(A,#H0))));
1342;((A,(((B)#R0,(#H0)#R1),#H1)));
1343;(((A)#R1,((#H0,#H1),(B)#R0)));
1344;((((B,(A)#R1),(#H1)#R0),#H0));
1345;(((((B)#R0)#R1,A),(#H0,#H1)));
1346;(((((B,#H0))#R1,(A)#R0),#H1));
1347;(((((B)#R0)#R1,A),(#H0,#H1)));
1348;(((((B)#R0,(A)#R1),#H1),#H0));
1349;(((((A)#R1)#R0,(B,#H1)),#H0));
1350;(((A,(((B)#R1)#R0,#H1)),#H0));
1351;((((A)#R0,((B,#H0))#R1),#H1));
1352;(((((A,#H1))#R0,(B)#R1),#H0));
1353;(((A,#H0),(((B)#R1)#R0,#H1)));
1354;((((((A)#R1)#R0,B),#H0),#H1));
1355;((((((B,A))#R1)#R0,#H1),#H0));
1356;((((A,#H0))#R1,((B)#R0,#H1)));
1357;((((A)#R1,((B)#R0,#H1)),#H0));
1358;(((B,((#H0)#R1,(A)#R0)),#H1));
1359;((((A)#R1)#R0,((B,#H0),#H1)));
1360;((((A)#R0)#R1,((B,#H0),#H1)));
1361;(((B,#H1),(((A)#R0)#R1,#H0)));
1362;((((((B,A))#R1)#R0,#H1),#H0));
1363;((((B)#R0)#R1,((A,#H0),#H1)));
1364;(((((A,(B)#R1))#R0,#H1),#H0));
1365;(((((B)#R1)#R0,(#H0,#H1)),A));
1366;((((((A)#R1)#R0,B),#H0),#H1));
1367;((((((A)#R0)#R1,B),#H1),#H0));
1368;(((((B)#R1)#R0,(#H0,#H1)),A));
1369;((((((B,A))#R0)#R1,#H0),#H1));
1370;((((A)#R1)#R0,((#H0,#H1),B)));
1371;((((A)#R1,(#H1)#R0),(B,#H0)));
1372;(((((A)#R1,B),#H0),(#H1)#R0));
1373;((((((B)#R0)#R1,#H0),A),#H1));
1374;((((B)#R0)#R1,((A,#H0),#H1)));
1375;(((((A)#R1,(B)#R0),#H1),#H0));
1376;(((#H0)#R1,(((A,B))#R0,#H1)));
1377;((A,(((B)#R0)#R1,(#H0,#H1))));
1378;((A,(((B)#R1)#R0,(#H0,#H1))));
1379;(((((B)#R1,#H0),#H1),(A)#R0));
1380;(((B)#R0,(((A)#R1,#H0),#H1)));
1381;((((A)#R1)#R0,(B,(#H0,#H1))));
1382;(((((B)#R0)#R1,(#H0,#H1)),A));
1383;(((((B)#R1)#R0,(A,#H1)),#H0));
1384;(((((#H1)#R0,(B)#R1),#H0),A));
1385;(((((A)#R1)#R0,(B,#H0)),#H1));
1386;((B,((((A)#R1)#R0,#H1),#H0)));
1387;(((((B)#R1)#R0,(A,#H0)),#H1));
1388;(((B,#H0),(((A)#R1)#R0,#H1)));
1389;((B,(((A)#R0)#R1,(#H0,#H1))));
1390;((B,(((A)#R0)#R1,(#H0,#H1))));
1391;(((((A)#R0)#R1,#H0),(B,#H1)));
1392;(((((A)#R0)#R1,(B,#H0)),#H1));
1393;(((#H0,#H1),(((B)#R0)#R1,A)));
1394;(((((B)#R1)#R0,(A,#H1)),#H0));
1395;(((#H0)#R1,(((B,A))#R0,#H1)));
1396;(((((B,#H1))#R0,(A)#R1),#H0));
1397;((((B,(A)#R0))#R1,(#H0,#H1)));
1398;((A,(((B)#R1)#R0,(#H0,#H1))));
1399;((((A)#R0,((B,#H0))#R1),#H1));
1400;((((((A)#R0)#R1,B),#H1),#H0));
1401;((((B)#R1,#H0),((A,#H1))#R0));
1402;((((((B)#R1)#R0,A),#H0),#H1));
1403;(((((A,B))#R1)#R0,(#H0,#H1)));
1404;(((#H0,#H1),((B)#R0,(A)#R1)));
1405;(((((A)#R1)#R0,(B,#H0)),#H1));
1406;((((B,#H0))#R1,((A)#R0,#H1)));
1407;(((((B)#R1,(A)#R0),#H1),#H0));
1408;(((B,#H1),(((A)#R0)#R1,#H0)));
1409;((((B)#R1,#H0),((A)#R0,#H1)));
1410;((A,((((B)#R1)#R0,#H1),#H0)));
1411;((((A)#R1)#R0,(B,(#H0,#H1))));
1412;(((A,(((B)#R0)#R1,#H0)),#H1));
1413;(((((A)#R1)#R0,(B,#H0)),#H1));
1414;(((((B)#R1,(A)#R0),#H0),#H1));
1415;((A,(((#H0)#R1,(B)#R0),#H1)));
1416;(((A,#H0),((#H1)#R0,(B)#R1)));
1417;(((#H0)#R1,(A,((B)#R0,#H1))));
1418;((((A)#R0)#R1,((B,#H1),#H0)));
1419;((((((A)#R1)#R0,B),#H0),#H1));
1420;(((#H1)#R0,(((A,B))#R1,#H0)));
1421;(((((B)#R0,(A)#R1),#H1),#H0));
1422;(((((B)#R0)#R1,(A,#H0)),#H1));
1423;(((#H1)#R0,(((B,A))#R1,#H0)));
1424;((((#H1)#R0,(A,(B)#R1)),#H0));
1425;(((B,(((A)#R1)#R0,#H1)),#H0));
1426;((((B,(A)#R1))#R0,(#H0,#H1)));
1427;(((#H1)#R0,(A,((B)#R1,#H0))));
1428;(((((B)#R1)#R0,(A,#H0)),#H1));
1429;((((((B)#R0,A))#R1,#H0),#H1));
1430;(((((A)#R0)#R1,(B,#H0)),#H1));
1431;(((B,#H0),(((A)#R1)#R0,#H1)));
1432;(((((A)#R1)#R0,B),(#H0,#H1)));
1433;(((((A)#R1,(B)#R0),#H0),#H1));
1434;((((B)#R1,(#H0,#H1)),(A)#R0));
1435;(((#H1)#R0,(B,((A)#R1,#H0))));
1436;(((#H1)#R0,(((A,B))#R1,#H0)));
1437;(((((B)#R1,(A)#R0),#H0),#H1));
1438;((((A,(B)#R0))#R1,(#H0,#H1)));
1439;((((((A)#R0)#R1,B),#H0),#H1));
1440;(((((B)#R0)#R1,(A,#H1)),#H0));
1441;((((A)#R0)#R1,((B,#H1),#H0)));
1442;((((((A)#R1)#R0,B),#H0),#H1));
1443;(((B)#R0,((#H0,#H1),(A)#R1)));
1444;(((((B)#R0)#R1,(A,#H0)),#H1));
1445;((((A,#H0))#R1,((B)#R0,#H1)));
1446;(((((A)#R0,#H1),#H0),(B)#R1));
1447;(((((B)#R1)#R0,(A,#H1)),#H0));
1448;((A,((((B)#R0)#R1,#H0),#H1)));
1449;((((#H0)#R1,(A,(B)#R0)),#H1));
1450;((((B)#R1,(A)#R0),(#H0,#H1)));
1451;((((A)#R1,((B)#R0,#H1)),#H0));
1452;((((A,#H0))#R1,((B)#R0,#H1)));
1453;(((#H0)#R1,(B,((A)#R0,#H1))));
1454;((((((B,A))#R0)#R1,#H0),#H1));
1455;(((A)#R0,((#H0)#R1,(B,#H1))));
1456;((((B,((A)#R0)#R1),#H0),#H1));
1457;(((((B)#R1)#R0,#H1),(A,#H0)));
1458;(((A)#R0,((B)#R1,(#H0,#H1))));
1459;((((B)#R0,((A)#R1,#H0)),#H1));
1460;(((#H0,#H1),((A)#R1,(B)#R0)));
1461;(((((A)#R0,(#H0)#R1),B),#H1));
1462;((((((A)#R1)#R0,#H1),#H0),B));
1463;((((((A,B))#R0)#R1,#H0),#H1));
1464;(((A,(((B)#R1)#R0,#H1)),#H0));
1465;(((((A)#R0)#R1,B),(#H0,#H1)));
1466;((((B)#R1,(A)#R0),(#H0,#H1)));
1467;((((A)#R0)#R1,((B,#H0),#H1)));
1468;((((A)#R0,#H1),((B,#H0))#R1));
1469;(((((B)#R0)#R1,(A,#H0)),#H1));
1470;(((A,(((B)#R0)#R1,#H0)),#H1));
1471;((((B)#R0)#R1,((#H0,#H1),A)));
1472;(((((A)#R0,B))#R1,(#H0,#H1)));
1473;(((A,#H1),(((B)#R0)#R1,#H0)));
1474;(((B)#R0,(((A)#R1,#H0),#H1)));
1475;(((((B)#R1)#R0,(A,#H1)),#H0));
1476;(((((A)#R0,(B)#R1),#H1),#H0));
1477;((A,((((B)#R0)#R1,#H0),#H1)));
1478;((((((A,B))#R0)#R1,#H0),#H1));
1479;(((#H0,#H1),(((B)#R0,A))#R1));
1480;(((((A)#R1)#R0,(B,#H0)),#H1));
1481;(((((B)#R1)#R0,(A,#H1)),#H0));
1482;((((B)#R1)#R0,((A,#H0),#H1)));
1483;(((#H1)#R0,((A,(B)#R1),#H0)));
1484;((((B,#H1))#R0,((A)#R1,#H0)));
1485;((((A)#R1)#R0,((B,#H0),#H1)));
1486;(((((A)#R0)#R1,(B,#H0)),#H1));
1487;(((#H0,#H1),((A)#R1,(B)#R0)));
1488;((((B)#R1,#H0),((A)#R0,#H1)));
1489;((((((A)#R0)#R1,B),#H0),#H1));
1490;((((((B)#R1)#R0,#H1),#H0),A));
1491;(((B)#R1,((A)#R0,(#H0,#H1))));
1492;((B,(((A)#R1)#R0,(#H0,#H1))));
1493;((((B)#R0,#H1),((A,#H0))#R1));
1494;((((((A,B))#R0)#R1,#H0),#H1));
1495;((A,((((B)#R0)#R1,#H0),#H1)));
1496;(((A,(((B)#R0)#R1,#H0)),#H1));
1497;((((((B)#R0)#R1,A),#H0),#H1));
1498;(((((A)#R1)#R0,(B,#H0)),#H1));
1499;(((#H1)#R0,(((A)#R1,B),#H0)));
1500;((((((B,A))#R1)#R0,#H1),#H0));
1501;((B,(((A)#R1)#R0,(#H0,#H1))));
1502;((((B)#R1)#R0,((A,#H1),#H0)));
1503;((((A)#R1,((B,#H1))#R0),#H0));
1504;(((B,(((A)#R1)#R0,#H1)),#H0));
1505;(((((B)#R0,(A)#R1),#H0),#H1));
1506;(((#H0,#H1),(A,((B)#R0)#R1)));
1507;(((((B)#R1)#R0,(A,#H0)),#H1));
1508;(((#H0,#H1),(A,((B)#R1)#R0)));
1509;((((A,#H1),#H0),((B)#R0)#R1));
1510;((A,((((B)#R1)#R0,#H1),#H0)));
1511;(((((B,A))#R1)#R0,(#H0,#H1)));
1512;(((B)#R1,(((A)#R0,#H1),#H0)));
1513;(((B)#R0,((A)#R1,(#H0,#H1))));
1514;(((((A)#R1)#R0,(B,#H0)),#H1));
1515;(((((B)#R0,(#H0)#R1),#H1),A));
1516;(((#H1)#R0,(((B)#R1,#H0),A)));
1517;(((B)#R1,((A)#R0,(#H0,#H1))));
1518;((((B)#R0,(A,#H1)),(#H0)#R1));
1519;((A,(((B)#R1)#R0,(#H0,#H1))));
1520;((((((B,A))#R0)#R1,#H0),#H1));
1521;((((((B)#R1)#R0,#H1),A),#H0));
1522;((((#H0,#H1),(B)#R1),(A)#R0));
1523;((((((B)#R1)#R0,A),#H1),#H0));
1524;(((((B)#R1)#R0,A),(#H0,#H1)));
1525;((((A)#R1)#R0,(B,(#H0,#H1))));
1526;(((((A)#R1)#R0,(B,#H0)),#H1));
1527;((((((A)#R1)#R0,B),#H0),#H1));
1528;((((A)#R0,(#H0)#R1),(B,#H1)));
1529;((((A)#R0,((B,#H0))#R1),#H1));
1530;((((B)#R1,#H0),((A,#H1))#R0));
1531;(((((A,B))#R1)#R0,(#H0,#H1)));
1532;((B,(((A)#R0,(#H0)#R1),#H1)));
1533;((((B)#R1)#R0,((A,#H0),#H1)));
1534;(((((B)#R1)#R0,(A,#H0)),#H1));
1535;(((A,(((B)#R1)#R0,#H1)),#H0));
1536;((((#H0)#R1,(B,#H1)),(A)#R0));
1537;((((#H0)#R1,(B,#H1)),(A)#R0));
1538;(((B)#R1,(((A)#R0,#H1),#H0)));
1539;(((((B)#R1)#R0,(A,#H1)),#H0));
1540;((((B)#R1)#R0,((A,#H1),#H0)));
1541;(((((B)#R1,(A)#R0),#H1),#H0));
1542;(((((B,A))#R1)#R0,(#H0,#H1)));
1543;((((B)#R1)#R0,((A,#H1),#H0)));
1544;(((#H0)#R1,(((A,B))#R0,#H1)));
1545;(((A,#H1),(((B)#R0)#R1,#H0)));
1546;((((A,((B)#R1)#R0),#H1),#H0));
1547;(((B)#R0,((#H0)#R1,(A,#H1))));
1548;(((((A)#R0,(B)#R1),#H1),#H0));
1549;(((A,((B)#R0)#R1),(#H0,#H1)));
1550;((((A)#R0)#R1,((B,#H0),#H1)));
1551;(((((#H0)#R1,(B)#R0),A),#H1));
1552;(((((B)#R1)#R0,#H1),(A,#H0)));
1553;((((A)#R0)#R1,((B,#H1),#H0)));
1554;(((A)#R1,((B)#R0,(#H0,#H1))));
1555;(((((B)#R0,(A)#R1),#H1),#H0));
1556;((((#H1)#R0,(A,#H0)),(B)#R1));
1557;(((((A)#R1)#R0,(B,#H0)),#H1));
1558;((A,(((B)#R0,(#H0)#R1),#H1)));
1559;((((((A)#R1)#R0,B),#H0),#H1));
1560;((((((A)#R1,B))#R0,#H1),#H0));
1561;(((B,#H0),(((A)#R1)#R0,#H1)));
1562;((((((B)#R0)#R1,A),#H1),#H0));
1563;(((((A)#R1,B))#R0,(#H0,#H1)));
1564;(((((B)#R1,(A)#R0),#H1),#H0));
1565;(((((B)#R1)#R0,(A,#H1)),#H0));
1566;(((((B)#R0)#R1,(A,#H0)),#H1));
1567;((((B)#R0)#R1,((A,#H0),#H1)));
1568;((((A)#R1)#R0,((#H0,#H1),B)));
1569;((((((B)#R1)#R0,A),#H0),#H1));
1570;(((A)#R1,((#H1)#R0,(B,#H0))));
1571;(((B)#R0,((A,(#H0)#R1),#H1)));
1572;((((((B)#R0)#R1,A),#H1),#H0));
1573;((((A,#H0))#R1,((B)#R0,#H1)));
1574;((((A)#R1)#R0,((B,#H0),#H1)));
1575;((((A)#R0,#H1),((B)#R1,#H0)));
1576;(((#H1)#R0,(((A)#R1,B),#H0)));
1577;((B,(((A)#R0,(#H0)#R1),#H1)));
1578;(((((B,A))#R0)#R1,(#H0,#H1)));
1579;(((A)#R0,((B)#R1,(#H0,#H1))));
1580;((((A,((B)#R0)#R1),#H1),#H0));
1581;(((((A)#R1,B))#R0,(#H0,#H1)));
1582;((((A)#R1,(#H1)#R0),(B,#H0)));
1583;((((A)#R1,((B,#H1))#R0),#H0));
1584;((((#H1)#R0,((A)#R1,#H0)),B));
1585;(((#H0,#H1),(((B,A))#R1)#R0));
1586;((((B)#R1)#R0,((A,#H0),#H1)));
1587;((((B,#H0),#H1),((A)#R0)#R1));
1588;((((((A)#R1)#R0,B),#H1),#H0));
1589;(((((B,(A)#R0))#R1,#H0),#H1));
1590;(((((A,B))#R0,(#H0)#R1),#H1));
1591;((((B)#R1)#R0,((A,#H0),#H1)));
1592;(((((A)#R0)#R1,#H0),(B,#H1)));
1593;(((((B,#H0))#R1,(A)#R0),#H1));
1594;(((((B)#R0)#R1,(A,#H0)),#H1));
1595;((((A)#R1,((#H1)#R0,B)),#H0));
1596;((((A)#R0,((B,#H0))#R1),#H1));
1597;((((A,#H0))#R1,((B)#R0,#H1)));
1598;(((((B,#H1))#R0,(A)#R1),#H0));
1599;(((B)#R0,(((A)#R1,#H0),#H1)));
1600;((((A)#R1)#R0,((B,#H0),#H1)));
1601;(((((B)#R0,(#H0)#R1),#H1),A));
1602;((((((B)#R0)#R1,A),#H1),#H0));
1603;((((B,#H1))#R0,((A)#R1,#H0)));
1604;(((((B)#R0)#R1,(A,#H0)),#H1));
1605;(((((A)#R1)#R0,(B,#H1)),#H0));
1606;((((((B)#R0)#R1,A),#H1),#H0));
1607;((((#H0)#R1,((A,B))#R0),#H1));
1608;(((((A)#R0)#R1,#H0),(B,#H1)));
1609;(((((A)#R0)#R1,B),(#H0,#H1)));
1610;((B,(((A)#R1,#H0),(#H1)#R0)));
1611;((((B)#R1)#R0,((A,#H1),#H0)));
1612;(((((A,B))#R0)#R1,(#H0,#H1)));
1613;(((((B,(A)#R1))#R0,#H1),#H0));
1614;((((#H0)#R1,((A)#R0,B)),#H1));
1615;(((A)#R1,(((#H1)#R0,B),#H0)));
1616;((((((B)#R1,A))#R0,#H1),#H0));
1617;((((B)#R0,#H1),((A,#H0))#R1));
1618;(((((A)#R1)#R0,(B,#H1)),#H0));
1619;(((((A)#R1)#R0,(B,#H1)),#H0));
1620;((A,(((B)#R1,#H0),(#H1)#R0)));
1621;(((A,(((B)#R0)#R1,#H0)),#H1));
1622;((A,((((B)#R0)#R1,#H0),#H1)));
1623;(((#H0)#R1,(((A)#R0,B),#H1)));
1624;(((((B)#R1,A))#R0,(#H0,#H1)));
1625;(((((A)#R0,(B)#R1),#H0),#H1));
1626;((((((A)#R0)#R1,B),#H0),#H1));
1627;(((((#H0)#R1,(B)#R0),#H1),A));
1628;((((A)#R1)#R0,((B,#H1),#H0)));
1629;((((B)#R1,#H0),((A)#R0,#H1)));
1630;(((A)#R1,((#H1)#R0,(B,#H0))));
1631;((((((B)#R1)#R0,A),#H0),#H1));
1632;(((((B)#R0,(A)#R1),#H1),#H0));
1633;(((B,#H0),(((A)#R1)#R0,#H1)));
1634;((((B)#R1,#H0),((A,#H1))#R0));
1635;((((((A)#R0)#R1,#H0),#H1),B));
1636;(((((B,#H0))#R1,(A)#R0),#H1));
1637;(((((B)#R1,(A)#R0),#H0),#H1));
1638;((((A)#R0,((B)#R1,#H0)),#H1));
1639;((((((A)#R0)#R1,#H0),B),#H1));
1640;((B,((((A)#R0)#R1,#H0),#H1)));
1641;((((B,#H0))#R1,((A)#R0,#H1)));
1642;((((((B)#R0)#R1,A),#H1),#H0));
1643;((((((B)#R0,A))#R1,#H0),#H1));
1644;(((A)#R0,(((B)#R1,#H0),#H1)));
1645;((((B)#R0)#R1,(A,(#H0,#H1))));
1646;((((B)#R1)#R0,((A,#H0),#H1)));
1647;(((((B)#R0)#R1,(A,#H0)),#H1));
1648;(((((A)#R0,#H1),(B)#R1),#H0));
1649;(((B)#R1,((#H1)#R0,(A,#H0))));
1650;(((((A,#H0))#R1,(B)#R0),#H1));
1651;(((((B)#R0)#R1,#H0),(A,#H1)));
1652;(((((A,B))#R0)#R1,(#H0,#H1)));
1653;(((((A,B))#R1,(#H1)#R0),#H0));
1654;(((((A)#R0)#R1,#H0),(B,#H1)));
1655;((((((A)#R1)#R0,#H1),#H0),B));
1656;((((A)#R0,((B)#R1,#H0)),#H1));
1657;(((B)#R1,((A)#R0,(#H0,#H1))));
1658;(((#H0)#R1,((B)#R0,(A,#H1))));
1659;(((B)#R1,(((#H1)#R0,A),#H0)));
1660;((A,((#H0,#H1),((B)#R0)#R1)));
1661;((((A)#R0,((B)#R1,#H0)),#H1));
1662;(((((A)#R1)#R0,(B,#H1)),#H0));
1663;(((#H0)#R1,(((A)#R0,B),#H1)));
1664;((((B,#H0))#R1,((A)#R0,#H1)));
1665;(((((B)#R0,(A)#R1),#H1),#H0));
1666;((((A)#R0,((B,#H0))#R1),#H1));
1667;((((B)#R1,#H0),((A)#R0,#H1)));
1668;((((B,(A)#R1))#R0,(#H0,#H1)));
1669;((((A)#R1)#R0,((B,#H1),#H0)));
1670;((((#H0,#H1),((A)#R1)#R0),B));
1671;(((((A)#R1)#R0,(B,#H1)),#H0));
1672;(((((A)#R1)#R0,(B,#H0)),#H1));
1673;((((((B)#R1)#R0,A),#H0),#H1));
1674;(((((A,B))#R0)#R1,(#H0,#H1)));
1675;(((((A)#R0,B))#R1,(#H0,#H1)));
1676;(((A,((B)#R1,(#H1)#R0)),#H0));
1677;((A,(((#H1)#R0,(B)#R1),#H0)));
1678;((((A)#R1)#R0,((B,#H0),#H1)));
1679;(((((B)#R1)#R0,A),(#H0,#H1)));
1680;(((((B)#R1,A),#H0),(#H1)#R0));
1681;((((B,(A)#R1))#R0,(#H0,#H1)));
1682;((((((B,A))#R0)#R1,#H0),#H1));
1683;((((((A)#R0,B))#R1,#H0),#H1));
1684;(((A,#H1),(((B)#R0)#R1,#H0)));
1685;((((((A)#R0)#R1,#H0),B),#H1));
1686;(((((A)#R0)#R1,(B,#H1)),#H0));
1687;(((((A,#H0))#R1,(B)#R0),#H1));
1688;((((A)#R0,(#H0)#R1),(B,#H1)));
1689;(((A)#R0,((B)#R1,(#H0,#H1))));
1690;(((((#H0)#R1,B),#H1),(A)#R0));
1691;((((A,((B)#R1)#R0),#H1),#H0));
1692;(((((A)#R0,(#H0)#R1),B),#H1));
1693;((((A)#R0,((#H0)#R1,B)),#H1));
1694;((((((A)#R1)#R0,B),#H0),#H1));
1695;(((#H0,#H1),(((B)#R0)#R1,A)));
1696;(((#H0)#R1,((B,(A)#R0),#H1)));
1697;(((#H0)#R1,(((A)#R0,B),#H1)));
1698;((((B)#R0)#R1,((A,#H1),#H0)));
1699;((((((B)#R0)#R1,A),#H1),#H0));
1700;(((((A)#R0)#R1,(B,#H1)),#H0));
1701;((B,(((#H1)#R0,(A)#R1),#H0)));
1702;((((B,((A)#R1)#R0),#H0),#H1));
1703;(((((B,A))#R1)#R0,(#H0,#H1)));
1704;((((((B,A))#R1)#R0,#H1),#H0));
1705;(((((B)#R0)#R1,#H0),(A,#H1)));
1706;((((B,#H1),#H0),((A)#R0)#R1));
1707;(((((A)#R0)#R1,(#H0,#H1)),B));
1708;((((B)#R1,(A,(#H1)#R0)),#H0));
1709;((B,(((A)#R0)#R1,(#H0,#H1))));
1710;(((((B,#H0))#R1,(A)#R0),#H1));
1711;(((A)#R0,((B,#H1),(#H0)#R1)));
1712;(((A,(((B)#R1)#R0,#H1)),#H0));
1713;((((A)#R0,(B,#H1)),(#H0)#R1));
1714;((((#H1)#R0,((B,A))#R1),#H0));
1715;((((A)#R1,(B)#R0),(#H0,#H1)));
1716;(((((A)#R0,(B)#R1),#H0),#H1));
1717;(((((B)#R0)#R1,(#H0,#H1)),A));
1718;((((B)#R0)#R1,((A,#H1),#H0)));
1719;((((((B)#R0,A))#R1,#H0),#H1));
1720;((((A)#R1,(#H1)#R0),(B,#H0)));
1721;(((((B)#R1,A))#R0,(#H0,#H1)));
1722;((((A)#R0,((B)#R1,#H0)),#H1));
1723;((B,((((A)#R0)#R1,#H0),#H1)));
1724;((((B)#R0,(A,(#H0)#R1)),#H1));
1725;(((#H1)#R0,((B)#R1,(A,#H0))));
1726;((((A)#R1)#R0,(B,(#H0,#H1))));
1727;(((((A,(B)#R1))#R0,#H1),#H0));
1728;(((((A)#R0,(B)#R1),#H0),#H1));
1729;((((((A)#R0)#R1,B),#H1),#H0));
1730;(((#H1)#R0,((A)#R1,(B,#H0))));
1731;((B,((((A)#R0)#R1,#H0),#H1)));
1732;((((((A)#R1)#R0,B),#H0),#H1));
1733;(((#H0)#R1,((A)#R0,(B,#H1))));
1734;((B,((#H1)#R0,((A)#R1,#H0))));
1735;(((A,(((B)#R0)#R1,#H0)),#H1));
1736;(((((A)#R0)#R1,(B,#H0)),#H1));
1737;((B,((((A)#R1)#R0,#H1),#H0)));
1738;((((A)#R1)#R0,((B,#H0),#H1)));
1739;((((((A,B))#R0)#R1,#H0),#H1));
1740;((((B)#R0)#R1,((A,#H0),#H1)));
1741;(((A)#R1,(((B)#R0,#H1),#H0)));
1742;(((A,(#H1)#R0),((B)#R1,#H0)));
1743;(((A,#H1),(((B)#R0)#R1,#H0)));
1744;(((((B)#R1,(A)#R0),#H1),#H0));
1745;(((#H0,#H1),(B,((A)#R0)#R1)));
1746;((((((B)#R0)#R1,A),#H1),#H0));
1747;((((((A)#R1)#R0,B),#H0),#H1));
1748;((((((A)#R1)#R0,B),#H0),#H1));
1749;(((((B)#R1,(A)#R0),#H0),#H1));
1750;(((((B,#H1))#R0,(A)#R1),#H0));
1751;(((((B,A))#R1,(#H1)#R0),#H0));
1752;(((((B)#R1)#R0,#H1),(A,#H0)));
1753;((((B)#R1,((A)#R0,#H1)),#H0));
1754;((((A)#R0,#H1),((B)#R1,#H0)));
1755;(((((A)#R0)#R1,#H0),(B,#H1)));
1756;((((A)#R0)#R1,((#H0,#H1),B)));
1757;((((B)#R0)#R1,(A,(#H0,#H1))));
1758;((((A)#R0,((B)#R1,#H0)),#H1));
1759;(((B,(((A)#R1)#R0,#H1)),#H0));
1760;(((B,#H1),(((A)#R0)#R1,#H0)));
1761;((A,((#H1)#R0,((B)#R1,#H0))));
1762;(((#H0,#H1),(B,((A)#R1)#R0)));
1763;(((B)#R1,(((#H1)#R0,A),#H0)));
1764;(((((B)#R1)#R0,A),(#H0,#H1)));
1765;(((A)#R0,(((#H0)#R1,B),#H1)));
1766;(((((#H1)#R0,(A)#R1),B),#H0));
1767;((B,(((A)#R0,(#H0)#R1),#H1)));
1768;(((((A)#R0)#R1,#H0),(B,#H1)));
1769;((((A)#R0)#R1,((B,#H1),#H0)));
1770;(((#H0)#R1,(((A)#R0,#H1),B)));
1771;(((B)#R0,((#H0)#R1,(A,#H1))));
1772;(((((A)#R0)#R1,B),(#H0,#H1)));
1773;((((A,#H1))#R0,((B)#R1,#H0)));
1774;((A,((#H1)#R0,((B)#R1,#H0))));
1775;((((A)#R1)#R0,((B,#H0),#H1)));
1776;(((B,((A)#R1,(#H1)#R0)),#H0));
1777;((((B,((A)#R0)#R1),#H1),#H0));
1778;(((B,(((A)#R0)#R1,#H0)),#H1));
1779;((((A)#R0)#R1,(B,(#H0,#H1))));
1780;(((B,(((A)#R1)#R0,#H1)),#H0));
1781;((B,((((A)#R1)#R0,#H1),#H0)));
1782;(((((B)#R0)#R1,A),(#H0,#H1)));
1783;(((A)#R1,((B)#R0,(#H0,#H1))));
1784;(((((B)#R1,#H0),A),(#H1)#R0));
1785;(((((B)#R0,(A)#R1),#H1),#H0));
1786;((((B)#R0,(A)#R1),(#H0,#H1)));
1787;((((B)#R0)#R1,(A,(#H0,#H1))));
1788;((((A,#H1))#R0,((B)#R1,#H0)));
1789;(((((A)#R1,(B)#R0),#H1),#H0));
1790;(((((A)#R1)#R0,#H1),(B,#H0)));
1791;(((A,(((B)#R0)#R1,#H0)),#H1));
1792;(((((A)#R0)#R1,(B,#H0)),#H1));
1793;((((((B)#R0)#R1,#H0),#H1),A));
1794;((((#H0)#R1,((B)#R0,A)),#H1));
1795;((((B,((A)#R0)#R1),#H0),#H1));
1796;((A,(((B)#R0,(#H0)#R1),#H1)));
1797;((((B,#H1),((A)#R1)#R0),#H0));
1798;(((((A)#R0,(B)#R1),#H0),#H1));
1799;(((((B,#H0))#R1,(A)#R0),#H1));
1800;((((B,#H0),#H1),((A)#R1)#R0));
1801;((((A)#R1)#R0,((B,#H0),#H1)));
1802;(((((A)#R1)#R0,#H1),(B,#H0)));
1803;(((((A,#H1))#R0,(B)#R1),#H0));
1804;((((((A)#R0)#R1,B),#H0),#H1));
1805;((((((B)#R0)#R1,A),#H1),#H0));
1806;((((((B,A))#R1)#R0,#H1),#H0));
1807;(((((A)#R0)#R1,(B,#H1)),#H0));
1808;(((#H1)#R0,((B)#R1,(A,#H0))));
1809;(((A)#R1,((B,(#H1)#R0),#H0)));
1810;(((((A)#R0)#R1,(B,#H1)),#H0));
1811;(((#H0,#H1),((B)#R0,(A)#R1)));
1812;((((A)#R1)#R0,(B,(#H0,#H1))));
1813;((((A,#H1),#H0),((B)#R1)#R0));
1814;(((((B)#R1)#R0,A),(#H0,#H1)));
