,index,retics,balance,blob_sizes,leaf_under_reticulation_list,leaf_with_sibling_retic_list,leaf_on_side_of_triangle_list,has_leaf_on_bottom_of_triangle,reticulated_cherries,Iteration,Newick
0,0,2,1.0,[5],"['A', 'B']",None,False,None,0,0,"(((#H0,#H1),((B)#R1,(A)#R0)))"
1,1,2,0.5435644431995964,[5],['B'],A,True,None,0,1,"((((A,((B)#R1)#R0),#H0),#H1))"
2,2,2,0.5435644431995964,[5],['B'],A,True,None,0,2,"(((B)#R1,((A,(#H1)#R0),#H0)))"
3,3,2,0.9544340029249649,[5],['A'],B,False,None,1,3,"(((((B,#H1))#R0,(A)#R1),#H0))"
4,4,2,0.9544340029249649,[5],['B'],A,False,None,1,4,"((((A,#H1))#R0,((B)#R1,#H0)))"
5,5,2,0.5435644431995964,[5],['B'],A,False,None,1,5,"(((((B)#R0)#R1,(A,#H0)),#H1))"
6,6,2,0.5435644431995964,[5],['A'],B,False,None,1,6,"((((A)#R1)#R0,((B,#H1),#H0)))"
7,7,2,0.9544340029249649,[5],"['A', 'B']",None,False,A,0,7,"((((A)#R0,((B)#R1,#H0)),#H1))"
8,8,2,0.8112781244591328,[5],['B'],None,False,B,0,8,"(((A,(((B)#R0)#R1,#H0)),#H1))"
9,9,2,0.8112781244591328,[5],['B'],A,False,B,0,9,"((((B)#R1,#H0),((#H1)#R0,A)))"
10,10,2,0.9544340029249649,[5],"['A', 'B']",None,False,B,0,10,"(((A)#R1,((B)#R0,(#H0,#H1))))"
11,11,2,0.9544340029249649,[5],['A'],B,False,None,1,11,"((((B,#H0))#R1,((A)#R0,#H1)))"
12,12,2,0.5435644431995964,[5],['A'],B,False,None,1,12,"(((((A)#R0)#R1,(B,#H0)),#H1))"
13,13,2,0.5435644431995964,[5],['B'],A,False,None,0,13,"((((B)#R1)#R0,((A,#H0),#H1)))"
14,14,2,0.8112781244591328,[5],['B'],A,False,B,0,14,"(((#H0,#H1),(((B)#R1)#R0,A)))"
15,15,2,0.9544340029249649,[5],"['A', 'B']",None,False,A,0,15,"(((B)#R0,(((A)#R1,#H0),#H1)))"
16,16,2,1.0,[5],"['A', 'B']",None,False,None,0,16,"(((#H0,#H1),((B)#R1,(A)#R0)))"
17,17,2,1.0,[4],['B'],None,False,B,0,17,"(((((#H0)#R1,(B)#R0),#H1),A))"
18,18,2,0.5435644431995964,[5],['B'],A,False,None,1,18,"(((((B)#R1)#R0,(A,#H1)),#H0))"
19,19,2,0.5435644431995964,[5],['B'],A,False,None,0,19,"(((#H1)#R0,((B)#R1,(A,#H0))))"
20,20,2,0.5435644431995964,[5],['B'],A,False,None,0,20,"((((B)#R0)#R1,((A,#H1),#H0)))"
21,21,2,0.8112781244591328,[5],['A'],B,False,A,0,21,"((((#H0)#R1,(A)#R0),(B,#H1)))"
22,22,2,1.0,[4],[],None,False,None,0,22,"((((((B,A))#R1)#R0,#H1),#H0))"
23,23,2,0.5435644431995964,[5],['A'],B,False,None,0,23,"((((A)#R1)#R0,((B,#H0),#H1)))"
24,24,2,1.0,[4],[],None,False,None,0,24,"(((#H0,#H1),(((A,B))#R0)#R1))"
25,25,2,1.0,[4],['A'],None,False,A,0,25,"((B,((((A)#R1)#R0,#H1),#H0)))"
26,26,2,0.8112781244591328,[5],['A'],None,False,A,0,26,"(((B,(((A)#R1)#R0,#H1)),#H0))"
27,27,2,1.0,[5],"['A', 'B']",None,False,None,0,27,"((((B)#R0,(A)#R1),(#H0,#H1)))"
28,28,2,0.8112781244591328,[5],['A'],B,False,A,0,28,"(((((A)#R1)#R0,#H1),(B,#H0)))"
29,29,2,0.9544340029249649,[5],['A'],B,False,None,1,29,"(((((B,(A)#R0))#R1,#H0),#H1))"
30,30,2,1.0,[4],['A'],None,False,A,0,30,"(((((A)#R1)#R0,(#H0,#H1)),B))"
31,31,2,0.8112781244591328,[5],['A'],None,False,A,0,31,"(((((#H0)#R1,(A)#R0),B),#H1))"
32,32,2,0.9544340029249649,[5],['A'],B,False,None,1,32,"(((((A)#R0,B))#R1,(#H0,#H1)))"
33,33,2,0.9544340029249649,[5],"['A', 'B']",None,False,A,0,33,"(((B)#R1,(((A)#R0,#H1),#H0)))"
34,34,2,0.5435644431995964,[5],['B'],A,False,None,0,34,"((((((B)#R0)#R1,A),#H0),#H1))"
35,35,2,1.0,[4],[],None,False,None,0,35,"(((#H0,#H1),(((A,B))#R1)#R0))"
36,36,2,0.5435644431995964,[5],['B'],A,False,None,0,36,"(((#H1)#R0,((B)#R1,(A,#H0))))"
37,37,2,0.5435644431995964,[5],['B'],A,True,None,0,37,"((((A,((B)#R1)#R0),#H0),#H1))"
38,38,2,0.5435644431995964,[5],['B'],A,True,None,0,38,"(((B)#R0,(((#H0)#R1,A),#H1)))"
39,39,2,0.5435644431995964,[5],['A'],B,False,None,0,39,"((((A)#R0)#R1,((B,#H1),#H0)))"
40,40,2,0.8112781244591328,[5],['B'],None,False,B,0,40,"(((((#H1)#R0,(B)#R1),A),#H0))"
41,41,2,1.0,[4],[],None,False,None,0,41,"((((#H1)#R0,((A,B))#R1),#H0))"
42,42,2,1.0,[4],[],None,False,None,0,42,"((((((A,B))#R0)#R1,#H0),#H1))"
43,43,2,0.5435644431995964,[5],['A'],B,False,None,1,43,"((((#H0)#R1,((A)#R0,B)),#H1))"
44,44,2,1.0,[5],"['A', 'B']",None,False,None,0,44,"(((#H0,#H1),((B)#R1,(A)#R0)))"
45,45,2,0.5435644431995964,[5],['B'],A,True,None,0,45,"(((B)#R0,((A,(#H0)#R1),#H1)))"
46,46,2,1.0,[4],[],None,False,None,0,46,"(((((A,B))#R1)#R0,(#H0,#H1)))"
47,47,2,0.9544340029249649,[5],['A'],B,False,None,1,47,"((((B,#H1))#R0,((A)#R1,#H0)))"
48,48,2,0.5435644431995964,[5],['B'],A,True,None,0,48,"(((((B)#R0)#R1,(A,#H1)),#H0))"
49,49,2,0.8112781244591328,[5],['A'],None,False,A,0,49,"(((B,((A)#R0,(#H0)#R1)),#H1))"
50,50,2,0.5435644431995964,[5],['B'],A,True,None,0,50,"((((((B)#R0)#R1,A),#H1),#H0))"
51,51,2,0.9544340029249649,[5],['B'],A,False,None,1,51,"((((A,#H1))#R0,((B)#R1,#H0)))"
52,52,2,0.5435644431995964,[5],['A'],B,True,None,0,52,"((((((A)#R0)#R1,B),#H1),#H0))"
53,53,2,0.5435644431995964,[5],['B'],A,False,None,0,53,"((((B)#R0)#R1,((A,#H1),#H0)))"
54,54,2,1.0,[5],"['A', 'B']",None,False,None,0,54,"(((#H0,#H1),((A)#R0,(B)#R1)))"
55,55,2,1.0,[5],"['A', 'B']",None,False,None,0,55,"((((B)#R0,#H1),((A)#R1,#H0)))"
56,56,2,0.5435644431995964,[5],['A'],B,False,None,0,56,"((((A)#R1,((#H1)#R0,B)),#H0))"
57,57,2,0.5435644431995964,[5],['A'],B,False,None,0,57,"((((B,((A)#R0)#R1),#H0),#H1))"
58,58,2,1.0,[5],"['A', 'B']",None,False,None,0,58,"((((B)#R1,#H0),((A)#R0,#H1)))"
59,59,2,0.9544340029249649,[5],['A'],B,False,None,1,59,"((((B,(A)#R0))#R1,(#H0,#H1)))"
60,60,2,0.8112781244591328,[5],['A'],B,False,A,0,60,"(((((A)#R0)#R1,B),(#H0,#H1)))"
61,61,2,0.8112781244591328,[5],['B'],A,False,B,0,61,"(((((B)#R0)#R1,#H0),(A,#H1)))"
62,62,2,0.9544340029249649,[5],['B'],A,False,None,1,62,"((((A,#H1))#R0,((B)#R1,#H0)))"
63,63,2,1.0,[4],[],None,False,None,0,63,"(((#H1)#R0,(((A,B))#R1,#H0)))"
64,64,2,0.5435644431995964,[5],['B'],A,False,None,1,64,"(((((B)#R0)#R1,(A,#H0)),#H1))"
65,65,2,1.0,[4],['A'],None,False,A,0,65,"((B,((((A)#R1)#R0,#H1),#H0)))"
66,66,2,0.5435644431995964,[5],['A'],B,False,None,1,66,"(((((A)#R0)#R1,(B,#H0)),#H1))"
67,67,2,0.5435644431995964,[5],['B'],A,True,None,0,67,"(((((B)#R0)#R1,(A,#H1)),#H0))"
68,68,2,0.5435644431995964,[5],['A'],B,False,None,1,68,"(((((A)#R0)#R1,(B,#H0)),#H1))"
69,69,2,0.5435644431995964,[5],['A'],B,True,None,0,69,"(((((#H1)#R0,B),#H0),(A)#R1))"
70,70,2,0.5435644431995964,[5],['A'],B,False,None,1,70,"((((B,(A)#R1),#H0),(#H1)#R0))"
71,71,2,0.9544340029249649,[5],['A'],B,False,None,1,71,"((((((A)#R0,B))#R1,#H0),#H1))"
72,72,2,0.9544340029249649,[5],"['A', 'B']",None,False,A,0,72,"(((((B)#R0,#H1),(A)#R1),#H0))"
73,73,2,0.5435644431995964,[5],['B'],A,False,None,0,73,"(((#H0)#R1,((B)#R0,(A,#H1))))"
74,74,2,0.9544340029249649,[5],"['A', 'B']",None,False,B,0,74,"(((((B)#R0,(A)#R1),#H0),#H1))"
75,75,2,1.0,[4],['A'],None,False,A,0,75,"((B,((((A)#R0)#R1,#H0),#H1)))"
76,76,2,0.8112781244591328,[5],['B'],None,False,B,0,76,"(((((B)#R0,#H1),A),(#H0)#R1))"
77,77,2,0.5435644431995964,[5],['B'],A,False,None,0,77,"((((((B)#R0)#R1,A),#H0),#H1))"
78,78,2,0.8112781244591328,[5],['B'],None,False,B,0,78,"(((A,(((B)#R0)#R1,#H0)),#H1))"
79,79,2,0.8112781244591328,[5],['B'],None,False,B,0,79,"(((A,(((B)#R1)#R0,#H1)),#H0))"
80,80,2,0.9544340029249649,[5],"['A', 'B']",None,False,A,0,80,"(((((A)#R1,#H0),#H1),(B)#R0))"
81,81,2,0.8112781244591328,[5],['A'],None,False,A,0,81,"(((B,(#H0,#H1)),((A)#R1)#R0))"
82,82,2,0.8112781244591328,[5],['B'],None,False,B,0,82,"((((B)#R0)#R1,(A,(#H0,#H1))))"
83,83,2,1.0,[4],['B'],None,False,B,0,83,"(((((B)#R1)#R0,(#H0,#H1)),A))"
84,84,2,0.9544340029249649,[5],['A'],B,False,None,1,84,"((((B,(A)#R0))#R1,(#H0,#H1)))"
85,85,2,0.5435644431995964,[5],['B'],A,False,None,1,85,"(((((B)#R0)#R1,(A,#H0)),#H1))"
86,86,2,0.9544340029249649,[5],['A'],B,False,None,1,86,"(((((A)#R0,B))#R1,(#H0,#H1)))"
87,87,2,0.5435644431995964,[5],['A'],B,False,None,1,87,"(((((A)#R0)#R1,(B,#H0)),#H1))"
88,88,2,0.8112781244591328,[5],['A'],B,False,A,0,88,"(((B,#H1),(((A)#R0)#R1,#H0)))"
89,89,2,1.0,[4],['B'],None,False,B,0,89,"((A,(((B)#R1)#R0,(#H0,#H1))))"
90,90,2,0.5435644431995964,[5],['A'],B,True,None,0,90,"(((((A)#R1)#R0,(B,#H0)),#H1))"
91,91,2,1.0,[4],[],None,False,None,0,91,"((((((A,B))#R1)#R0,#H1),#H0))"
92,92,2,1.0,[4],[],None,False,None,0,92,"(((((A,B))#R0)#R1,(#H0,#H1)))"
93,93,2,0.5435644431995964,[5],['A'],B,False,None,1,93,"((((#H0)#R1,((A)#R0,B)),#H1))"
94,94,2,0.9544340029249649,[5],"['A', 'B']",None,False,B,0,94,"(((((B)#R1,#H0),#H1),(A)#R0))"
95,95,2,0.9544340029249649,[5],['B'],A,False,None,1,95,"((((A,#H1))#R0,((B)#R1,#H0)))"
96,96,2,1.0,[4],['A'],None,False,A,0,96,"((B,(((#H1)#R0,(A)#R1),#H0)))"
97,97,2,0.8112781244591328,[5],['A'],B,False,A,0,97,"(((B,#H1),(((A)#R0)#R1,#H0)))"
98,98,2,0.5435644431995964,[5],['A'],B,False,None,1,98,"((((A)#R0)#R1,((B,#H0),#H1)))"
99,99,2,0.8112781244591328,[5],['A'],B,False,A,0,99,"((((#H1)#R0,(A)#R1),(B,#H0)))"
100,100,2,0.5435644431995964,[5],['B'],A,True,None,0,100,"((((((B)#R1)#R0,A),#H0),#H1))"
101,101,2,1.0,[5],"['A', 'B']",None,False,None,0,101,"((((B)#R1,#H0),((A)#R0,#H1)))"
102,102,2,0.8112781244591328,[5],['B'],A,False,B,0,102,"(((#H0,#H1),(((B)#R0)#R1,A)))"
103,103,2,0.9544340029249649,[5],"['A', 'B']",None,False,B,0,103,"(((((B)#R1,(A)#R0),#H1),#H0))"
104,104,2,0.9544340029249649,[5],['B'],A,False,None,1,104,"((((A,#H1))#R0,((B)#R1,#H0)))"
105,105,2,0.5435644431995964,[5],['B'],A,False,None,1,105,"(((#H1)#R0,((A,(B)#R1),#H0)))"
106,106,2,0.8112781244591328,[5],['A'],B,False,A,0,106,"(((B,#H1),((#H0)#R1,(A)#R0)))"
107,107,2,0.9544340029249649,[5],['A'],B,False,None,1,107,"(((#H0,#H1),(((A)#R0,B))#R1))"
108,108,2,0.9544340029249649,[5],"['A', 'B']",None,False,B,0,108,"(((((A)#R1,(B)#R0),#H0),#H1))"
109,109,2,0.9544340029249649,[5],"['A', 'B']",None,False,B,0,109,"(((A)#R1,((B)#R0,(#H0,#H1))))"
110,110,2,0.5435644431995964,[5],['B'],A,False,None,1,110,"(((((B)#R1)#R0,(A,#H1)),#H0))"
111,111,2,0.8112781244591328,[5],['A'],B,False,A,0,111,"(((B,#H1),((#H0)#R1,(A)#R0)))"
112,112,2,0.5435644431995964,[5],['A'],B,False,None,0,112,"((((A)#R0,(B,(#H0)#R1)),#H1))"
113,113,2,0.5435644431995964,[5],['B'],A,False,None,1,113,"(((((B)#R0)#R1,(A,#H0)),#H1))"
114,114,2,0.5435644431995964,[5],['B'],A,False,None,0,114,"((((B)#R0)#R1,((A,#H1),#H0)))"
115,115,2,0.5435644431995964,[5],['B'],A,False,None,1,115,"(((#H0)#R1,(((B)#R0,A),#H1)))"
116,116,2,0.9544340029249649,[5],"['A', 'B']",None,False,A,0,116,"(((B)#R0,((A)#R1,(#H0,#H1))))"
117,117,2,0.8112781244591328,[5],['A'],None,False,A,0,117,"((((A)#R0)#R1,(B,(#H0,#H1))))"
118,118,2,0.9544340029249649,[5],"['A', 'B']",None,False,A,0,118,"(((((B)#R0,(A)#R1),#H1),#H0))"
119,119,2,0.5435644431995964,[5],['B'],A,False,None,1,119,"((((B)#R1)#R0,((A,#H1),#H0)))"
120,120,2,0.8112781244591328,[5],['B'],A,False,B,0,120,"(((((B)#R1)#R0,A),(#H0,#H1)))"
121,121,2,0.5435644431995964,[5],['A'],B,False,None,1,121,"((((A)#R0)#R1,((B,#H0),#H1)))"
122,122,2,0.9544340029249649,[5],"['A', 'B']",None,False,A,0,122,"(((B)#R0,((#H0,#H1),(A)#R1)))"
123,123,2,1.0,[4],['A'],None,False,A,0,123,"(((((A)#R1)#R0,(#H0,#H1)),B))"
124,124,2,1.0,[5],"['A', 'B']",None,False,None,0,124,"((((A)#R0,#H1),((B)#R1,#H0)))"
125,125,2,0.9544340029249649,[5],"['A', 'B']",None,False,A,0,125,"((((A)#R0,((B)#R1,#H0)),#H1))"
126,126,2,1.0,[4],[],None,False,None,0,126,"(((((A,B))#R0)#R1,(#H0,#H1)))"
127,127,2,0.9544340029249649,[5],['A'],B,False,None,1,127,"((((A)#R0,((B,#H0))#R1),#H1))"
128,128,2,1.0,[4],['B'],None,False,B,0,128,"((A,((((B)#R0)#R1,#H0),#H1)))"
129,129,2,0.5435644431995964,[5],['B'],A,False,None,1,129,"((((B)#R0)#R1,((A,#H0),#H1)))"
130,130,2,0.5435644431995964,[5],['A'],B,False,None,1,130,"(((#H0)#R1,((B,(A)#R0),#H1)))"
131,131,2,0.9544340029249649,[5],['A'],B,False,None,1,131,"(((((B,#H0))#R1,(A)#R0),#H1))"
132,132,2,0.5435644431995964,[5],['B'],A,False,None,1,132,"(((((B)#R1)#R0,(A,#H1)),#H0))"
133,133,2,0.8112781244591328,[5],['B'],None,False,B,0,133,"(((#H1)#R0,(A,((B)#R1,#H0))))"
134,134,2,0.8112781244591328,[5],['B'],A,False,B,0,134,"(((A,((B)#R0)#R1),(#H0,#H1)))"
135,135,2,1.0,[4],[],None,False,None,0,135,"((((((B,A))#R1)#R0,#H1),#H0))"
136,136,2,0.5435644431995964,[5],['B'],A,False,None,1,136,"(((((B)#R1)#R0,(A,#H1)),#H0))"
137,137,2,1.0,[4],[],None,False,None,0,137,"(((((A,B))#R0,(#H0)#R1),#H1))"
138,138,2,0.5435644431995964,[5],['B'],A,False,None,0,138,"((((A,((B)#R0)#R1),#H0),#H1))"
139,139,2,1.0,[5],"['A', 'B']",None,False,None,0,139,"((((B)#R1,#H0),((A)#R0,#H1)))"
140,140,2,0.5435644431995964,[5],['B'],A,False,None,1,140,"((((A,#H1),#H0),((B)#R1)#R0))"
141,141,2,1.0,[4],['B'],None,False,B,0,141,"((((((B)#R1)#R0,#H1),#H0),A))"
142,142,2,1.0,[5],"['A', 'B']",None,False,None,0,142,"((((A)#R1,#H0),((B)#R0,#H1)))"
143,143,2,0.8112781244591328,[5],['A'],B,False,A,0,143,"(((B,#H1),(((A)#R0)#R1,#H0)))"
144,144,2,1.0,[4],['B'],None,False,B,0,144,"((A,((#H0)#R1,((B)#R0,#H1))))"
145,145,2,0.5435644431995964,[5],['A'],B,True,None,0,145,"(((A)#R1,(((#H1)#R0,B),#H0)))"
146,146,2,0.9544340029249649,[5],['B'],A,False,None,1,146,"(((((A,#H1))#R0,(B)#R1),#H0))"
147,147,2,0.9544340029249649,[5],['B'],A,False,None,1,147,"(((((A,#H1))#R0,(B)#R1),#H0))"
148,148,2,0.9544340029249649,[5],['A'],B,False,None,1,148,"((((B,#H1))#R0,((A)#R1,#H0)))"
149,149,2,0.5435644431995964,[5],['A'],B,False,None,1,149,"((((B,#H1),#H0),((A)#R1)#R0))"
150,150,2,0.9544340029249649,[5],['A'],B,False,None,1,150,"(((((A)#R0,B))#R1,(#H0,#H1)))"
151,151,2,0.8112781244591328,[5],['B'],None,False,B,0,151,"((((#H0,#H1),A),((B)#R0)#R1))"
152,152,2,0.5435644431995964,[5],['A'],B,False,None,1,152,"((((#H0)#R1,((A)#R0,B)),#H1))"
153,153,2,0.5435644431995964,[5],['A'],B,False,None,1,153,"((((#H0)#R1,(B,(A)#R0)),#H1))"
154,154,2,0.5435644431995964,[5],['A'],B,False,None,0,154,"((((A)#R1)#R0,((B,#H0),#H1)))"
155,155,2,0.8112781244591328,[5],['B'],A,False,B,0,155,"(((#H0,#H1),(((B)#R0)#R1,A)))"
156,156,2,0.8112781244591328,[5],['B'],None,False,B,0,156,"((((B)#R1)#R0,(A,(#H0,#H1))))"
157,157,2,0.9544340029249649,[5],['A'],B,False,None,1,157,"((((((A)#R1,B))#R0,#H1),#H0))"
158,158,2,1.0,[4],['A'],None,False,A,0,158,"((B,((((A)#R1)#R0,#H1),#H0)))"
159,159,2,0.5435644431995964,[5],['A'],B,False,None,0,159,"(((#H0)#R1,((A)#R0,(B,#H1))))"
160,160,2,1.0,[4],['B'],None,False,B,0,160,"((A,(((#H1)#R0,(B)#R1),#H0)))"
161,161,2,0.5435644431995964,[5],['B'],A,True,None,0,161,"(((((B)#R1)#R0,(A,#H0)),#H1))"
162,162,2,0.9544340029249649,[5],"['A', 'B']",None,False,B,0,162,"(((((A)#R0,#H1),(B)#R1),#H0))"
163,163,2,0.8112781244591328,[5],['B'],A,False,B,0,163,"(((#H0,#H1),(A,((B)#R0)#R1)))"
164,164,2,0.9544340029249649,[5],"['A', 'B']",None,False,A,0,164,"((((A)#R0,((B)#R1,#H0)),#H1))"
165,165,2,0.5435644431995964,[5],['A'],B,False,None,1,165,"(((((A)#R0)#R1,(B,#H0)),#H1))"
166,166,2,0.5435644431995964,[5],['A'],B,True,None,0,166,"(((((A)#R1)#R0,(B,#H0)),#H1))"
167,167,2,0.8112781244591328,[5],['A'],B,False,A,0,167,"(((((A)#R1)#R0,B),(#H0,#H1)))"
168,168,2,0.5435644431995964,[5],['A'],B,True,None,0,168,"((((((A)#R1)#R0,B),#H0),#H1))"
169,169,2,0.8112781244591328,[5],['B'],A,False,B,0,169,"((((B)#R0,(#H0)#R1),(A,#H1)))"
170,170,2,0.8112781244591328,[5],['B'],None,False,B,0,170,"((((B)#R1)#R0,(A,(#H0,#H1))))"
171,171,2,0.5435644431995964,[5],['A'],B,False,None,1,171,"((((A)#R0)#R1,((B,#H0),#H1)))"
172,172,2,0.9544340029249649,[5],"['A', 'B']",None,False,B,0,172,"(((((B)#R0,#H1),#H0),(A)#R1))"
173,173,2,0.5435644431995964,[5],['B'],A,False,None,1,173,"(((((B)#R1)#R0,(A,#H1)),#H0))"
174,174,2,0.5435644431995964,[5],['A'],B,True,None,0,174,"(((((A)#R0)#R1,(B,#H1)),#H0))"
175,175,2,0.5435644431995964,[5],['A'],B,False,None,1,175,"((((A)#R1)#R0,((B,#H1),#H0)))"
176,176,2,0.9544340029249649,[5],"['A', 'B']",None,False,A,0,176,"(((((B)#R0,(A)#R1),#H1),#H0))"
177,177,2,0.5435644431995964,[5],['A'],B,False,None,0,177,"((((((A)#R0)#R1,B),#H0),#H1))"
178,178,2,0.5435644431995964,[5],['A'],B,True,None,0,178,"(((((A)#R0)#R1,(B,#H1)),#H0))"
179,179,2,1.0,[4],['A'],None,False,A,0,179,"((B,(((A)#R0)#R1,(#H0,#H1))))"
180,180,2,1.0,[4],['A'],None,False,A,0,180,"((B,(((A)#R1)#R0,(#H0,#H1))))"
181,181,2,0.8112781244591328,[5],['A'],B,False,A,0,181,"(((((A)#R1)#R0,#H1),(B,#H0)))"
182,182,2,1.0,[4],[],None,False,None,0,182,"((((((B,A))#R0)#R1,#H0),#H1))"
183,183,2,1.0,[4],['B'],None,False,B,0,183,"((((((B)#R0)#R1,#H0),#H1),A))"
184,184,2,0.9544340029249649,[5],['A'],B,False,None,1,184,"(((((A)#R1,B))#R0,(#H0,#H1)))"
185,185,2,1.0,[4],['B'],None,False,B,0,185,"((A,((((B)#R0)#R1,#H0),#H1)))"
186,186,2,0.8112781244591328,[5],['A'],None,False,A,0,186,"(((B,(#H0,#H1)),((A)#R0)#R1))"
187,187,2,0.8112781244591328,[5],['B'],A,False,B,0,187,"(((#H0,#H1),(((B)#R0)#R1,A)))"
188,188,2,1.0,[4],['A'],None,False,A,0,188,"((B,((((A)#R0)#R1,#H0),#H1)))"
189,189,2,0.8112781244591328,[5],['B'],None,False,B,0,189,"(((A,((B)#R0,(#H0)#R1)),#H1))"
190,190,2,0.5435644431995964,[5],['A'],B,True,None,0,190,"((((B,#H1),((A)#R0)#R1),#H0))"
191,191,2,0.5435644431995964,[5],['B'],A,True,None,0,191,"((((((B)#R0)#R1,A),#H1),#H0))"
192,192,2,0.5435644431995964,[5],['B'],A,False,None,0,192,"((((B)#R1)#R0,((A,#H0),#H1)))"
193,193,2,0.5435644431995964,[5],['B'],A,False,None,1,193,"(((((B)#R1)#R0,(A,#H1)),#H0))"
194,194,2,0.9544340029249649,[5],['A'],B,False,None,1,194,"((((((A)#R1,B))#R0,#H1),#H0))"
195,195,2,1.0,[4],['A'],None,False,A,0,195,"((B,((((A)#R0)#R1,#H0),#H1)))"
196,196,2,0.8112781244591328,[5],['A'],None,False,A,0,196,"(((#H0)#R1,(B,((A)#R0,#H1))))"
197,197,2,0.5435644431995964,[5],['B'],A,True,None,0,197,"((((((B)#R0)#R1,A),#H1),#H0))"
198,198,2,0.5435644431995964,[5],['A'],B,False,None,0,198,"((((((A)#R0)#R1,B),#H0),#H1))"
199,199,2,0.5435644431995964,[5],['B'],A,True,None,0,199,"((((#H1)#R0,(A,#H0)),(B)#R1))"
200,200,2,1.0,[4],['A'],None,False,A,0,200,"((B,(((A)#R0)#R1,(#H0,#H1))))"
201,201,2,0.9544340029249649,[5],['A'],B,False,None,1,201,"(((#H0,#H1),(((A)#R0,B))#R1))"
202,202,2,0.8112781244591328,[5],['A'],B,False,A,0,202,"((((#H1)#R0,(A)#R1),(B,#H0)))"
203,203,2,0.5435644431995964,[5],['A'],B,False,None,1,203,"(((#H0)#R1,(((A)#R0,B),#H1)))"
204,204,2,0.8112781244591328,[5],['B'],A,False,B,0,204,"(((A,#H1),((B)#R0,(#H0)#R1)))"
205,205,2,0.5435644431995964,[5],['B'],A,True,None,0,205,"(((((B)#R0)#R1,(A,#H1)),#H0))"
206,206,2,0.5435644431995964,[5],['A'],B,False,None,0,206,"(((#H1)#R0,((A)#R1,(B,#H0))))"
207,207,2,0.8112781244591328,[5],['A'],B,False,A,0,207,"(((((A)#R1)#R0,B),(#H0,#H1)))"
208,208,2,0.9544340029249649,[5],['A'],B,False,None,1,208,"(((((A)#R0,B))#R1,(#H0,#H1)))"
209,209,2,0.8112781244591328,[5],['A'],None,False,A,0,209,"(((B,((#H0)#R1,(A)#R0)),#H1))"
210,210,2,0.8112781244591328,[5],['A'],B,False,A,0,210,"((((#H1)#R0,(A)#R1),(B,#H0)))"
211,211,2,1.0,[4],['B'],None,False,B,0,211,"((A,((((B)#R1)#R0,#H1),#H0)))"
212,212,2,0.5435644431995964,[5],['A'],B,False,None,0,212,"((((B,((A)#R0)#R1),#H0),#H1))"
213,213,2,1.0,[4],[],None,False,None,0,213,"(((((A,B))#R0)#R1,(#H0,#H1)))"
214,214,2,0.9544340029249649,[5],"['A', 'B']",None,False,B,0,214,"(((((B)#R1,(A)#R0),#H1),#H0))"
215,215,2,0.9544340029249649,[5],"['A', 'B']",None,False,B,0,215,"(((((B)#R1,(A)#R0),#H1),#H0))"
216,216,2,0.5435644431995964,[5],['B'],A,False,None,1,216,"((((#H1)#R0,((B)#R1,A)),#H0))"
217,217,2,0.5435644431995964,[5],['B'],A,False,None,0,217,"((((B)#R1)#R0,((A,#H0),#H1)))"
218,218,2,1.0,[5],"['A', 'B']",None,False,None,0,218,"((((A)#R1,(B)#R0),(#H0,#H1)))"
219,219,2,0.8112781244591328,[5],['A'],B,False,A,0,219,"((((A)#R1,#H0),((#H1)#R0,B)))"
220,220,2,0.5435644431995964,[5],['B'],A,True,None,0,220,"(((B)#R1,((A,(#H1)#R0),#H0)))"
221,221,2,0.9544340029249649,[5],"['A', 'B']",None,False,A,0,221,"(((((A)#R1,(B)#R0),#H1),#H0))"
222,222,2,0.9544340029249649,[5],"['A', 'B']",None,False,B,0,222,"(((((A)#R1,(B)#R0),#H0),#H1))"
223,223,2,0.5435644431995964,[5],['A'],B,True,None,0,223,"(((((A)#R1)#R0,(B,#H0)),#H1))"
224,224,2,0.9544340029249649,[5],"['A', 'B']",None,False,B,0,224,"(((A)#R0,((#H0,#H1),(B)#R1)))"
225,225,2,0.5435644431995964,[5],['B'],A,False,None,1,225,"(((((B)#R1)#R0,(A,#H1)),#H0))"
226,226,2,0.8112781244591328,[5],['B'],A,False,B,0,226,"((((#H1)#R0,(B)#R1),(A,#H0)))"
227,227,2,0.9544340029249649,[5],"['A', 'B']",None,False,A,0,227,"(((B)#R1,((A)#R0,(#H0,#H1))))"
228,228,2,0.5435644431995964,[5],['A'],B,False,None,1,228,"((((#H0)#R1,((A)#R0,B)),#H1))"
229,229,2,0.5435644431995964,[5],['A'],B,False,None,0,229,"((((((A)#R1)#R0,B),#H1),#H0))"
230,230,2,0.8112781244591328,[5],['B'],None,False,B,0,230,"((((B)#R1)#R0,((#H0,#H1),A)))"
231,231,2,0.8112781244591328,[5],['B'],A,False,B,0,231,"((((#H1)#R0,(B)#R1),(A,#H0)))"
232,232,2,0.9544340029249649,[5],['A'],B,False,None,1,232,"((((B,(A)#R0))#R1,(#H0,#H1)))"
233,233,2,0.9544340029249649,[5],['A'],B,False,None,1,233,"((((B,#H0))#R1,((A)#R0,#H1)))"
234,234,2,0.5435644431995964,[5],['A'],B,True,None,0,234,"((((((A)#R0)#R1,B),#H1),#H0))"
